"doc_id","text","y"
51,"Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!usc!cs.utexas.edu!uunet!pipex!marble.uknet.ac.uk!uknet!acorn!eoe!dhembrow From: dhembrow@eoe.co.uk (David Hembrow) Newsgroups: sci.electronics Subject: Re: SID chip to IBM system bus Message-ID: <1639@eouk8.eoe.co.uk> Date: 6 Apr 93 11:35:10 GMT References: <1993Apr5.074909.12795@hippo.ru.ac.za> Organization: EO Europe Limited, Cambridge, UK Lines: 10 X-Newsreader: TIN [version 1.1 PL6]  Mr MC Howell (g90h6721@hippo.ru.ac.za) wrote: : Please don't ask questions like ""why don't you buy a soundblaster"".  The : answer is simple ""Overpriced considering the sound quality"".  Why not try one of the projects to build a DAC connected to the parallel port as documented in some files which come with modplay ? These vary from a 4 DAC design to a simple single DAC made only of resistors.--  David Hembrow                   EO Europe Ltd., email:  dhembrow@eoe.co.uk      Abberley House, Granhams Road,                                 Great Shelford, Cambridge CB2 5LQ, England","electronic"
52,"Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!ogicse!uwm.edu!cs.utexas.edu!geraldo.cc.utexas.edu!portal.austin.ibm.com!awdprime.austin.ibm.com!leapman From: leapman@austin.ibm.com Newsgroups: sci.electronics Subject: HeathKit/Zenith Message-ID: <C52EGz.27t3@austin.ibm.com> Date: 6 Apr 93 13:50:59 GMT Article-I.D.: austin.C52EGz.27t3 Sender: news@austin.ibm.com (News id) Reply-To: $LOGIN@austin.ibm.com Organization: IBM Austin Lines: 3 Originator: leapman@junior.austin.ibm.com   Does anyone out there have the toll-free (catalog request and order line) for Heathkit/Zenith?  Please post the number if you've got it!  Thanks.","electronic"
53,"Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!noc.near.net!uunet!newsflash.concordia.ca!mizar.cc.umanitoba.ca!bison!sys6626!inqmind!victor From: victor@inqmind.bison.mb.ca (Victor Laking) Newsgroups: sci.electronics Subject: Re: Info on NEC 3D Multisync monitor Message-ID: <oe1J2B5w165w@inqmind.bison.mb.ca> Date: Mon, 05 Apr 93 17:02:23 CDT References: <7480223@hpfcso.FC.HP.COM> Organization: The Inquiring Mind BBS  1 204 488-1607 Lines: 43  myers@hpfcso.FC.HP.COM (Bob Myers) writes:  > > I am looking for any info I can get on the NEC 3D monitor. > > I know that it is a multisync but that is about all. > > I plan on buying one second-hand in a while depending on its specs. > >  > > Does anyone know the min/max frequencies, whether it is interlaced,  > > non-interlaced, or both, video compatability, etc? > > I have seen a reference to it being .28 pitch with 1024 X 720 resolution  > > and that it supports SVGA from one source and that it doesn't support  > > SVGA from another source.  (Neither source seemed to have much reliable  > > info so I don't want to take a guess.) >  > I'm at home right now, and so am away from my monitor files; the following > is off the top of my head, subject to revision, worth-what-ya-pay-for-it > sort of info.  If you don't hear from anyone who has spec sheet in hand, > e-mail me and I'll look it up. >  > If I'm remembering correctly, the 3D is a 14"" 0.28 mm pitch multisync that > covers at least VGA (31.5 kHz horizontal, 60 Hz vertical) to 1024 x 768  > 60 Hz (which is going to be about 48 kHz horizontal).  It may go somewhat > higher than that on the horizontal, but you won't be happy with anything > beyond 1024 x 768 on a 14"" 0.28 tube; you probably won't be too thrilled > with the 1024 x 768 on this tube, but it *will* sync up and display it. > (I prefer at least a 16"" 0.28 for this resolution.)  Since SVGA is 800x600, > it'll do that too.  The horizontal range probably goes lower than 31.5, but > I don't know if it goes all the way down to straight NTSC-rate TV (which need > about 15.75 kHz sweep).  As far as ""video compatibility"" (if I'm reading > the question right: it won't take anything but analog RGB inputs.  In other > words, it has no way to decode NTSC or Y/C video inputs.  You would need > some sort of board to to this conversion - like the sorts of things that  > let you display NTSC on a VGA display. >  > Hopefully, now, I'll see this response of mine, and it'll remind me to > look this stuff up and confirm it.  (Or force me to post a hasty retraction!)  Ok, I was under the impression that it accepted digital input.  I still don't know for sure if it accepts BOTH interlaced and  non-interlaced as I have gotten conflicting info.  victor@inqmind.bison.mb.ca The Inquiring Mind BBS, Winnipeg, Manitoba  204 488-1607","electronic"
54,"Newsgroups: sci.electronics Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!wupost!uunet!psgrain!ee.und.ac.za!hippo!cobust From: cobust@seagoon.ee.sun.ac.za (Cobus Theunissen) Subject: Wide band Analog time delay Message-ID: <1993Apr6.133320.29515@hippo.ru.ac.za> Sender: news@hippo.ru.ac.za (Usenet News Admin) Organization: Rhodes University, Grahamstown, South Africa X-Newsreader: TIN [version 1.1 PL8] Date: Tue, 6 Apr 1993 13:33:20 GMT Lines: 6  Hi there,  I am looking for a wide band analog time delay (not phase delay) variable from 200 microseconds to 2 milliseconds.  Please reply via email to rrc@firga.sun.ac.za","electronic"
55,"Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!ogicse!network.ucsd.edu!usc!howland.reston.ans.net!noc.near.net!uunet!vnet.IBM.COM From: jmichael@vnet.IBM.COM Newsgroups: sci.electronics Subject: Re: A to D hardware for a PC Message-ID: <19930406.072523.946@almaden.ibm.com> Date: 6 Apr 93 14:24:58 GMT Article-I.D.: almaden.19930406.072523.946 Lines: 7  If you can find a copy of ""8088 Assembler Language Programming: The IBM PC"" by Willen and Krantz, 2nd ed. pub. by Sams, there is a discussion of the game control adapter, monostable multivibrators, and conversion to other uses, as well as an assembler program. If you need greater accuracy, there is no reason you couldn't modify the approach to suit your needs.  Jim","electronic"
56,"Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!wupost!uunet!pipex!marble.uknet.ac.uk!uknet!liv!lucs!scst83 From: scst83@csc.liv.ac.uk (Mr. C.D. Smith) Newsgroups: sci.electronics Subject: Re: Homebuilt PAL (EPLD) programer? Message-ID: <C52Czq.7EK@compsci.liverpool.ac.uk> Date: 6 Apr 93 13:19:01 GMT References: <1993Apr5.213428.26928@raid.dell.com> Sender: news@compsci.liverpool.ac.uk (News Eater) Organization: Computer Science, Liverpool University Lines: 27 Nntp-Posting-Host: goyt.csc.liv.ac.uk  In sci.electronics timd@fenian.dell.com writes:  >Anyone know a reasonable circuit for programming PALs?  I am interested >in programming a wide range of EPLDs but would be happy with something  >that could handle a 22V10 or thereabouts.  I too would be interested in ANY information on the subject of programing PALS etc.....    Better to know what your on about before you start something, I always say. Often saves you a packet as well !!  Thanks in advance..  Chris ;-)    +====================================================================+   |Name : Mr Chris Smith       |     Twang on that 'ole guitar !       |   |Addrs: scst83@uk.ac.liv     |                                       |   |Uni  : Liverpool University |Quest: To build more and more hardware |   |Dgree: Computer Science     |                                       |   +====================================================================+   ""What ever the Sun may be, it is certainly not a ball of flaming gas!""   -- D.H. Lawrence.   * All views expressed are my own, and reflect that of private thought. *","electronic"
57,"Newsgroups: sci.electronics Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!newsserver.jvnc.net!louie!huey.udel.edu!hanavin From: hanavin@huey.udel.edu (Chuck Hanavin) Subject: Re: HeathKit/Zenith Message-ID: <1993Apr6.143826.29919@udel.edu> Sender: usenet@udel.edu (USENET News Service) Nntp-Posting-Host: huey.udel.edu Organization: University of Delaware, Newark References: <C52EGz.27t3@austin.ibm.com> Date: Tue, 6 Apr 1993 14:38:26 GMT Lines: 7  In article <C52EGz.27t3@austin.ibm.com> $LOGIN@austin.ibm.com writes: > >Does anyone out there have the toll-free (catalog request and order line) for >Heathkit/Zenith?  Please post the number if you've got it!  Thanks.  ---------------------------------------------------- 1-800-253-0570","electronic"
58,"Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!ogicse!hp-cv!hp-pcd!hpspkla!long From: long@spk.hp.com (Jerry Long) Newsgroups: sci.electronics Subject: Re: Principle_of_the_Breathalyzer Message-ID: <C52I89.GEq@spk.hp.com> Date: 6 Apr 93 15:12:08 GMT Article-I.D.: spk.C52I89.GEq References: <1993Mar31.224032.15655@ee.ubc.ca> Sender: news@spk.hp.com Distribution: na Organization: Hewlett-Packard Lines: 31 X-Newsreader: TIN [version 1.1.4 PL6]  william burchill (williamb@ee.ubc.ca) wrote: : 	Does anybody out there know how the hand held breathalyzer used : by our police works?  I would like to hear about this and the more : general problem of detecting smells by machine. :  : Thanks, William. :  : williamb@ee.ubc.ca :   From what I have read about these little gadgets, it works on a electrochemical galvanic principle. The sensing unit has a chemical matrix which produces an electrical voltage proportional to the amount of chemical compound it is designed for ... in this case I believe it is the Hydroxyl group???    I have also heard -  not tested :-)  - since common gasoline is also a member of this Hydroxyl group, it will also cause a failing breathalizer failure! Next time you get stopped for DUI, say you just siphoned gas from your neighbors car (you know..... the Oklahoma credit card) and chances are you won't get a DUI ticket!!!!     Jerry Long  long@spk.hp.com **************************************** Disclaimer.... Opinions are my own and do NOT reflect those of my employer.   **************************************** ","electronic"
59,"Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!ogicse!news.tek.com!sail!kenh From: kenh@sail.LABS.TEK.COM (Ken Hillen) Newsgroups: sci.electronics Subject: RF data transmission Message-ID: <13601@sail.LABS.TEK.COM> Date: 5 Apr 93 23:34:14 GMT Article-I.D.: sail.13601 Distribution: usa Organization: Tektronix Inc., Beaverton, Or. Lines: 10  I need a off-the-shelf method of transmitting small amounts of data up to 300 feet.  The data is low speed and can be encoded as needed.  Low power on the transmitting end would be a plus.  An FCC certified product would be prefered.  If you have any pointers to products or companies I'd appreciate hearing from you.  Thanks, Ken","electronic"
60,"Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!ogicse!usenet.ee.pdx.edu!fastrac.llnl.gov!lll-winken.llnl.gov!travis.llnl.gov!massey From: massey@travis.llnl.gov Newsgroups: sci.electronics Subject: Re: Jacob's Ladder Message-ID: <1993Apr6.093828.1@travis.llnl.gov> Date: 6 Apr 93 01:38:28 GMT Article-I.D.: travis.1993Apr6.093828.1 References: <C4z6x7.16B@murdoch.acc.Virginia.EDU> Organization: Lawrence Livermore National Laboratory Lines: 15 NNTP-Posting-Host: travis.llnl.gov  In article <C4z6x7.16B@murdoch.acc.Virginia.EDU>, dgj2y@kelvin.seas.Virginia.EDU (David Glen Jacobowitz) writes: > 	I've been wanting to build a Tesla coil for quite awhile now ( > who doesn't, right? ) and I thought it would be a good intermidiate > step to build a JAcob's Ladder first. > 	Well, I have been looking for a high voltage transformer that > is reasonable inexpensive ( neon sign transformers cost mucho ).   In the past I've managed to buy used neon sign transformers from sign shops  for about $20. Try calling around.   Warren N. Massey                                      Massey@Travis.LLNL.Gov Lawrence Livermore National Laboratory   7000 East Ave., P.O. Box 808, L-495 Livermore, Calif. 94550  <<<My opinions are mine alone>>>      (510)422-1958","electronic"
61,"Newsgroups: sci.electronics Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!gatech!news.ans.net!cmcl2!panix!pw From: pw@panix.com (Paul Wallich) Subject: Re: Help with ultra-long timing Message-ID: <C52GHC.F1H@panix.com> Organization: Trivializers R Us References: <1993Apr5.083324.48826@kuhub.cc.ukans.edu> <C513wI.G5A@athena.cs.uga.edu> <1pqu12$pmu@sunb.ocs.mq.edu.au> Date: Tue, 6 Apr 1993 14:34:23 GMT Lines: 16  In <1pqu12$pmu@sunb.ocs.mq.edu.au> johnh@macadam.mpce.mq.edu.au (John Haddy) writes: >In article <C513wI.G5A@athena.cs.uga.edu>, mcovingt@aisun3.ai.uga.edu (Michael Covington) writes: >|> Instead, use a quartz crystal and divide its frequency by 2 40 times >|> or something like that. >... Wouldn't a crystal be affected by cold? My gut feeling is that, as a >mechanically resonating device, extreme cold is likely to affect the >compliance (?terminology?) of the quartz, and hence its resonant frequency.   Yes, but in a fairly reproducible way. -40 is only a smidgen of the distance to absolute zero. And in any case you're going to have to borrow freezer space from a bio lab or someone to test/calibrate this darling anyway. Btw, you're probably going to want those big capacitors you found to fire the solenoid -- High current drain on frozen batteries can be an ugly thing.  paul","electronic"
62,"Xref: cantaloupe.srv.cs.cmu.edu rec.audio.car:9694 rec.audio:63228 sci.electronics:52775 Newsgroups: rec.audio.car,rec.audio,sci.electronics Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!noc.near.net!uunet!pipex!bnr.co.uk!bmdhh130!bcars267!bcarhdd!moffatt From: moffatt@bnr.ca (John Thomson) Subject: Re: What is Zero dB???? Message-ID: <1993Apr6.132429.16154@bnr.ca> Sender: news@bnr.ca (usenet) Nntp-Posting-Host: bcarhdd Organization: Bell-Northern Research, Ottawa, Canada X-Newsreader: TIN [version 1.1 PL6] References: <1pkveuINNduk@gap.caltech.edu> Date: Tue, 6 Apr 1993 13:24:29 GMT Lines: 47  Joseph Chiu (josephc@cco.caltech.edu) wrote: : sehari@iastate.edu (Babak Sehari) writes: :  : >Similarly, people usually use dB for dBm. Another common mistake is spelling : >``db'' instead of ``dB'' as you did in your article. See the ``B'' is for  : >``Bell'' company, the mother of AT&T and should be capitalized. :  : Thus, a deciBell (deci-, l., tenth of + Bell) is a fractional part of the  : original Bell.  For example, SouthWestern Bell is a deciBell.  Out of what hat did you pull this one?  dB is a ratio not an RBOC!          : And the measure of current, Amp, is actually named after both the AMP company : and the Amphenol company.  Both companies revolutionized electronics by : simulatenously realizing that the performance of connectors and sockets  : were affected by the amount of current running through the wires.  Sorry.  The unit for current is the AMPERE which is the name of a french-man named AMPERE who studied electrical current.  The term AMP is just an abbreviation of it.  The company AMP came after the AMPERE unit was already in use.    : The Ohmite company was the first to characterize resistances by numbers, thus : our use of the Ohms...  I don't know about this one, but it doesn't sound right.    :  : Alexander Graham Bell, actually, is where Bell came from...   Well you got one thing right! :  :  :  : Actually, Bel refers :  : >                          With highest regards, : >                               Babak   Sehari. :  : >--  : --  : Joseph Chiu        | josephc@cco.caltech.edu  ""OS/2: You gotta get this thing!""  : MSC 380 - Caltech  |  : Pasadena, CA 91126 |   OS/2: The operating system of tomorrow, today. : +1 818 449 5457    |     Greg Moffatt Bell-Northern Research Inc., Ottawa Canada ""My opinions; not BNR's""","electronic"
63,"Newsgroups: sci.electronics Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!noc.near.net!uunet!infonode!ingr!b30news!catbyte.b30.ingr.com!dtmedin From: dtmedin@catbyte.b30.ingr.com (Dave Medin) Subject: Re: Police radar....Just how does it work?? Message-ID: <1993Apr6.153324.1710@b30news.b30.ingr.com> Sender: usenet@b30news.b30.ingr.com (Usenet Feed) Reply-To: dtmedin@catbyte.b30.ingr.com Organization: Intergraph Corporation, Huntsville AL References:  <3879@ncr-mpd.FtCollinsCO.NCR.COM> <1993Apr2.182216.28603@walter.bellcore.com> Date: Tue, 6 Apr 1993 15:33:24 GMT Lines: 35  In article <1993Apr2.182216.28603@walter.bellcore.com>, deaddio@ski.bellcore.com (Michael DeAddio) writes:  |> |> Question 2: |> |>  |> |> 	If I am right about the doppler(if I spell it different every time, |> |> maybe one will be right) effect, how does the radar get an accurate reading |> |> when the car containing it is moving??  It would seem to me ( for all thats |> |> worth) that it would need to be calibrated with the speedometer of the car |> |> containing it??  I am fairly sure this isn't the case, so whats the deal?? |>  |> Essentially, this is actually how it is done.  The radar gun is tied into |> the speedometer of the car.  No, it is independent of the speedometer. The gun processes two doppler returns--the speed of the car relative to the pavement and the speed of the target, taking the difference between the two. Some guns with a ""moving mode"" actually have a split beam with one beam aimed preferentially at the pavement.  Car and Driver had a good article on traffic radar, but it was back in 1985. I used its contents and references to defend myself against a bogus radar-measured ticket. It detailed ""moving mode,"" which is easier to defend against because of the increased amount of variables.  --  --------------------------------------------------------------------        Dave Medin			Phone:	(205) 730-3169 (w)     SSD--Networking				(205) 837-1174 (h)     Intergraph Corp.        M/S GD3004 		Internet: dtmedin@catbyte.b30.ingr.com   Huntsville, AL 35894		UUCP:  ...uunet!ingr!b30!catbyte!dtmedin     ******* Everywhere You Look (at least around my office) *******   * The opinions expressed here are mine (or those of my machine)","electronic"
64,"Xref: cantaloupe.srv.cs.cmu.edu sci.electronics:52777 rec.audio:63229 Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!noc.near.net!uunet!pipex!marble.uknet.ac.uk!uknet!liv!lucs!scst83 From: scst83@csc.liv.ac.uk (Chris Smith) Newsgroups: sci.electronics,rec.audio Subject: Re: books/info on audio DSP ?? Message-ID: <C52DsD.7pB@compsci.liverpool.ac.uk> Date: 6 Apr 93 13:36:13 GMT References: <1993Apr3.204613.18066@vax5.cit.cornell.edu> Sender: scst83@csc.liv.ac.uk (Mr. C.D. Smith) Distribution: rec,sci Organization: Computer Science, Liverpool University Lines: 28 Nntp-Posting-Host: goyt.csc.liv.ac.uk  In sci.electronics,rec.audio David S. Rowell writes:  >I assume these are appropriate newsgroups for this question.  I am looking >for a good book, articles, anything on audio DSP.  Theory is nice, but >I'm really looking for something very much on the applications side. >I want to look into it as my new hobby, so I need all the direction >I can get.  Any comments would be welcome, too.  I'm looking to build a DSP for guitar processing. Hence lots of background information would be really useful !  If anyone's got any info, could they email.....  Thanks in advance...  Chris ;-)    +====================================================================+   |Name : Mr Chris Smith       |     Twang on that 'ole guitar !       |   |Addrs: scst83@uk.ac.liv.csc |                                       |   |Uni  : Liverpool University |Quest: To build more and more hardware |   |Dgree: Computer Science     |                                       |   +====================================================================+   ""What ever the sun may be, it is certainly not a ball of flaming gas!""   -- D.H. Lawrence.   * All views expressed are my own, and reflect that of private thought. *","electronic"
65,"Path: cantaloupe.srv.cs.cmu.edu!das-news.harvard.edu!ogicse!emory!gatech!usenet.ufl.edu!tulane!theozone!gerald.belton From: gerald.belton@ozonehole.com (Gerald Belton) Newsgroups: sci.electronics Subject: PC games (joystick) port Message-ID: <5109.442.uupcb@ozonehole.com> Date: 5 Apr 93 15:22:00 GMT Article-I.D.: ozonehol.5109.442.uupcb Reply-To: gerald.belton@ozonehole.com (Gerald Belton) Distribution: world Organization: Ozone Online Operations, Inc., DBA The Ozone Hole BBS Lines: 29  >Subject says it all - could someone tell me the pinout >for a PC type analogue joystick port?  Joystick A: 1        +5 VDC 2        Button 1 3        X Axis 4        Ground 5        Ground 6        Y Axis 7        Button 2 8        + 5 VDC Joystick B: 9        +5 VDC 10        Button 1 11        X Axis 12        Ground 13        Y axis 14        Button 2 15        +5 VDC  ---  . SLMR 2.1 . Soft judges make hardened criminals.                                                                                   ---- The Ozone Hole BBS * A Private Bulletin Board Service * (504)891-3142 3 Full Service Nodes * USRobotics 16.8K bps * 10 Gigs * 100,000 Files SKYDIVE New Orleans! * RIME Network Mail HUB * 500+ Usenet Newsgroups Please route all questions or inquiries to:  postmaster@ozonehole.com","electronic"
66,"Newsgroups: sci.electronics Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!cs.utexas.edu!uunet!infonode!ingr!b30news!catbyte.b30.ingr.com!dtmedin From: dtmedin@catbyte.b30.ingr.com (Dave Medin) Subject: Re: Police radar....Just how does it work?? Message-ID: <1993Apr6.161107.2235@b30news.b30.ingr.com> Sender: usenet@b30news.b30.ingr.com (Usenet Feed) Reply-To: dtmedin@catbyte.b30.ingr.com Organization: Intergraph Corporation, Huntsville AL References: <3879@ncr-mpd.FtCollinsCO.NCR.COM> <1993Apr1.135231.1@levy.fnal.gov> <1993Apr2.182402.28700@walter.bellcore.com> Date: Tue, 6 Apr 1993 16:11:07 GMT Lines: 25  In article <1993Apr2.182402.28700@walter.bellcore.com>, deaddio@ski.bellcore.com (Michael DeAddio) writes:  |> |> The 'beam' is split in two, with one beam aimed at the target car (sort of) and |> |> the other at the ground.  The speeds of each are calulated for the final |> |> number |>  |> Actually, this is true on the more expensive ones, but the cheaper ones |> just read the speedometer.  I've never seen a speedometer-reading model. Are you sure? Who makes them? Consider the difficulty of reading the speedo on various makes of cars in use... I've seen single beam moving-mode and split beam moving-mode.  --  --------------------------------------------------------------------        Dave Medin			Phone:	(205) 730-3169 (w)     SSD--Networking				(205) 837-1174 (h)     Intergraph Corp.        M/S GD3004 		Internet: dtmedin@catbyte.b30.ingr.com   Huntsville, AL 35894		UUCP:  ...uunet!ingr!b30!catbyte!dtmedin     ******* Everywhere You Look (at least around my office) *******   * The opinions expressed here are mine (or those of my machine)","electronic"
67,"Newsgroups: sci.electronics Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!fs7.ece.cmu.edu!europa.eng.gtefsd.com!howland.reston.ans.net!noc.near.net!uunet!infonode!ingr!b30news!catbyte.b30.ingr.com!dtmedin From: dtmedin@catbyte.b30.ingr.com (Dave Medin) Subject: Re: HV diodes Message-ID: <1993Apr6.161625.2405@b30news.b30.ingr.com> Sender: usenet@b30news.b30.ingr.com (Usenet Feed) Reply-To: dtmedin@catbyte.b30.ingr.com Organization: Intergraph Corporation, Huntsville AL References: <babb-230393174737@larc.sdsu.edu> <7480214@hpfcso.FC.HP.COM> <1993Mar29.193049.5545@mprgate.mpr.ca> <1993Apr2.173132.17083@b30news.b30.ingr.com> <1993Apr2.204617.14179@mprgate.mpr.ca> Date: Tue, 6 Apr 1993 16:16:25 GMT Lines: 25  In article <1993Apr2.204617.14179@mprgate.mpr.ca>, vanderby@mprgate.mpr.ca (David Vanderbyl) writes: |> dtmedin@catbyte.b30.ingr.com (Dave Medin) writes: |> >The CRT, in fact, does have an intentional built-in capacitor for |> >its function just as IC's have built-in transistors, etc. |>  |> Gee, Mr. Myers, are we going to let this go without a CORRECTION?  Two things:  	1. Read your own posts. I was agreeing with Bob. No correction 	   needed.  	2. Don't quote stuff out of context.  --  --------------------------------------------------------------------        Dave Medin			Phone:	(205) 730-3169 (w)     SSD--Networking				(205) 837-1174 (h)     Intergraph Corp.        M/S GD3004 		Internet: dtmedin@catbyte.b30.ingr.com   Huntsville, AL 35894		UUCP:  ...uunet!ingr!b30!catbyte!dtmedin     ******* Everywhere You Look (at least around my office) *******   * The opinions expressed here are mine (or those of my machine)","electronic"
68,"Xref: cantaloupe.srv.cs.cmu.edu rec.audio.car:9695 rec.audio:63233 sci.electronics:52781 Newsgroups: rec.audio.car,rec.audio,sci.electronics Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!uwm.edu!ux1.cso.uiuc.edu!news.cso.uiuc.edu!uxa.cso.uiuc.edu!jsc52962 From: jsc52962@uxa.cso.uiuc.edu (Jeffrey S. Curtis) Subject: Re: What is Zero dB???? Date: Tue, 6 Apr 1993 16:27:42 GMT Message-ID: <C52Lq8.Mr1@news.cso.uiuc.edu> References: <1pkveuINNduk@gap.caltech.edu> <1993Apr6.132429.16154@bnr.ca> Sender: usenet@news.cso.uiuc.edu (Net Noise owner) Organization: University of Illinois at Urbana Lines: 19  moffatt@bnr.ca (John Thomson) writes: }Out of what hat did you pull this one?  dB is a ratio not an RBOC!         } [...] }Sorry.  The unit for current is the AMPERE which is the name of a french-man }named AMPERE who studied electrical current.  The term AMP is just an abbreviation }of it.  The company AMP came after the AMPERE unit was already in use. } [...] }I don't know about this one, but it doesn't sound right. } [...] }Well you got one thing right!  Hello? John? Oh, nevermind...  Jeff --  Jeffrey S. Curtis sidewinder@uiuc.edu | ""Resplendent in full regalia, they  The Power of 37  free2207 at uiucvmd | revel in their role as self-appointed  Sony - Phase Linear - Sanyo - Sennet | critics of the establishment...""  Jensen - Polk - StreetWires - Proton |   -- INXS _Welcome to Wherever You Are_","electronic"
69,"Xref: cantaloupe.srv.cs.cmu.edu comp.lsi:2723 sci.electronics:52782 Newsgroups: comp.lsi,sci.electronics Path: cantaloupe.srv.cs.cmu.edu!crabapple.srv.cs.cmu.edu!bb3.andrew.cmu.edu!news.sei.cmu.edu!cis.ohio-state.edu!zaphod.mps.ohio-state.edu!howland.reston.ans.net!noc.near.net!uunet!munnari.oz.au!constellation!a.cs.okstate.edu!caryd From: caryd@a.cs.okstate.edu (CARY DAVID ALLEN) Subject:  Self-modifying hardware Message-ID: <1993Apr6.005629.25237@a.cs.okstate.edu> Followup-To: poster Organization: Oklahoma State University, Computer Science, Stillwater Date: Tue, 6 Apr 93 00:56:29 GMT Lines: 70  Permit me to quote fragments of  praetzel@sunee.uwaterloo.ca's article out of context.  -Newsgroups: sci.electronics,comp.lsi.cad -From: praetzel@sunee.uwaterloo.ca (Eric Praetzel) -Date: 10 Feb 93 15:46:41 GMT  -  Currently the XNF format is propierty and I know of at least on person at -a university who was able to get it after signing a non-disclosure agreement. -The Xilinx-bit map format is pretty well top secret.  I would love to know it -because then you could make self_modifying_hardware  ;-)  As it is I had to -reverse eng. the Xilinx tools to dump the bit map to the FPGA because it only -runs on the computer with the hardware key.  self-modifying hardware could be *very* interesting --  computers that could write thier own programs (assemblers, compilers) were an immense breakthrough from calculators that couldn't.  -  I eagerly await a programmable gate array which uses a PD format and does -not cost your first born to program.  Till then we will keep on reverse -engineering whatever we can.  As it is one company that I worked at has gone -under.  FPGAs are what they needed to make their product competitive.  They -could not afford them.  In the end you could say that they could not afford -to not use them but the management discovered that too late.  -   - Eric   my condolences.  i can't even imagine what i could do with self-modifing hardware. i *can* imagine self-modifying software, and even though *all* my teachers say that's BAD, even Worse than GOTO, check out what the experts *used* to say about self-modifying code: (he uses ""orders"" rather than ""opcodes"")   ""On the Principles of Large Scale Computing Machines"" by Goldstine and von Neumann, collected in  _John von Neumann: Collected Works, Vol. V_ reprinted here with absolutely no permission from anyone. ""We plan... to have a full size (40 binary digit) word hold either contain 1 full size number (... equivalent to 12 decimal digits, but we will use the first binary digit to denote the sign) or two (20 binary digit) orders. .... 	It should be added that this technique of automatic substitutions into orders, i.e. the machine's ability to modify its own orders (under the control of other ones among its orders) is absolutely necessary for a flexible code. Thus, if part of the memory is used as a ""function table"", then ""looking up"" a value of that function for a value of the  variable which is obtained in the course of the computation requires that the machine itself should modify, or rather make up, the reference to the memory in the order which controls this ""looking up"", and the machine can only make this modification after it has already calculated the value of the  variable in question. 	On the other hand, this ability of the machine to modify its own orders is one of the things which makes coding the non-trivial operation which we have to view it as.""  david cary, tenor, e- and comp. engineering (finger caryd@a.cs.okstate.edu). 227 S. 163 E. Ave, Tulsa, OK  74108-3310, USA, Sol 3, Universe v. 1.2  --  david cary, tenor, e- and comp. engineering (finger caryd@a.cs.okstate.edu). 227 S. 163 E. Ave, Tulsa, OK  74108-3310, USA, Sol 3, Universe v. 1.2","electronic"
