timestamp,Apple,Amazon,Salesforce,CVS,Facebook,Google,IBM,Coca-Cola,Pfizer,UPS
2015-02-27 05:32:53,73,65.0,2,0.0,11.0,31.0,6.0,19.0,0.0,2.0
2015-02-27 05:37:53,49,70.0,2,0.0,16.0,15.0,4.0,26.0,0.0,2.0
2015-02-27 05:42:53,59,51.0,1,0.0,8.0,15.0,2.0,7.0,0.0,0.0
2015-02-27 05:47:53,140,43.0,3,1.0,14.0,15.0,1.0,11.0,0.0,0.0
2015-02-27 05:52:53,56,60.0,8,0.0,11.0,25.0,2.0,8.0,0.0,0.0
2015-02-27 05:57:53,44,49.0,7,0.0,9.0,34.0,3.0,18.0,0.0,1.0
2015-02-27 06:02:53,38,37.0,6,1.0,6.0,20.0,1.0,8.0,1.0,0.0
2015-02-27 06:07:53,37,54.0,3,1.0,12.0,15.0,5.0,7.0,0.0,0.0
2015-02-27 06:12:53,28,58.0,7,0.0,20.0,16.0,2.0,12.0,0.0,3.0
2015-02-27 06:17:53,30,67.0,3,0.0,5.0,18.0,2.0,8.0,0.0,2.0
2015-02-27 06:22:53,32,72.0,4,0.0,8.0,6.0,7.0,8.0,0.0,1.0
2015-02-27 06:27:53,38,49.0,2,0.0,11.0,10.0,0.0,9.0,0.0,1.0
2015-02-27 06:32:53,47,45.0,2,2.0,14.0,20.0,0.0,4.0,0.0,0.0
2015-02-27 06:37:53,31,48.0,5,0.0,8.0,14.0,1.0,6.0,0.0,5.0
2015-02-27 06:42:53,30,29.0,1,0.0,8.0,11.0,1.0,7.0,0.0,0.0
2015-02-27 06:47:53,26,23.0,0,2.0,13.0,27.0,1.0,5.0,0.0,1.0
2015-02-27 06:52:53,20,26.0,0,0.0,13.0,7.0,1.0,11.0,1.0,0.0
2015-02-27 06:57:53,36,28.0,2,0.0,12.0,21.0,0.0,4.0,1.0,0.0
2015-02-27 07:02:53,28,27.0,4,0.0,7.0,16.0,1.0,10.0,0.0,1.0
2015-02-27 07:07:53,23,18.0,2,0.0,17.0,20.0,2.0,6.0,1.0,0.0
2015-02-27 07:12:53,15,37.0,0,0.0,18.0,11.0,0.0,5.0,0.0,1.0
2015-02-27 07:17:53,25,35.0,2,0.0,16.0,11.0,1.0,2.0,1.0,0.0
2015-02-27 07:22:53,20,25.0,0,0.0,11.0,21.0,3.0,10.0,1.0,0.0
2015-02-27 07:27:53,19,28.0,0,0.0,10.0,16.0,0.0,9.0,0.0,1.0
2015-02-27 07:32:53,19,27.0,5,0.0,7.0,16.0,0.0,6.0,0.0,0.0
2015-02-27 07:37:53,18,35.0,0,0.0,11.0,16.0,1.0,3.0,0.0,0.0
2015-02-27 07:42:53,21,41.0,1,0.0,6.0,18.0,2.0,3.0,0.0,1.0
2015-02-27 07:47:53,17,34.0,2,0.0,12.0,10.0,2.0,2.0,0.0,1.0
2015-02-27 07:52:53,11,42.0,5,0.0,6.0,13.0,1.0,4.0,0.0,1.0
2015-02-27 07:57:53,32,58.0,8,0.0,13.0,21.0,1.0,6.0,0.0,4.0
2015-02-27 08:02:53,13,59.0,0,0.0,25.0,18.0,5.0,6.0,1.0,4.0
2015-02-27 08:07:53,13,27.0,1,0.0,12.0,11.0,3.0,5.0,0.0,1.0
2015-02-27 08:12:53,31,49.0,0,0.0,7.0,17.0,3.0,12.0,2.0,1.0
2015-02-27 08:17:53,23,52.0,0,1.0,13.0,19.0,4.0,7.0,0.0,0.0
2015-02-27 08:22:53,19,25.0,2,0.0,5.0,8.0,2.0,6.0,0.0,1.0
2015-02-27 08:27:53,22,36.0,3,0.0,8.0,14.0,1.0,6.0,0.0,2.0
2015-02-27 08:32:53,18,31.0,2,0.0,10.0,18.0,2.0,7.0,0.0,1.0
2015-02-27 08:37:53,23,23.0,2,0.0,8.0,13.0,2.0,4.0,0.0,2.0
2015-02-27 08:42:53,42,24.0,3,0.0,10.0,16.0,3.0,3.0,0.0,2.0
2015-02-27 08:47:53,14,10.0,2,0.0,7.0,18.0,2.0,3.0,0.0,0.0
2015-02-27 08:52:53,14,27.0,0,0.0,6.0,8.0,4.0,4.0,0.0,0.0
2015-02-27 08:57:53,23,32.0,8,0.0,17.0,17.0,4.0,13.0,0.0,1.0
2015-02-27 09:02:53,15,17.0,2,0.0,18.0,28.0,0.0,8.0,0.0,2.0
2015-02-27 09:07:53,15,33.0,4,0.0,8.0,14.0,1.0,5.0,0.0,0.0
2015-02-27 09:12:53,11,40.0,3,1.0,11.0,14.0,1.0,9.0,0.0,3.0
2015-02-27 09:17:53,18,25.0,6,0.0,10.0,16.0,1.0,10.0,0.0,0.0
2015-02-27 09:22:53,11,16.0,1,0.0,14.0,9.0,2.0,7.0,0.0,1.0
2015-02-27 09:27:53,20,24.0,5,0.0,11.0,20.0,2.0,3.0,0.0,0.0
2015-02-27 09:32:53,26,37.0,4,0.0,16.0,17.0,3.0,5.0,0.0,0.0
2015-02-27 09:37:53,14,34.0,1,0.0,10.0,13.0,4.0,6.0,1.0,0.0
2015-02-27 09:42:53,17,60.0,0,0.0,8.0,22.0,0.0,4.0,0.0,0.0
2015-02-27 09:47:53,17,57.0,3,0.0,9.0,19.0,4.0,3.0,0.0,1.0
2015-02-27 09:52:53,18,62.0,3,0.0,8.0,19.0,1.0,5.0,0.0,0.0
2015-02-27 09:57:53,20,56.0,1,0.0,14.0,30.0,1.0,7.0,0.0,1.0
2015-02-27 10:02:53,22,68.0,1,0.0,15.0,12.0,5.0,6.0,0.0,1.0
2015-02-27 10:07:53,19,54.0,2,0.0,9.0,13.0,5.0,7.0,1.0,0.0
2015-02-27 10:12:53,31,49.0,2,0.0,13.0,13.0,7.0,2.0,1.0,0.0
2015-02-27 10:17:53,16,42.0,3,0.0,22.0,12.0,6.0,15.0,0.0,2.0
2015-02-27 10:22:53,17,39.0,1,0.0,8.0,13.0,2.0,12.0,2.0,0.0
2015-02-27 10:27:53,17,50.0,3,2.0,11.0,61.0,13.0,6.0,0.0,1.0
2015-02-27 10:32:53,27,47.0,3,0.0,17.0,12.0,2.0,5.0,0.0,1.0
2015-02-27 10:37:53,32,30.0,2,0.0,7.0,19.0,2.0,4.0,0.0,0.0
2015-02-27 10:42:53,27,40.0,2,0.0,11.0,34.0,0.0,7.0,0.0,2.0
2015-02-27 10:47:53,30,45.0,6,0.0,10.0,25.0,1.0,6.0,0.0,0.0
2015-02-27 10:52:53,21,37.0,1,0.0,13.0,19.0,0.0,3.0,0.0,2.0
2015-02-27 10:57:53,24,58.0,5,1.0,14.0,14.0,8.0,9.0,3.0,1.0
2015-02-27 11:02:53,29,35.0,7,0.0,15.0,17.0,2.0,7.0,1.0,0.0
2015-02-27 11:07:53,30,46.0,4,1.0,13.0,33.0,3.0,10.0,0.0,1.0
2015-02-27 11:12:53,14,37.0,3,0.0,13.0,19.0,1.0,6.0,0.0,0.0
2015-02-27 11:17:53,30,35.0,0,0.0,9.0,11.0,1.0,8.0,1.0,0.0
2015-02-27 11:22:53,10,50.0,1,0.0,12.0,9.0,2.0,8.0,2.0,0.0
2015-02-27 11:27:53,41,27.0,3,0.0,19.0,14.0,0.0,15.0,0.0,0.0
2015-02-27 11:32:53,18,54.0,2,2.0,19.0,22.0,4.0,9.0,0.0,2.0
2015-02-27 11:37:53,25,51.0,3,0.0,27.0,9.0,6.0,6.0,0.0,1.0
2015-02-27 11:42:53,44,41.0,8,0.0,28.0,21.0,5.0,10.0,0.0,1.0
2015-02-27 11:47:53,36,50.0,6,0.0,25.0,24.0,7.0,11.0,0.0,3.0
2015-02-27 11:52:53,16,90.0,3,0.0,17.0,10.0,2.0,10.0,0.0,0.0
2015-02-27 11:57:53,39,55.0,2,0.0,17.0,15.0,2.0,3.0,0.0,1.0
2015-02-27 12:02:53,19,57.0,3,0.0,12.0,19.0,6.0,6.0,0.0,0.0
2015-02-27 12:07:53,34,57.0,3,0.0,14.0,30.0,3.0,10.0,4.0,1.0
2015-02-27 12:12:53,42,71.0,3,0.0,16.0,36.0,4.0,10.0,1.0,0.0
2015-02-27 12:17:53,30,35.0,7,0.0,15.0,21.0,3.0,6.0,0.0,11.0
2015-02-27 12:22:53,24,28.0,3,0.0,15.0,24.0,5.0,4.0,0.0,0.0
2015-02-27 12:27:53,35,32.0,2,1.0,16.0,24.0,5.0,11.0,0.0,0.0
2015-02-27 12:32:53,34,32.0,3,0.0,10.0,21.0,4.0,5.0,1.0,0.0
2015-02-27 12:37:53,23,60.0,3,0.0,17.0,14.0,1.0,5.0,3.0,0.0
2015-02-27 12:42:53,50,32.0,1,0.0,15.0,22.0,0.0,6.0,1.0,1.0
2015-02-27 12:47:53,39,47.0,3,0.0,14.0,24.0,2.0,7.0,0.0,1.0
2015-02-27 12:52:53,32,38.0,6,0.0,18.0,20.0,3.0,9.0,0.0,4.0
2015-02-27 12:57:53,42,46.0,8,1.0,17.0,20.0,8.0,6.0,0.0,1.0
2015-02-27 13:02:53,38,54.0,5,0.0,17.0,20.0,3.0,7.0,1.0,0.0
2015-02-27 13:07:53,34,56.0,10,0.0,25.0,14.0,9.0,9.0,0.0,1.0
2015-02-27 13:12:53,42,63.0,1,2.0,28.0,19.0,3.0,10.0,0.0,1.0
2015-02-27 13:17:53,44,67.0,3,0.0,37.0,11.0,6.0,14.0,2.0,2.0
2015-02-27 13:22:53,53,68.0,3,0.0,31.0,12.0,6.0,11.0,1.0,2.0
2015-02-27 13:27:53,37,61.0,4,0.0,28.0,25.0,1.0,15.0,2.0,1.0
2015-02-27 13:32:53,29,44.0,4,1.0,21.0,15.0,1.0,21.0,2.0,3.0
2015-02-27 13:37:53,28,57.0,1,1.0,25.0,17.0,5.0,15.0,0.0,1.0
2015-02-27 13:42:53,41,61.0,3,1.0,24.0,10.0,6.0,5.0,1.0,1.0
2015-02-27 13:47:53,34,55.0,7,0.0,26.0,20.0,6.0,14.0,1.0,1.0
2015-02-27 13:52:53,37,66.0,3,1.0,10.0,14.0,4.0,19.0,1.0,3.0
2015-02-27 13:57:53,222,87.0,2,0.0,19.0,20.0,4.0,14.0,2.0,1.0
2015-02-27 14:02:53,46,68.0,7,0.0,12.0,14.0,7.0,7.0,0.0,0.0
2015-02-27 14:07:53,32,73.0,3,0.0,17.0,21.0,4.0,7.0,1.0,2.0
2015-02-27 14:12:53,37,66.0,3,0.0,17.0,15.0,9.0,8.0,0.0,4.0
2015-02-27 14:17:53,110,73.0,4,0.0,21.0,31.0,7.0,9.0,2.0,0.0
2015-02-27 14:22:53,65,100.0,2,0.0,27.0,29.0,2.0,15.0,2.0,11.0
2015-02-27 14:27:53,42,105.0,3,0.0,23.0,34.0,7.0,19.0,4.0,7.0
2015-02-27 14:32:53,54,90.0,4,0.0,23.0,30.0,7.0,11.0,2.0,3.0
2015-02-27 14:37:53,66,66.0,6,0.0,33.0,26.0,4.0,11.0,0.0,3.0
2015-02-27 14:42:53,46,64.0,5,0.0,29.0,21.0,7.0,18.0,3.0,6.0
2015-02-27 14:47:53,42,58.0,3,0.0,21.0,30.0,0.0,9.0,2.0,3.0
2015-02-27 14:52:53,38,70.0,6,0.0,37.0,24.0,4.0,6.0,0.0,3.0
2015-02-27 14:57:53,102,74.0,6,0.0,25.0,47.0,4.0,7.0,0.0,2.0
2015-02-27 15:02:53,92,48.0,4,0.0,33.0,21.0,10.0,14.0,0.0,4.0
2015-02-27 15:07:53,62,59.0,3,0.0,28.0,30.0,5.0,5.0,0.0,2.0
2015-02-27 15:12:53,62,69.0,7,1.0,38.0,27.0,5.0,6.0,0.0,2.0
2015-02-27 15:17:53,56,67.0,11,1.0,21.0,18.0,4.0,12.0,2.0,3.0
2015-02-27 15:22:53,86,40.0,16,0.0,23.0,40.0,6.0,17.0,0.0,2.0
2015-02-27 15:27:53,67,47.0,10,0.0,24.0,18.0,2.0,14.0,0.0,1.0
2015-02-27 15:32:53,62,42.0,4,0.0,19.0,20.0,9.0,20.0,2.0,2.0
2015-02-27 15:37:53,56,153.0,1,0.0,20.0,23.0,1.0,9.0,0.0,0.0
2015-02-27 15:42:53,61,67.0,4,2.0,25.0,14.0,3.0,20.0,0.0,6.0
2015-02-27 15:47:53,58,73.0,4,0.0,20.0,20.0,8.0,15.0,0.0,1.0
2015-02-27 15:52:53,52,58.0,3,0.0,30.0,22.0,9.0,3.0,1.0,2.0
2015-02-27 15:57:53,50,97.0,9,0.0,42.0,28.0,6.0,11.0,0.0,3.0
2015-02-27 16:02:53,51,99.0,4,0.0,36.0,18.0,8.0,10.0,1.0,1.0
2015-02-27 16:07:53,47,65.0,2,0.0,31.0,19.0,4.0,20.0,0.0,3.0
2015-02-27 16:12:53,41,82.0,5,0.0,29.0,27.0,3.0,15.0,2.0,1.0
2015-02-27 16:17:53,52,66.0,1,0.0,34.0,30.0,2.0,10.0,1.0,4.0
2015-02-27 16:22:53,37,44.0,6,1.0,26.0,23.0,3.0,19.0,2.0,5.0
2015-02-27 16:27:53,68,65.0,7,0.0,20.0,17.0,10.0,15.0,0.0,8.0
2015-02-27 16:32:53,68,75.0,9,1.0,22.0,24.0,3.0,17.0,1.0,8.0
2015-02-27 16:37:53,109,50.0,9,0.0,21.0,18.0,2.0,8.0,0.0,0.0
2015-02-27 16:42:53,80,62.0,2,0.0,20.0,27.0,2.0,9.0,0.0,4.0
2015-02-27 16:47:53,108,57.0,6,2.0,20.0,42.0,8.0,15.0,2.0,3.0
2015-02-27 16:52:53,65,102.0,4,0.0,22.0,22.0,7.0,18.0,0.0,3.0
2015-02-27 16:57:53,172,80.0,3,6.0,77.0,100.0,10.0,19.0,3.0,11.0
2015-02-27 17:02:53,172,84.0,16,2.0,50.0,67.0,4.0,18.0,1.0,7.0
2015-02-27 17:07:53,271,104.0,8,1.0,37.0,43.0,1.0,13.0,0.0,11.0
2015-02-27 17:12:53,456,76.0,3,0.0,20.0,43.0,4.0,6.0,0.0,5.0
2015-02-27 17:17:53,440,71.0,2,1.0,27.0,24.0,4.0,9.0,1.0,4.0
2015-02-27 17:22:53,477,49.0,7,0.0,20.0,22.0,6.0,8.0,1.0,3.0
2015-02-27 17:27:53,426,103.0,6,0.0,40.0,43.0,13.0,14.0,2.0,9.0
2015-02-27 17:32:53,284,134.0,7,1.0,28.0,39.0,6.0,10.0,3.0,5.0
2015-02-27 17:37:53,159,106.0,8,2.0,31.0,37.0,4.0,14.0,0.0,4.0
2015-02-27 17:42:53,112,127.0,7,0.0,26.0,41.0,4.0,10.0,0.0,4.0
2015-02-27 17:47:53,118,93.0,9,0.0,29.0,25.0,8.0,15.0,1.0,5.0
2015-02-27 17:52:53,70,84.0,5,0.0,16.0,24.0,6.0,9.0,0.0,4.0
2015-02-27 17:57:53,59,56.0,10,0.0,41.0,63.0,7.0,22.0,0.0,2.0
2015-02-27 18:02:53,51,61.0,5,1.0,29.0,80.0,1.0,22.0,2.0,5.0
2015-02-27 18:07:53,63,57.0,5,0.0,22.0,48.0,5.0,16.0,0.0,3.0
2015-02-27 18:12:53,45,45.0,10,0.0,17.0,58.0,10.0,7.0,2.0,5.0
2015-02-27 18:17:53,108,54.0,6,0.0,24.0,52.0,12.0,13.0,0.0,6.0
2015-02-27 18:22:53,68,64.0,7,0.0,25.0,44.0,5.0,16.0,0.0,5.0
2015-02-27 18:27:53,105,74.0,6,0.0,19.0,68.0,9.0,14.0,0.0,5.0
2015-02-27 18:32:53,52,56.0,3,0.0,216.0,58.0,16.0,20.0,1.0,1.0
2015-02-27 18:37:53,95,73.0,3,0.0,326.0,112.0,9.0,9.0,0.0,3.0
2015-02-27 18:42:53,111,84.0,2,0.0,125.0,77.0,5.0,14.0,1.0,4.0
2015-02-27 18:47:53,116,57.0,1,0.0,110.0,46.0,12.0,14.0,0.0,3.0
2015-02-27 18:52:53,155,63.0,11,0.0,85.0,202.0,5.0,20.0,0.0,3.0
2015-02-27 18:57:53,141,70.0,22,0.0,100.0,105.0,11.0,14.0,1.0,4.0
2015-02-27 19:02:53,115,74.0,12,0.0,81.0,60.0,6.0,20.0,0.0,4.0
2015-02-27 19:07:53,137,57.0,5,0.0,75.0,61.0,8.0,17.0,0.0,4.0
2015-02-27 19:12:53,112,62.0,6,0.0,93.0,55.0,4.0,20.0,2.0,1.0
2015-02-27 19:17:53,113,69.0,6,1.0,75.0,34.0,4.0,24.0,3.0,8.0
2015-02-27 19:22:53,136,61.0,4,1.0,63.0,35.0,5.0,8.0,0.0,1.0
2015-02-27 19:27:53,119,66.0,9,2.0,71.0,61.0,4.0,16.0,1.0,4.0
2015-02-27 19:32:53,97,65.0,2,1.0,79.0,47.0,1.0,7.0,1.0,3.0
2015-02-27 19:37:53,102,55.0,2,0.0,85.0,30.0,14.0,11.0,1.0,5.0
2015-02-27 19:42:53,101,54.0,4,0.0,72.0,37.0,12.0,7.0,0.0,5.0
2015-02-27 19:47:53,96,55.0,8,0.0,61.0,41.0,9.0,10.0,1.0,2.0
2015-02-27 19:52:53,87,53.0,3,0.0,72.0,54.0,5.0,6.0,0.0,5.0
2015-02-27 19:57:53,93,67.0,7,0.0,322.0,35.0,7.0,9.0,1.0,6.0
2015-02-27 20:02:53,103,70.0,10,0.0,214.0,39.0,5.0,9.0,1.0,1.0
2015-02-27 20:07:53,96,76.0,6,0.0,167.0,54.0,6.0,10.0,0.0,7.0
2015-02-27 20:12:53,99,67.0,7,0.0,130.0,116.0,11.0,6.0,0.0,4.0
2015-02-27 20:17:53,110,110.0,3,1.0,149.0,77.0,4.0,10.0,2.0,3.0
2015-02-27 20:22:53,90,41.0,1,0.0,139.0,75.0,4.0,21.0,0.0,4.0
2015-02-27 20:27:53,154,64.0,4,0.0,97.0,90.0,4.0,11.0,0.0,5.0
2015-02-27 20:32:53,131,61.0,1,0.0,84.0,70.0,0.0,12.0,1.0,6.0
2015-02-27 20:37:53,130,39.0,4,0.0,57.0,41.0,8.0,9.0,0.0,7.0
2015-02-27 20:42:53,100,61.0,5,0.0,62.0,24.0,4.0,17.0,0.0,4.0
2015-02-27 20:47:53,93,73.0,3,0.0,74.0,40.0,5.0,15.0,0.0,1.0
2015-02-27 20:52:53,95,62.0,2,1.0,72.0,26.0,2.0,4.0,0.0,0.0
2015-02-27 20:57:53,109,67.0,8,0.0,60.0,36.0,11.0,16.0,2.0,2.0
2015-02-27 21:02:53,92,51.0,6,0.0,62.0,36.0,5.0,11.0,3.0,4.0
2015-02-27 21:07:53,111,81.0,13,0.0,74.0,31.0,2.0,6.0,2.0,0.0
2015-02-27 21:12:53,99,87.0,5,0.0,74.0,34.0,3.0,15.0,0.0,2.0
