"docID","rawText"
"1267992903957114880","@midnight5791 If you like horses and sci-fi, this book is for you!

https://t.co/BPEGtyYUVv"
"1267293799283404800","RT @FrankFigliuzzi1: I’ll discuss at 4:15p ET: Danger - Trump says he will designate Antifa a terrorist organization as GOP points fingers…"
"1267588686415265792","Your dogs hate you,  Zombie Cheney"
"1265058583093358592","Finally doing the thing I do IRL but can't because of #COVID19. Playing some #MTG on @Twitch. 

Come join my… https://t.co/xBItjrLju7"
"1266537237937872896","@ricky_twin @CasaburiFrank @johnrobertsFox @CNN Is this a joke? OAN is maybe the most biased out there. One reporte… https://t.co/gscDx0pfjA"
"1265669911541624832","New to historic and looking for a budget deck that is competitive? Check out this 6R 4M wildcard mono blue tempo li… https://t.co/C7ro01lYX1"
"1267869415296688128","@Unicorn_Galaxy4 This girl said oh yeah I think you can have the halo and then she is like nvm and she fucking told me I could have it"
"1267954664835821568","Do you know this creature's name? Retweet it! #mtg #magicthegathering https://t.co/0Gm2J5abRK"
"1267610340994560000","What? growers_land_420 grows unicorn weed... js. I ain't gonna tell nobody else tho. 
.
.
·
#art #love #marijuana… https://t.co/8Rjj4GSmA0"
"1267991931830833152","A beautiful rainbow for pride month. What a great surprise today https://t.co/AWkdGDmnBp"
"1267310160088838144","My life matters.
I am not a threat.
I just want to live FREE.
I WAS BORN HERE
My life isn’t up to YOU.
#StaffordVA… https://t.co/fjhTcuogGz"
"1266536622721576960","RT @GibsonMcFuck: As a highly respected political pundit, I hope these privileged protestors destroying CNN in Atlanta understand who they’…"
"1267827290169208832","@Aria_Playzz NRF giraffe for 2k group funds
NRF turtle 500 group funds
NRF evil unicorn 700 group funds
NRF king bee 300 group funds"
"1267795467183644672","RT @kyharchive: 200601 | CODEBLUE1219 https://t.co/yWqQd0OzU1"
"1267499114952081408","I'm going live right now and switching it the game for some @7DaystoDie. Come join me for some zombie killing fun o… https://t.co/6szMAulTP7"
"1267307707167436800","Let’s argue. 👀 #BlackLivesMatter #GeorgeFloyd #AllLivesMatterWhenBlackLivesMatter #Looters #protests2020 https://t.co/rqElAdFH3u"
"1267305039380590592","This is amazing to see in a paper like the @HoustonChron. If only more people had kneeled with @Kaepernick7 instead… https://t.co/Ak6x7gMhfE"
"1267635570009726976","happy pride month !! 🥰 here’s my v simple rainbow makeup https://t.co/qBu0KLtyvj"
"1267306740543926272","My house on Halloween after I spent the day eating all the candy and the kids start knocking. #BunkerBoy https://t.co/5sRPjPTQ5p"
"1268000626379763712","RT @Its_KeyShawn: To my MRHS alum’s preaching like that school was all sunshine and rainbow:

Let me make this clear. Not only was that sch…"
"1267948048841310208","@SteveGuest @ComfortablySmug They don't give a fuck either."
"1267305170049937408","Stand up and make your voice heard!!🗣🗣✊🏽
#BlackLivesMatter #BLM #protests2020 #Equality https://t.co/RlmXxejZfk"
"1267945654589898752","I expect the GOP complained about the cost of “lighting the WH up” with a rainbow. . . https://t.co/aRUEFbRFtq"
"1267601494708125696","RT @squinking: Barley for warrior cat of the week! He’s my favorite fluffy farmer man. And yes, that is a rainbow in the background :)
@the…"
"1267305521918488576","@ericswalwell @Karaoke_God @JoeBiden I cannot wait to vote for a decent man who will represent all Americans.… https://t.co/bGk3tp465M"
"1267584055866011648","The rainbow &amp; transgender pride flags are being lifted at #HamOnt city hall

An independent review into police cond… https://t.co/Y7vYPZJBgO"
"1267468535468449792","@VMartinez2112 @enews It’s never enough! Why can’t you just say thank you! That was an awesome gesture!"
"1267543610330923008","RT @Gr33nJack3t: @Bound_Unicorn charging into fire uphill is my preferred strategy. high ground advantage is dissolved by superior resolve,…"
"1267595043247927296","RT @catturd2: The average, ordinary citizens of this country are only gonna take so much more of this terrorist bullshit."
"1267598353581223936","RT @WolfTheRed: I've heard from the rainbow grape vine that pride is canceled this month. 

The next 30 days are dedicated to Wrath."
"1267431330620596224","#unicorn_beacon Entropy for beacon n° 39547 is: """"The agile spotted cat bounced over the slow jackal and meowed: howl, howl!"""""
"1267915905368879104","RT @MaraGay: De Blasio just now on NY1: “If those protesters had just gotten out of the way, and not created an attempt to surround that ve…"
"1267980343400857600","YOU CAN’T KEEP US QUIET https://t.co/lIDhhBaWgQ"
"1268017323681525760","So I bought this mask from @crookedmedia about two months ago. Sad to say it has an unintended dual purpose because… https://t.co/lRmba0CkeS"
"1267711267571105792","RT @LexxClarkk: You can take action by going on this site and finding your local representatives and contacting them!!!! WE CANNOT LET THIS…"
"1267587774057766912","RT @notyoongii: rt if your account is a safe place for muslim, black, brown, lgbtq+ armys ♡"
"1267795598335512576","@Shaz_unicorn The texture makes me hurl"
"1267484981615562752","RT @stevensantos: Just remember that Trump's still fucking up the pandemic response along with what's been happening this past week."
"1267652072532373504","Coronavirus: Reducing social distancing to one metre would double risk of infection, study suggests 

#COVID19… https://t.co/GxNv60bFYh"
"1267659366586413056","RT @liberalinternat: Join LI's leadership: @hansvanbaalen, @KH_Paque &amp; @AbirAlsahlani + international panellists, tomorrow at 11:00 CEST as…"
"1267505480773046272","RT @WiganNews1: NEWS: Wigan Council and Network Rail have said they intend to make signage clearer on all low bridges in the borough. https…"
"1267304399182852096","#BlackLivesMatter 
No questions about this.
All lives matter, yes, but that is merely a rhetoric of what we are fig… https://t.co/lPPbW2RHe5"
"1268016746775994368","RT @EVO: Evo supports #BlackLivesMatter and the recent protests fighting against the police brutality that disproportionately affects Black…"
"1267809292327030784","RT @AgeofZOfficial: Are you the winner?
Fight with zombie，save your city！

#AgeofZ"
"1267305003242446848","Serious question: Could someone explain how that bastardization of our flag doesn’t violate the flag code? If it do… https://t.co/QblKX5i2Lg"
"1267881685921730560","Unicorn chaser: cool Astro news https://t.co/2jdaqV0PMD"
"1267613095649783808","RT @carkgirl: companies right now flipping a coin deciding if they put a black and white logo or a rainbow one"
"1267304886258905088","To Take Such Tragic Matter and Use It As an opportunity for more Violence &amp; Hate... In the name of Peaceful Protest… https://t.co/UMkOxWoXsa"
"1265708201087062016","I think i’m done playing #mtg. It’s clear to me after @maro254 ‘s statement on who “double masters” is for that Wot… https://t.co/XjQuuXJt4J"
"1267956288832618496","RT @winstonleather: She LIGHTS up our world. ✨✨

Surrender to the allure of the Tokyo iridescent pink metallic bag.

Color effect changes u…"
"1267558312582811648","@sahouraxo brain dead zombie hoards... they think they are unique? utter clowns"
"1267923921950695424","RT @brekkstairs: PLEASE HIT US THANK YOU"
"1267659906993266688","RT @TrumpOnDrugs: @realDonaldTrump Great! #VoteTrumpOut #COVID19 https://t.co/fEbaKxysAU"
"1267304687956418560","RT @AnonEV_H: Boots-on-ground Anons are needed in cities across the US. Do your part and join this historical moment.

#GeorgeFloydProtests…"
"1267556985517596672","RT @MrAndyNgo: “We built this country and we will burn it down.” Antifa news site Unicorn Riot has been conducting on the ground interviews…"
"1267619121572786176","RT @mutantballyhoo: I love the “N-Y-P-D, suck-my-dick!” chant because it can’t be co-opted by corporations making ads. Like Amazon or Apple…"
"1267999779897913344","@iBREathetweets_ I love you Queen 🤗"
"1267656801480105984","RT @detsolnet: Human rights defenders #VaravaraRao #AnandTeltumbde #ShomaSen #SudhaBharadwaj have been denied interim bail. Despite their p…"
"1268006886777008128","RT @Bailleuladeline: Protesters now moving back to BK after more than 1 hour trapped on the Manhattan bridge #nycprotests #NYCCurfew #Black…"
"1267857920932188160","If you've looked into C/C++ programming, you'll likely've heard of """"Pointers"""" and """"References"""". What are they? How… https://t.co/vh1ozqwU0d"
"1267304162179592192","RT @PhantomOfTheWH: #Songs4DaBunker  #BunkerBoy - “Everybody Cries”"
"1267987793600491520","RT @CrackTeeSA_: Crack-Tee - #CultureVulture (25k Cover) dropping on the 08th Of June. Really hope @TheReal_25K fucks with it. Let's Go!!!!…"
"1267305150449844224","Pain and anger will drive you insane. I understand yall. I’m with y’all #BlackLivesMatter"
"1265574697145696256","Rohini Hattangadi Interview - Rohini Hattangadi is a complete package! She can make you laugh, cry, mesmerize and h… https://t.co/p6MQEimxuM"
"1267660649653559296","RT @WHOAFRO: Over 144,700 confirmed #COVID19 cases on the African continent - with more than 61,100 recoveries &amp; 4,100 deaths. View country…"
"1267960697477980160","RT @Justin_Ling: but, hey, black squares and rainbow flags and whatnot"
"1267533012670926848","@____ZOMBIE They fucked up the Wendy’s???????????????"
"1267906153910067200","@LeadChangeTrish That takedown is textbook"
"1267953462353883136","@Stop_Trump20 No thanks, I think I'll pass. The idea of John Lennon Zombie eating my brain is weird."
"1266537343751786496","RT @VABVOX: Arrest the young brown CNN reporter but not the white cop who killed the black man.
Who are the """"thugs"""" again?

#FreeOmarJimene…"
"1267933291438460928","@NicolleDWallace Zombie Enablers! Perfect description of the silent GOP and their support of this president."
"1267970472614014976","RT @zoeamira1: IT MADE ITS WAY TO TUMBLR TOO???? OVER 90,000 NOTES??????? YOOOOO i love yall https://t.co/kGfT5PYlwf"
"1267497312705744896","A video game playing unicorn in an infinite adventure game together with houses."
"1267990326771240960","#wherethewildthingsare !#fieldgrownflowers season has officially taken off! Visited my longtime favorite… https://t.co/dswrD3CNcT"
"1267309865631801344","RT @AppleChilli: @benFranklin2018 #Saboteur #protests2020 they’re are infiltrating decent protests.

There are different factions.

Riots
P…"
"1267519108968583168","Unicorn Tears: TAISHOU x ALICE Character Song Series vol.4『Gretel... https://t.co/G6bepMYaeK https://t.co/cEvqbvE4Uu"
"1267815946002919424","RT @RosiannaRojas: """"Government records show it grants export licences worth millions of pounds for the sale of anti-crowd gas, riot equipme…"
"1267607484711264256","RT @mises: If it were not for accommodative monetary policy, many big firms would have otherwise shut down by now. Once again, the Fed is r…"
"1267644795721113600","RT @NALCO_India: She kept the tri-colour flying high for India. Now, Indian Hockey star &amp; NALCOnian Sunita Lakra is doing her bit to raise…"
"1267304864922480640","RT @dahlia1027: Another powerful masterpiece by @Eleven_Films 

“Black people are dying in a state of emergency... Do what you say this cou…"
"1267414448945475584","RT @SaniaaShafiq: @AnupBis71680145 He is a betrayer &amp; beast. He is still fake.

#WeLoveShehnaaz 
#ShehnaazGiIl 
#Shehnaazians https://t.co/…"
"1267659290740916224","RT @Antalia___: Quarantine is going way longer than expected, I wanna help‼️‼️‼️ , so due too #COVID19 I will be sending the first 100 peop…"
"1267450724448960512","I dont wanna adult anymore can I just be a Unicorn"
"1267969277434396672","@chvnniez pues si, me quiero pegar 1n tiro hoshi rainbow seungkwan generous taeyong regular woojin pretty woojin flower chenle precious"
"1267616939217760256","@dbongino I bet she’s a zombie"
"1267989693414674432","👍 on @YouTube: The Nitro Cell Special: Part #3 - Rainbow Six Siege https://t.co/Q0dOJt7ifr"
"1267944926978998272","@rainjoyyy Closeted but telling my parents I just like rainbow &gt;:)"
"1267800443020869632","Grand Rising 🥰 I still haven't been to sleep 😅😬🙃"
"1268016713301458944","RT @TweetsByZaid: This baby really has a point though 
#BlackLivesMatter https://t.co/O9dHGagO9W"
"1266719623971471360","https://t.co/0UGS2LHzYT
My History of the #mtg Banned and Restricted List continues today with Part 24, which looks… https://t.co/2yWIE6OKYy"
"1268016487924740096","@Baligubadle1 @realDonaldTrump @FoxNews How ridiculous that a coward #CadetBoneSpurs like 
@realDonaldTrump is now… https://t.co/r2X1K6nkba"
"1267628770908729344","RT @tepanchinceva: @billtay25 @HassCho The Shantar Islands are amazingly beautiful and rich: whales, killer whales, pinnipeds, other inhabi…"
"1267305020883681280","RT @ChrisWTheStar: everyone literally needs to pause posting content that isn’t #BlackLivesMatter  related"
"1267516357295439872","I wish at @Eminem can do a rap cover of Cranberries Zombie with Bad Wolves .... That song is power... And only… https://t.co/ogbIjKeUxN"
"1267286278971719680","RT @wreckedrocket: We should all unite against #Antifa 

Black Lives Matter 🤜🏾🤛🏻 Conservatives 

They have high jacked the Black community…"
"1267905598680707072","RT @SHIRTTTTTT: So I don’t talk much at all but the world is dead lol next thing I know when I finally go outside it’s a call of duty zombi…"
"1266536712588517376","“We must fight even at a moment in which we have a failed social experiment—we must fight.”
—@CornelWest #cnn"
"1267781832176779264","Worked out this morning too time to shower and get my life in order good morning babiesssss"
"1267652033076776960","A long-awaited federally backed loan program with loan limits from $500,000 to $200 million is being positioned to… https://t.co/iDKgMpE1iZ"
"1267993549318078464","As worthwhile a cause it is to #protest2020 (not riot) these issues, was it not worth for these experts to support… https://t.co/FX4B2g2a7S"
"1267412097832488960","In the final episode of our Ikoria D&amp;D adventure, a mystery will be solved! But what will happen to the NPCs? What… https://t.co/OZ9h9AW0Tz"
"1267770655388454912","@unicorn_intown Stay strong baby keep shining"
"1267304287052484608","RT @MisterPreda: Good morning @YouTube @ytcreators @SusanWojcicki it’s time to finally make an example of @jakepaul. A millionaire who’s la…"
"1267857247733813248","RT @halsey: THIS. WATCH. THIS."
"1267940484762107904","Check out more with my creator id! #rainbow #acnhdesign #acnhpatterns #acnhdesigns #pride #AnimalCrossing #ACNH… https://t.co/Vq6f3iTHGp"
"1267968137997111296","companies are so damn scared of the word “gay”. every pride month piece of merchandise is labeled “pride” or “rainb… https://t.co/7Qpx2q8jGZ"
"1267998622232334336","@bruhbean_ig a boot but instead of a rainbow it's a rough gradient from blue to gray"
"1267501535136628736","@ShinaReynolds https://t.co/BPEGtyYUVv

A horse tries to write to his owners, and they make him a celebrity."
"1267650044527882240","RT @_shethepeople: Tomorrow, are you voting? There are moved #Covid19 elections in:

Montana
New Mexico
Maryland
South Dakota
DC
Iowa
Penns…"
"1267992835330125824","@hugmeaitana Somewhere over the rainbow #MeIré1M"
"1267407423700164608","#unicorn_beacon Entropy for beacon n° 39537 is: """"The brisk spotted cat jumped above the sleepy dhole and woofed: yelp, bark!"""""
"1267603332761346048","@Trump2020Black @Motheo2009 @ShaiPhumla @ITKHUMALO @Me Kumele uzazi mfondini. You call Ndebele people kwerekwere an… https://t.co/ClYwkwbXOc"
"1267525069313576960","It's Secret Lair time! Who else has ordered the Full Sleeves pack?! 
#MTG #MTGSecretLair"
"1267982386056355840","July 1st: Zombie virus has broke out https://t.co/U0RWEwORm1"
"1267983822416605184","Please remember #COVID19 is still out there........ stay safe https://t.co/ahCRrzX03I"
"1267839413284995072","Zombie apocalypse 🧟‍♀️ next!"
"1267659724402688000","Hola journos! The Connect: #Covid19 aims to provide busy #newsrooms on updates on the pandemic especially in fighti… https://t.co/WAfCt7FGiv"
"1267513816432115712","@dutypolls01 Just want to bring up the ONLY flaw in BO1
Ascension Zombie AI
Stunt rolls and fucking ducking
Aids"
"1268017122388529152","RT @DaShrub19: @TheOfficerTatum This is awful. R.I.P. Mr. Dorn. We will remember your name!!

#Blacklivesmatter https://t.co/x0l0fj3CIg"
"1267828066287411200","@n1ckemery @SwindonPete81 @chlozil_ @MrSimonMount1 @oneofmany231 @zombie_nun Oh yeah? So that means you really did… https://t.co/5LWplr7T3T"
"1267988671262797824","RT @analedezm4: TWITTER DO YOUR THING dont be shy take away their scholarships 😘 #blackoutuesday #whyididntreport #COVID19 #Houstonprotest…"
"1268016245942689792","RT @meeeshx3: Y’all I have friends and family from other countries and THEY HEAR US!!!!!!! So why can’t @realDonaldTrump ?! #BlackLivesMatt…"
"1267833417019854848","@zombie_nun Yeah gathered 😂😂😂😂😂😂"
"1267944756287504384","Same one wats to give me a Visa to London  but for sure he stays in Boston @will stay in nasana cant live in zombie… https://t.co/juDBflz8KZ"
"1267912520783798272","@The_Unicorn____ @donnantwich @YvetteCooperMP So that labour can rig all elections here in out? #NoFanx"
"1267734329905430528","I’m probably stating the obvious.  But along with being a Melmacian, I also are a unicorn! https://t.co/g2EawDHdxB"
