Seller,Bidder
22456720,88186580
20538140,51169463
32615900,13013622
22456720,4801415
22456720,4234367
22456720,58044121
22456720,307314080
22456720,102411191
20538140,13261917
416308220,394874169
22456720,1374099
190004490,374906277
20538140,87645058
360150820,117619946
118587260,110057160
22456720,596986473
32615900,469052809
20538140,116714769
520676500,326259784
20538140,167808144
16467190,555616513
20538140,115147248
20538140,19674252
412477984,673435047
412477984,608696662
412477984,20095109
412477984,240027427
412477984,2349850
20538140,75632260
627250,79230460
627250,311694
145565130,122399877
20445090,22531189
20445090,661801636
294163860,1169508
407404150,430080643
31774790,368564860
996690,59320466
596427430,72197878
368413870,30376788
95966450,205167083
67515210,211277380
67515210,13935649
164000190,395193
108870760,394874169
87091860,452005080
146765220,50030679
146765220,667248172
87091860,294868494
87091860,667248172
87091860,179062701
691510295,673913127
87091860,349559516
87091860,50030679
520676500,672815746
87091860,143124274
87091860,610425905
63602970,8243467
146765220,71784460
87091860,85467451
87091860,54861278
87091860,11555846
87091860,226336879
87091860,1092007
87091860,42510421
87091860,690981872
87091860,3182689
680731474,2875231
146765220,97417451
146765220,142252547
380403170,423818118
146765220,8003875
146765220,53173548
146765220,55111128
146765220,1068070
146765220,5269217
146765220,97744814
24729450,39677056
24729450,66935286
24729450,667248172
24729450,85941639
412261401,93715579
412261401,15715943
412261401,139777195
412261401,184678555
412261401,113995109
37954861,175715870
37954861,79078237
37954861,338140438
37954861,116345293
412261401,2705199
412261401,244429661
412261401,228944079
309608641,167144933
309608641,635154720
412261401,219622851
412261401,525549250
309608641,392733349
309608641,651707473
309608641,87589775
309608641,644122351
309608641,59771699
309608641,193137335
309608641,379932507
309608641,403119818
309608641,177673116
309608641,650037739
309608641,199230183
309608641,172503500
309608641,273330212
309608641,67366408
309608641,638338553
412261401,312195183
309608641,657383579
309608641,129073029
309608641,270413819
309608641,52377278
309608641,118723859
309608641,206191706
309608641,931787
309608641,59946489
309608641,647425427
309608641,589380898
309608641,146717106
309608641,28613786
309608641,126857671
309608641,596018983
309608641,647780204
309608641,544065588
309608641,205549152
309608641,552770011
309608641,56777455
309608641,167165222
309608641,133685338
309608641,337927897
309608641,183623570
309608641,133333527
309608641,379926512
309608641,196663711
309608641,2705199
309608641,77585590
309608641,658705910
309608641,145630114
309608641,368029772
309608641,3201121
309608641,186662885
309608641,49755679
309608641,649782642
309608641,158542201
309608641,46230857
309608641,113857601
309608641,635026108
309608641,74443786
309608641,494956895
309608641,658464277
309608641,169752723
309608641,462201603
309608641,658626711
309608641,242104948
309608641,551361859
309608641,627088185
37954861,139949224
37954861,21346375
37954861,526748801
37954861,48783866
309608641,187186359
309608641,93835304
309608641,591390737
309608641,35706595
309608641,76081990
317672001,640496046
309608641,292261691
309608641,56125978
309608641,659944746
309608641,10876670
309608641,360772673
309608641,175075996
309608641,141813877
309608641,88007530
309608641,113922478
309608641,110537350
309608641,187089085
309608641,568550753
309608641,243033368
309608641,599835541
309608641,643712477
309608641,34859351
309608641,571457167
309608641,26367316
309608641,113390191
309608641,210214905
309608641,650347793
309608641,565856963
309608641,33693759
309608641,108910816
309608641,82339518
309608641,300059365
317672001,244473569
309608641,110522899
309608641,449555174
309608641,125437187
309608641,219622851
309608641,160081652
309608641,149146455
317672001,500846966
317672001,610136126
309608641,661458383
309608641,353742404
309608641,419428182
309608641,57866040
309608641,657532294
309608641,33758862
309608641,479459774
309608641,51476415
309608641,189835906
412261401,178938043
412261401,395491284
412261401,47567786
309608641,552677182
309608641,660413980
317672001,526748801
317672001,395491284
309608641,222518710
309608641,55464359
309608641,338021078
309608641,337640230
309608641,556560681
309608641,295011700
309608641,82328204
309608641,38635651
309608641,9400938
309608641,608735502
309608641,642032257
412261401,225975489
412261401,370968219
309608641,166891055
412261401,396069364
309608641,213347941
317672001,309469858
309608641,8948443
309608641,373989096
309608641,1919915
309608641,601100653
309608641,62889229
309608641,214501881
309608641,608981368
309608641,15713753
309608641,128677113
309608641,126805536
309608641,105567527
309608641,32846781
309608641,654295231
309608641,122994299
309608641,118035734
309608641,105309759
309608641,163011833
309608641,182989937
309608641,112831650
309608641,510754855
663070601,53411854
309608641,596602950
309608641,663184762
309608641,20573838
309608641,520730218
309608641,4074729
317672001,208439842
663070601,217647877
309608641,659821668
317672001,306968892
309608641,30185094
309608641,395491284
309608641,50423316
309608641,120291490
309608641,243581372
309608641,115423202
309608641,359653166
309608641,171937223
412261401,171937223
412261401,359653166
309608641,417173423
309608641,136595698
309608641,229907196
309608641,278617800
309608641,183618162
317672001,41965754
309608641,581349189
317672001,182337675
317672001,62889229
317672001,458476915
317672001,591783098
309608641,180637178
412261401,663184762
317672001,19281733
309608641,124866979
309608641,643159378
309608641,213933357
309608641,648596386
663070601,65510902
309608641,15673301
317672001,124866979
317672001,655928332
309608641,34786395
317672001,370414130
309608641,235552255
317672001,187089085
309608641,270044167
309608641,20669363
309608641,76079856
309608641,178003791
317672001,217647877
309608641,167746700
317672001,80935619
309608641,378460822
309608641,647484463
309608641,19281733
309608641,91467672
309608641,294868494
309608641,24233601
309608641,131847016
317672001,170841406
317672001,28268861
309608641,558646693
309608641,659317037
309608641,228031498
309608641,197062328
309608641,11569379
309608641,202131135
309608641,71981762
309608641,664485099
317672001,398906767
317672001,582320646
317672001,303543751
317672001,5269217
663070601,666271178
309608641,179814005
309608641,158541128
309608641,84584586
309608641,15127764
309608641,6179186
309608641,186418029
309608641,113859616
309608641,206967711
309608641,65510902
317672001,166891055
309608641,99200849
309608641,117974949
309608641,661467708
309608641,120385419
309608641,577030958
309608641,82822831
309608641,212831477
309608641,128109745
309608641,582320646
663070601,468509701
317672001,77321441
309608641,122346969
309608641,636185433
309608641,130011231
317672001,212831477
309608641,661291766
309608641,445858158
309608641,208759943
309608641,62096733
309608641,167304834
309608641,226679337
317672001,404638219
309608641,244920378
4439501,205343109
663070601,131847016
309608641,51905681
309608641,77321441
309608641,225708677
309608641,121277988
309608641,401411903
309608641,160196772
309608641,46382179
317672001,27139239
317672001,83872598
309608641,521618921
309608641,132006027
317672001,266709825
317672001,269227807
317672001,162978663
663070601,654630759
309608641,206944253
309608641,519644407
309608641,66644450
317672001,349149350
317672001,39626266
317672001,293491447
317672001,579941022
309608641,668155421
309608641,219434017
309608641,669461962
309608641,395017548
309608641,633933204
317672001,312195183
317672001,26367316
309608641,228944079
317672001,233816147
663070601,110932929
309608641,603262788
663070601,652671535
317672001,117045472
317672001,648717194
309608641,26384981
309608641,186094792
309608641,463947434
309608641,276260948
309608641,69706229
309608641,404466133
309608641,2378273
663070601,83872598
663070601,479459774
309608641,58143612
309608641,273728186
317672001,660413980
317672001,456960667
309608641,343309380
663070601,77305142
309608641,100234563
309608641,104339421
309608641,101375401
309608641,187191823
317672001,51905681
317672001,246945110
317672001,186090869
317672001,394874169
663070601,662031580
309608641,670456578
663070601,167808144
309608641,654630759
309608641,394874169
309608641,233749187
309608641,201629391
309608641,85571176
309608641,448812314
309608641,387267671
309608641,606360103
663070601,202287097
317672001,671713824
309608641,607481966
663070601,50239316
309608641,204842319
309608641,142624547
309608641,141814097
309608641,406372
309608641,499606792
309608641,85503266
4439501,3842974
309608641,670417483
309608641,83872598
309608641,269227807
309608641,208439842
309608641,533199847
309608641,48833734
663070601,339861477
663070601,596018983
317672001,24936952
309608641,671713824
317672001,340480418
317672001,439584642
309608641,104734702
317672001,126383068
317672001,113276875
309608641,595412732
317672001,9041064
663070601,47831612
309608641,10907121
309608641,575139692
309608641,645362616
309608641,574776467
663070601,611025614
309608641,367873629
317672001,656741299
317672001,537229306
309608641,206773310
309608641,548395581
309608641,336385140
309608641,50239316
317672001,552677182
309608641,202287097
317672001,623057018
309608641,82977
309608641,76026996
309608641,33586673
309608641,63678797
309608641,451272281
309608641,203142922
309608641,2237286
309608641,31952179
309608641,230318557
309608641,47831612
309608641,198679930
309608641,643279231
309608641,177397316
309608641,988081
309608641,356285511
309608641,654981472
309608641,394754086
309608641,672605262
317672001,131035
317672001,223294277
663070601,113807265
317672001,44464086
317672001,167475509
317672001,33758862
309608641,334730402
317672001,344497635
317672001,466820388
309608641,201407137
309608641,107104660
309608641,608566044
309608641,431458505
309608641,206332111
317672001,204672848
309608641,612464774
309608641,64818235
309608641,36207819
309608641,673913127
309608641,29622923
317672001,219434017
317672001,188622137
309608641,446757262
309608641,273696545
663070601,43563465
309608641,674287454
663070601,70609036
309608641,20011604
309608641,667952080
309608641,5192408
663070601,253718575
309608641,442555125
663070601,83549429
663070601,180186958
309608641,26259084
309608641,29016416
309608641,672275019
309608641,25332115
663070601,116714769
309608641,35111618
309608641,77599393
663070601,219434017
663070601,213997802
663070601,183533695
309608641,542044034
317672001,402921805
309608641,673433174
317672001,396069364
317672001,11869560
309608641,80898506
309608641,293023940
309608641,657890914
309608641,52625921
317672001,608981368
663070601,443875285
317672001,186094792
663070601,460688771
309608641,381058066
317672001,107390267
309608641,143574200
309608641,461692867
309608641,591240654
309608641,131021109
309608641,287850943
309608641,216505889
309608641,292594301
317672001,163056014
317672001,144976978
309608641,10430411
317672001,61881720
317672001,9560974
309608641,666488678
309608641,276094651
309608641,382189417
309608641,220805253
309608641,26986137
309608641,145509896
309608641,674751242
317672001,499606792
309608641,597913188
309608641,2252226
309608641,3188529
309608641,142252547
309608641,567043349
309608641,517098951
309608641,195911117
309608641,52977102
663070601,147063392
317672001,120088738
663070601,185897739
309608641,42205843
309608641,545499030
309608641,460688771
309608641,105119796
309608641,642656943
309608641,192859046
309608641,132578831
309608641,50290958
309608641,85383487
663070601,669037283
309608641,150480301
317672001,144480731
663070601,189438130
663070601,677216995
663070601,419699543
309608641,168004079
309608641,540304640
309608641,463978222
317672001,673437767
317672001,5146211
309608641,527591525
663070601,63943546
663070601,597913188
309608641,68482312
309608641,76696472
663070601,679455825
309608641,16190390
663070601,172783511
317672001,337927897
663070601,134929776
317672001,59078491
317672001,395206676
309608641,399419923
309608641,198080291
3661761,68482312
663070601,126262855
663070601,113708929
317672001,31073661
309608641,111386672
309608641,137019161
309608641,435527735
309608641,94308987
309608641,198952442
309608641,176259080
309608641,47392911
317672001,68482312
317672001,119589724
663070601,12995641
317672001,104059547
317672001,368719137
309608641,606317115
663070601,234089685
663070601,558115960
309608641,62586996
309608641,673768524
309608641,674319133
309608641,662465650
309608641,161795986
309608641,210340326
309608641,51169463
317672001,474414923
317672001,335797999
663070601,655828811
663070601,131035
317672001,673433174
309608641,134929776
309608641,49058825
309608641,39424792
309608641,102745733
309608641,169604357
309608641,397219675
309608641,679078588
309608641,186421805
309608641,593737611
309608641,28563947
309608641,8512645
309608641,28706105
309608641,679445900
309608641,126368020
309608641,27667325
309608641,14781554
663070601,334730402
309608641,593952623
309608641,410866909
309608641,107390267
663070601,47392911
663070601,88007530
309608641,54336354
309608641,677743885
309608641,237041632
309608641,44675358
309608641,659065005
309608641,23079648
317672001,6554086
317672001,139512056
309608641,666439094
309608641,119755854
309608641,19491701
309608641,665896575
309608641,83618805
309608641,172783511
309608641,656572609
309608641,296917086
309608641,645527222
309608641,206313407
309608641,409211338
309608641,170848890
663070601,36316692
663070601,326259784
317672001,50684747
309608641,15356314
309608641,224633056
309608641,37094395
309608641,8326986
309608641,562703268
309608641,224889970
309608641,544794099
309608641,130654781
663070601,270109572
309608641,411818786
309608641,119056141
663070601,130338743
309608641,118657342
309608641,37013266
309608641,349559516
309608641,116119145
309608641,57694206
317672001,203434943
317672001,268964968
309608641,682613130
309608641,323560625
309608641,54915018
309608641,301586171
309608641,51156209
309608641,225537293
309608641,642673109
309608641,53759713
309608641,78711824
309608641,58158122
317672001,176655070
663070601,683791418
663070601,590295989
309608641,19656232
309608641,176090350
309608641,365828901
309608641,170998132
309608641,95803169
309608641,22973024
309608641,6037735
309608641,675534616
309608641,119872152
309608641,311694
309608641,20883046
663070601,102351806
663070601,678166386
309608641,56080992
317672001,449597122
663070601,42289150
663070601,20912718
309608641,174938842
309608641,117045472
309608641,145347976
663070601,204997806
309608641,270109572
663070601,83960471
309608641,326903855
309608641,589683559
309608641,201024254
309608641,570367126
309608641,229340191
309608641,94976445
309608641,108121339
309608641,665219740
309608641,96690282
309608641,238038
309608641,83960471
309608641,87380337
309608641,610889637
663070601,543475903
663070601,579941022
309608641,223033474
663070601,669027264
309608641,206053597
663070601,78781097
317672001,368564860
317672001,20385932
309608641,173425947
309608641,457612301
309608641,135163432
309608641,684351850
309608641,684833635
309608641,270452829
309608641,33786017
309608641,89190586
663070601,146956077
309608641,673758707
309608641,217171887
309608641,97793875
309608641,54066615
309608641,114919745
309608641,48600259
309608641,242842894
309608641,328542953
309608641,8681420
309608641,55559375
309608641,646384225
309608641,167682578
309608641,91024084
309608641,3473952
309608641,423748816
309608641,550742767
309608641,20912718
309608641,151686
309608641,685490788
309608641,340163872
309608641,672677320
309608641,26940287
309608641,28168906
309608641,171438
309608641,577585700
309608641,2728874
309608641,120088738
309608641,44616431
309608641,138102980
309608641,392467406
309608641,559277829
309608641,144588056
309608641,530448856
309608641,289788962
663070601,673876625
309608641,608875300
663070601,203749905
309608641,675926246
309608641,263170290
309608641,640105931
309608641,226296890
317672001,383246700
317672001,23146254
309608641,681209685
309608641,660894973
309608641,9041064
309608641,557584828
309608641,394524017
309608641,53419450
309608641,7558227
663070601,105530612
663070601,680700410
663070601,113390191
317672001,681862
309608641,395178243
309608641,554730641
663070601,474414923
309608641,10734155
309608641,2224320
663070601,15547859
309608641,669027264
663070601,675509409
309608641,274766829
663070601,142252547
309608641,97613698
309608641,2875231
309608641,85767557
309608641,289135245
309608641,62184280
309608641,239601469
317672001,669027264
309608641,458200399
309608641,7446603
309608641,523160515
309608641,104449076
309608641,105748119
309608641,138958619
317672001,670079545
663070601,203795753
663070601,38079501
309608641,341916298
309608641,679263082
309608641,680700410
309608641,517702078
309608641,456960667
309608641,61016531
309608641,58105844
309608641,29468933
663070601,67930085
309608641,688217573
309608641,203795753
309608641,655126770
309608641,109756048
309608641,62083974
309608641,666102435
309608641,114933314
663070601,670417483
663070601,11860170
309608641,29010237
663070601,674114064
309608641,292510465
317672001,130587790
309608641,530925832
309608641,610648751
309608641,689453072
309608641,450274299
309608641,5497379
309608641,680531336
309608641,671814653
309608641,368290667
309608641,123432880
317672001,74570401
663070601,667024752
309608641,38079501
309608641,171445386
309608641,582948164
317672001,203553718
309608641,147719066
663070601,28401397
309608641,1310708
309608641,334772481
309608641,449441156
309608641,252029596
412261401,312195223
412261401,301307601
309608641,165836061
309608641,185027539
309608641,102435288
412261401,605106849
412261401,212447465
412261401,291891498
412261401,179062701
663070601,24403555
309608641,146248156
309608641,45162252
309608641,690509182
317672001,392106224
317672001,673758707
317672001,229277077
309608641,126116022
309608641,8205254
412261401,147821768
309608641,177830055
309608641,55004331
663070601,688189783
309608641,11860170
309608641,214065187
663070601,9468243
317672001,657890914
317672001,360456263
309608641,6007406
663070601,1380212
412261401,129111636
309608641,18667057
412261401,235889215
663070601,65803396
412261401,12995641
309608641,106737959
309608641,688189783
412261401,499160200
309608641,77729945
309608641,2381923
412261401,51156209
309608641,65803396
309608641,573769333
412261401,131327944
412261401,31879908
412261401,203928598
663070601,148498991
309608641,17216821
309608641,685140888
663070601,637601565
309608641,103699844
663070601,52796089
412261401,537871368
412261401,429272746
309608641,178193705
309608641,691069842
412261401,250032641
309608641,28401397
412261401,148011269
412261401,178454741
309608641,69528494
309608641,206972414
309608641,38722483
663070601,270452829
309608641,41153124
317672001,165836061
663070601,693703897
412261401,8243467
309608641,132832998
309608641,99638417
309608641,175582229
412261401,383246700
412261401,138089140
309608641,363834804
309608641,459485068
309608641,283380780
309608641,1815740
317672001,167177816
317672001,461074546
317672001,419289579
309608641,1380212
317672001,328396588
309608641,688591024
309608641,691887207
309608641,129486283
294764501,169157126
294764501,86739397
294764501,456111490
309608641,308722449
294764501,650444789
309608641,280767844
309608641,472653074
309608641,128054952
309608641,14194625
317672001,684351850
309608641,164178915
317672001,566470372
309608641,417868043
309608641,462627025
309608641,687546197
309608641,172055766
663070601,694137685
309608641,437953416
317672001,107184660
317672001,499160200
309608641,394179285
309608641,336725751
317672001,573829262
309608641,115741351
309608641,488246291
309608641,681024428
309608641,185148695
309608641,58680925
309608641,677611104
663070601,362634525
309608641,692091442
309608641,693703897
663070601,511735440
317672001,82775390
309608641,177359870
309608641,91563127
309608641,129160838
309608641,85267247
309608641,23444177
663070601,283380780
309608641,15090187
309608641,133450130
309608641,650337542
412261401,198259044
412261401,63847762
412261401,652137489
309608641,9332780
309608641,137258533
309608641,693736781
309608641,105196353
309608641,365145773
663070601,95705739
663070601,499606792
309608641,691871997
309608641,87645058
309608641,368830412
309608641,30497176
309608641,410206764
309608641,592675281
309608641,2866572
309608641,692115127
309608641,10218602
309608641,692135803
309608641,95544876
309608641,174038408
309608641,42244724
309608641,186907220
309608641,394205241
309608641,121400606
309608641,27574097
412261401,207328499
309608641,7358380
309608641,4081503
309608641,201759703
309608641,694702064
309608641,656306679
309608641,674094785
663070601,258125831
309608641,46196872
412261401,403734515
309608641,56392493
309608641,26502370
309608641,540973438
309608641,13088311
663070601,42244724
309608641,179123285
309608641,61970671
309608641,679781481
309608641,24187920
663070601,15192439
309608641,179883286
309608641,7213597
309608641,681476227
309608641,39628071
309608641,335990739
309608641,264027942
309608641,486570391
309608641,316132474
309608641,684364303
309608641,108706811
412261401,118772912
309608641,525641810
412261401,368830412
412261401,24935174
309608641,686061210
309608641,62646754
309608641,4282750
309608641,28348775
663070601,229277077
309608641,26165591
309608641,116702269
309608641,227847094
663070601,410866909
309608641,663637045
412261401,379331794
309608641,488668224
412261401,267306378
412261401,188622137
309608641,125436530
309608641,306913157
412261401,568550753
309608641,352283840
412261401,101636132
309608641,129466159
309608641,5720804
663070601,164892092
412261401,169068694
309608641,102505078
309608641,31512303
412261401,43289473
309608641,172604826
309608641,205987877
309608641,94088240
309608641,9247619
309608641,568794383
663070601,240043852
309608641,119125939
309608641,351709339
663070601,153310242
309608641,226336879
663070601,681024428
309608641,86196718
309608641,694137685
309608641,94826131
663070601,4289958
309608641,210250559
309608641,369705010
309608641,655562419
309608641,537042977
309608641,217902609
309608641,301669712
663070601,667248172
412261401,461692867
412261401,20385932
309608641,4224275
412261401,685140888
309608641,484430569
309608641,686119038
309608641,667248172
309608641,59901763
309608641,39241855
309608641,41915142
309608641,76765339
309608641,145846466
309608641,687963674
309608641,225642644
309608641,245999061
309608641,462423191
309608641,312677497
309608641,253644886
309608641,464439158
309608641,46203796
309608641,611525490
309608641,54579856
309608641,207782341
309608641,186053098
309608641,5441670
309608641,635959953
309608641,366476192
309608641,178454741
309608641,328423518
309608641,316770359
309608641,179062701
309608641,95630357
309608641,5415730
309608641,388275047
309608641,108337852
309608641,166967156
309608641,41928735
309608641,594935938
309608641,128367544
412261401,416673000
412261401,45884156
309608641,150473051
309608641,335797999
309608641,72185246
309608641,189213690
309608641,439262664
53968551,469052809
412261401,144480731
412261401,715868349
412261401,98243146
412261401,577013687
412261401,468405399
412261401,127436037
412261401,126029555
412261401,111255762
412261401,672815746
412261401,697062170
412261401,128961831
412261401,205372663
412261401,94725046
67365411,550814419
412261401,93671536
412261401,129110988
412261401,706562564
412261401,230318557
412261401,226719947
412261401,161995247
412261401,591073319
412261401,309469858
412261401,590895034
412261401,197876918
412261401,159515672
412261401,69608262
412261401,139946634
412261401,112600806
412261401,129854403
412261401,39366897
412261401,97923396
221551211,30148902
221551211,14695285
221551211,224960892
412261401,83960471
221551211,328423518
221551211,695944745
221551211,142252547
221551211,131207733
221551211,4756195
221551211,666107392
210125991,679445900
210125991,439112079
221551211,192954222
221551211,658712365
221551211,119749653
221551211,95705739
221551211,240043852
221551211,6808769
221551211,207578562
221551211,220273739
221551211,608907975
210125991,197146968
221551211,477995868
221551211,687679100
221551211,558115960
221551211,105123499
25465481,6818190
78760061,29514024
221551211,211468737
221551211,455539726
221551211,9559371
221551211,724241312
221551211,508400616
221551211,726966850
221551211,84884991
221551211,724091530
221551211,678166386
221551211,510635860
221551211,176394389
221551211,160717199
221551211,241447579
221551211,7816811
221551211,62924050
221551211,78846937
221551211,85941639
221551211,161795986
37733241,660956096
37733241,146544064
37733241,284823223
37733241,35316659
219032011,211769152
219032011,73178684
210125991,333431204
210125991,203689072
210125991,460143303
210125991,2950605
210125991,206585118
13120711,9923182
13120711,40661904
13120711,18273165
219032011,552732190
210125991,67768738
210125991,6728361
219032011,593266974
219032011,607465575
210125991,379932507
210125991,13230867
210125991,368911340
210125991,558175008
230094571,1646716
230094571,87777270
230094571,110474531
535926591,344213286
732591,540783161
210125991,119581928
16579771,4074729
16579771,118324904
230094571,223915422
230094571,4096071
230094571,349559516
535926591,65510902
210125991,141814097
210125991,284888835
210125991,31919288
210125991,61845577
210125991,196169233
732591,76079856
230094571,222976472
230094571,510401245
230094571,208107594
219032011,36549016
219032011,108337852
47211251,71981762
210125991,1019954
230094571,51905681
230094571,394874169
230094571,160387724
230094571,26384981
166558451,147719066
230094571,55182404
732591,202287097
210125991,216709742
210125991,354780488
535926591,13293762
535926591,8003875
230094571,147719066
230094571,33758862
210125991,87583699
210125991,221592661
210125991,382189417
210125991,70609036
210125991,645743687
78700051,12867094
210125991,78390152
230094571,543203063
230094571,105331078
732591,3842974
210125991,206773310
210125991,143034578
210125991,68482312
230094571,326259784
230094571,36382452
210125991,102217088
210125991,44485596
210125991,189861519
210125991,59969015
210125991,7687774
210125991,522109989
221551211,225800889
16579771,12798730
210125991,307314080
210125991,82378533
16579771,220888373
221551211,120088738
221551211,239166706
221551211,365574772
221551211,37176866
221551211,109882761
221551211,105530612
221551211,269227807
221551211,105446035
221551211,29013914
221551211,119056141
16579771,433413307
16579771,134791690
221551211,689453072
221551211,254183491
221551211,1331631
732591,528093429
221551211,101728543
221551211,106737959
210125991,121516159
221551211,141194688
221551211,688591024
535926591,357982891
221551211,142624547
53429821,71981762
221551211,31401385
221551211,559968550
221551211,693703897
221551211,28168906
221551211,92461875
221551211,694137685
221551211,394205241
221551211,53591967
221551211,186907220
210125991,169663013
357982891,77089051
221551211,51156209
221551211,335990739
221551211,525641810
221551211,653692586
221551211,217080815
210125991,56358026
221551211,655525212
221551211,172604826
317672001,69528494
210125991,226559453
221551211,54579856
221551211,46203796
221551211,392467406
221551211,234020601
317672001,638958994
317672001,96008378
317672001,221000054
210125991,219151711
210125991,11059054
221551211,316770359
309608641,98544301
309608641,642955566
309608641,608068541
309608641,80776189
317672001,523298549
309608641,13081789
221551211,383978931
309608641,96008378
210125991,686471537
309608641,81968565
309608641,696259775
309608641,125309991
309608641,664638783
221551211,79190493
309608641,207044444
309608641,2727000
309608641,135626641
309608641,143186967
309608641,417816513
309608641,572337071
309608641,704517689
317672001,573043742
221551211,500846966
309608641,689149888
309608641,420956399
221551211,133479419
210125991,4162517
309608641,628126348
309608641,144246696
309608641,403987240
309608641,4248232
309608641,32550588
221551211,53316634
221551211,193119107
309608641,13185780
309608641,654034386
309608641,163579830
309608641,54439435
317672001,667248172
221551211,403987240
221551211,436783011
221551211,688217573
317672001,109929124
309608641,283958569
309608641,679224799
309608641,704828455
309608641,55111128
210125991,34981042
210125991,56408821
309608641,12221214
309608641,55738667
221551211,667248172
309608641,317989220
309608641,300421161
309608641,170086045
309608641,99346127
221551211,63612158
221551211,365268430
221551211,677610786
309608641,141684195
221551211,136226151
221551211,228031498
309608641,298672565
309608641,650480593
309608641,70979500
221551211,84661168
309608641,295428185
221551211,696238628
309608641,59633174
309608641,705743356
309608641,110264992
309608641,89671436
221551211,98142445
221551211,72185246
309608641,35900671
221551211,218777126
309608641,685098052
309608641,137771650
309608641,348021191
309608641,448715069
309608641,449430627
221551211,4276704
309608641,33494509
221551211,114919745
309608641,610441345
309608641,683374130
309608641,258125831
309608641,47169465
309608641,618420556
309608641,691659227
309608641,284554849
221551211,125143524
221551211,600261144
309608641,79865
309608641,662601058
309608641,103888481
309608641,707842391
309608641,228535888
309608641,427739604
309608641,403781543
221551211,610441345
309608641,68529752
309608641,145500576
309608641,674674639
309608641,376434119
309608641,503163063
309608641,174488293
317672001,677240895
309608641,693623500
309608641,709911145
221551211,17089842
221551211,93460809
221551211,462191025
309608641,53062618
309608641,709279532
309608641,661210976
309608641,312994624
210125991,678746826
317672001,29601442
309608641,134539131
309608641,138507578
309608641,49048632
221551211,2875231
309608641,285125992
309608641,118743331
317672001,697761716
309608641,638558708
309608641,57410733
309608641,636883261
221551211,661210976
309608641,193751192
221551211,298831518
309608641,53042189
309608641,75063915
221551211,71981762
309608641,119635515
221551211,22415294
221551211,674674639
309608641,437411999
309608641,610425905
16579771,30159740
309608641,711311006
309608641,2495239
309608641,429904558
309608641,60998061
221551211,449266571
221551211,107664708
221551211,145370575
309608641,681096178
309608641,198755096
309608641,97562835
210125991,417816513
309608641,107240217
309608641,208539246
221551211,285125992
221551211,613029677
221551211,39301229
210125991,39495522
309608641,292571551
210125991,128677113
210125991,119455833
221551211,206036521
309608641,686000058
309608641,499736960
221551211,54915018
309608641,212645581
221551211,87739887
309608641,576577674
309608641,54425632
309608641,28962600
309608641,109764640
309608641,70310889
309608641,463321596
221551211,7929004
309608641,68296230
309608641,148339494
309608641,30129226
309608641,23442417
309608641,713269655
317672001,18279817
309608641,524180535
535926591,21469187
309608641,104874900
309608641,710892675
221551211,66771095
