"","text","favorited","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","retweeted","longitude","latitude"
"44","I don't drink coffee, i drink tea my dear..",FALSE,NA,2013-08-09 02:42:39,FALSE,NA,"365664393800855553",NA,"<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>","TheOnlyBenedict",0,FALSE,NA,NA
"45","I'm at Coffee Dominion (Townsville, QLD) http://t.co/0nseOXJ0K3",FALSE,NA,2013-08-09 02:42:37,FALSE,NA,"365664384346906624",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Mattic6",0,FALSE,NA,NA
"46","@iowashoeguy I think Jaye could help you with the coffee #Hawkeyefootball",FALSE,"iowashoeguy",2013-08-09 02:42:37,FALSE,"365649780292067331","365664382484627460","233773878","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cubfan64",0,FALSE,NA,NA
"47","RT @TLW3: Coffee cup in hand, gun in holster http://t.co/rmoBUQrcnZ #gunfail @nra",FALSE,NA,2013-08-09 02:42:37,FALSE,NA,"365664382380175360",NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Kristen_Wright5",1,FALSE,NA,NA
"48","RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in …",FALSE,NA,2013-08-09 02:42:37,FALSE,NA,"365664382304264192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","krysmeoww",1600,FALSE,NA,NA
"49","@krizzle_3 yesssss omg. Caramel almond iced coffee milk &amp;' one sugar",FALSE,"krizzle_3",2013-08-09 02:42:37,FALSE,"365664194852438017","365664381868064769","239123024","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennaa_leaaa",0,FALSE,NA,NA
"50","Might make some coffee right now",FALSE,NA,2013-08-09 02:42:36,FALSE,NA,"365664381171798016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","christianpalos",0,FALSE,NA,NA
"51","@katie_silliman @IntimacyFacts LMAO!!! What about avocados, spinach, coffee and tea? Those are also on my daily consumption list!!  :-)",FALSE,"katie_silliman",2013-08-09 02:42:36,FALSE,"365653780005523456","365664380198727680","396244905","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoeCoolSilliman",0,FALSE,NA,NA
"52","RT @SarahWCaron: Apparently tomorrow is Starbucks Appreciation Day for gun enthusiasts where they go, sip coffee and bring guns. I know whe…",FALSE,NA,2013-08-09 02:42:35,FALSE,NA,"365664375689842689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bboggia2465",14,FALSE,NA,NA
"53","Coffee with foam: http://t.co/34iGwYMKhb via @YouTube",FALSE,NA,2013-08-09 02:42:35,FALSE,NA,"365664375044329472",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","KDL85",0,FALSE,NA,NA
"54","@nitecoder @mattallen should have got an extra coffee to spill on it so no one else could read it. Waste of good coffee tho… maybe a chai?",FALSE,"nitecoder",2013-08-09 02:42:34,FALSE,"365664158215184385","365664371638145024","17034483","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","warren_s",0,FALSE,NA,NA
"55","RT @IamBeyer: I'm ready for pumping spice beer/coffee, apple orchards, American horror story sea3, walking dead season sea4, college footba…",FALSE,NA,2013-08-09 02:42:32,FALSE,NA,"365664363513782275",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chris_gonzales_",2,FALSE,NA,NA
"56","i live for coffee flavored ice cream",FALSE,NA,2013-08-09 02:42:32,FALSE,NA,"365664362461007873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","isaaclxhey",0,FALSE,NA,NA
"57","@sarakalke I hope that we all can keep this movement going..whether it be w/blizzards, coffee, groceries whatever... #PayItForward",FALSE,"rnrmusicgurl",2013-08-09 02:42:32,FALSE,"365663270587203584","365664361928343555","885816266","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rnrmusicgurl",0,FALSE,NA,NA
"58","@JasonT @natasha_lh I'm much closer to your brother's pronunciation. I pronounce the O the same way I do in the word ""coffee"" You might too",FALSE,"JasonT",2013-08-09 02:42:32,FALSE,"365662536806313986","365664361710231553","990711","web","DreamtimeDrinne",0,FALSE,NA,NA
"59","I don't even like coffee",FALSE,NA,2013-08-09 02:42:31,FALSE,NA,"365664357532696577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Molli_Lynn",0,FALSE,NA,NA
"60","“@tommymaloy: coffee coolata's are the shit”",FALSE,"tommymaloy",2013-08-09 02:42:30,FALSE,"365664182701535233","365664353254506497","346289745","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_ashley_marie_x",0,FALSE,NA,NA
"61","I JUST SPILLED COFFEE DOWN MY SHIRT",FALSE,NA,2013-08-09 02:42:29,FALSE,NA,"365664351870394368",NA,"web","pavingnewpaths",0,FALSE,NA,NA
"62","I think I need another coffee #StarBucks",FALSE,NA,2013-08-09 02:42:29,FALSE,NA,"365664350721146882",NA,"web","platinumclubvan",0,FALSE,NA,NA
"63","I dont wanna know how much iced coffee I drink a week",FALSE,NA,2013-08-09 02:42:27,FALSE,NA,"365664342051524609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heyderjess",0,FALSE,NA,NA
"64","@thebobbieoliver every morning i stand eastward &amp; chant that 3 times 'never read any self-help books' then coffee #bourbon chaser.",FALSE,"thebobbieoliver",2013-08-09 02:42:25,FALSE,"365654097807949825","365664335076409345","256677376","web","6XBytes",0,FALSE,NA,NA
"65","""@JaleneVegter: All I want right now is for someone to eat chocolate chips &amp; drink coffee &amp; go star gazing with me. #simpleasthat""",FALSE,NA,2013-08-09 02:42:25,FALSE,NA,"365664334774407169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Keyz_Player96",0,FALSE,NA,NA
"66","@PIRFCT1 hahahah I don't get much coffee from there but yes they ask so many questions but still screw it up hahaha",FALSE,"PIRFCT1",2013-08-09 02:42:25,FALSE,"365663902245203968","365664333948137472","423016602","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Baseball4Lifee6",0,FALSE,NA,NA
"67","#AlwayzRemember Neva let a nigga smack your tray and spill your coffee!!",FALSE,NA,2013-08-09 02:42:24,FALSE,NA,"365664327602155520",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Alia_Dara",0,FALSE,NA,NA
"68","RT @farleftcoast: Her: I met a guy online. We’re meeting for coffee.

Me: Does he have a nice dick?

Her: I DON’T KNOW YET!

Me: I don’t un…",FALSE,NA,2013-08-09 02:42:23,FALSE,NA,"365664326935248897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thisizAsh",37,FALSE,NA,NA
"69","Fun fact: roast your own coffee bean at home using a popcorn machine! @YelpAdelaide #coffeecrawl",FALSE,NA,2013-08-09 02:42:23,FALSE,NA,"365664323684675585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gggnef",0,FALSE,NA,NA
"70","@Jer_KIngD *gives u coffee*",FALSE,"Jer_KIngD",2013-08-09 02:42:22,FALSE,"365664080524095489","365664321738518528","321689855","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","eBahadurGT",0,FALSE,NA,NA
"71","do you think the old dude next to me would be willing to pour some of his coffee into mine coz it got cold",FALSE,NA,2013-08-09 02:42:22,FALSE,NA,"365664321533001729",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","napquest",0,FALSE,NA,NA
"72","@Tifferz1991 good cause I already gave up  sweet tea for green tea and coffee for hot tea and honey.",FALSE,"Tifferz1991",2013-08-09 02:42:21,FALSE,"365664023586418689","365664317485490176","85874933","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Greta_Paige",0,FALSE,NA,NA
"73","A cup of coffee sin azucar, ag",FALSE,NA,2013-08-09 02:42:20,FALSE,NA,"365664313375072258",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Roox_21",0,FALSE,NA,NA
"74","Just for you #abdul &amp; The Coffee Theory",FALSE,NA,2013-08-09 02:42:19,FALSE,NA,"365664309314985984",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","fii_lutfi",0,FALSE,NA,NA
"75","RT @pisssyprincess: Like I'm sorry food, but you've been replaced with better things, like coffee and alcohol.",FALSE,NA,2013-08-09 02:42:19,FALSE,NA,"365664308836831233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Its_Ray_Ray1",1,FALSE,NA,NA
"76","@klove_01 Haha it sucks until you get used to it, then it ain't bad. Down a cup or two of coffee and then it's off to work for 12-14 hours",FALSE,"klove_01",2013-08-09 02:42:19,FALSE,"365663943999488004","365664306878099460","36170073","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnduhrewBush05",0,FALSE,NA,NA
"77","@billshortenmp I think they have good coffee there",FALSE,"billshortenmp",2013-08-09 02:42:18,FALSE,"365650709301039104","365664305078738945","137198586","web","jcgrimes3",0,FALSE,NA,NA
"78","@rosiescala no more coffee for you <U+2716><U+2615><U+2716>",FALSE,"rosiescala",2013-08-09 02:42:17,FALSE,"365663074734186497","365664300116873220","251625922","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MandyTorresss",0,FALSE,NA,NA
"79","If I were to go #Starbucks right now, I'd get a Venti Iced Vanilla coffee, w/ 2 pumps of white mocha, breve, and Extra Extra caramel drizzle",FALSE,NA,2013-08-09 02:42:16,FALSE,NA,"365664296153251840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","meganmansor",0,FALSE,NA,NA
"80","@DanielleATucker do u have any suggestions on what to put in coffee instead of cream? :-) like maybe almond milk? And honey?",FALSE,"DanielleATucker",2013-08-09 02:42:16,FALSE,"365645590723444736","365664295360536578","161084411","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SweetiePieSyd",0,FALSE,NA,NA
"81","RT @JonasWorldFeed: Play Ping Pong with Joe. Take a tour of the stage with Nick. Have coffee with Kevin. Charity auction: https://t.co/VTkK…",FALSE,NA,2013-08-09 02:42:16,FALSE,NA,"365664294873997312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YhosdalyL",6,FALSE,NA,NA
"82","@trishrothgeb @colecoffee @Timothybhill @LorenzoPerkins I'm creating my own ""Mighty Fine"" scale for coffee: goes to 110.",FALSE,"trishrothgeb",2013-08-09 02:42:15,FALSE,"365663863389167616","365664292869124097","16713957","web","HIflyer",0,FALSE,NA,NA
"83","you me at six (aka my favorite people) on the cover of Kerrang and iced coffee. I am very content. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> http://t.co/IuH05pTRuI",FALSE,NA,2013-08-09 02:42:15,FALSE,NA,"365664291598254081",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","shevmigoats",0,FALSE,NA,NA
"84","Jared got gum on his coffee lid and Jensen was clearly 1000% done.  But like a good big brother he gave him his ow http://t.co/QQH012ZYVw",FALSE,NA,2013-08-09 02:42:15,FALSE,NA,"365664290277044224",NA,"<a href=""http://twitpic.com"" rel=""nofollow"">Twitpic</a>","WeLoveSPN",1,FALSE,NA,NA
"85","Have to be up early tomorrow, and yet I just finished a large coffee. Avoid me at all costs tmrw",FALSE,NA,2013-08-09 02:42:13,FALSE,NA,"365664283494858755",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Shamrock_NY",0,FALSE,NA,NA
"86","Someone come to the ridges hotel and chill ! There is a coffee shop here aswell ! Please",FALSE,NA,2013-08-09 02:42:13,FALSE,NA,"365664283243184128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SketcheeeN",0,FALSE,NA,NA
"87","@LaurenKMcKellar HAHA never! Takes much more for death plots. Denying me coffee? Yes. Edits that will make my book great? *bakes cookies*",FALSE,"LaurenKMcKellar",2013-08-09 02:42:13,FALSE,"365662890927198208","365664281817124864","408751985","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elledoo",0,FALSE,NA,NA
"88","RT @lesbolife: wake up naked drinking coffee, making plans to change the world while the world was changing us",FALSE,NA,2013-08-09 02:42:12,FALSE,NA,"365664279724167170",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","radicalann_",22,FALSE,NA,NA
"89","I probably shouldn't be drinking coffee this late but oh well. Ill just chug a bottle of zzzquil.",FALSE,NA,2013-08-09 02:42:12,FALSE,NA,"365664279724167168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xoxohail",0,FALSE,NA,NA
"90","""There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in rats.""",FALSE,NA,2013-08-09 02:42:12,FALSE,NA,"365664279032119297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vir1502",0,FALSE,NA,NA
"91","We went to town and ate a half decent baked cheese cake. I think we might have a new place for coffee… http://t.co/UfZCfcpSB3",FALSE,NA,2013-08-09 02:42:11,FALSE,NA,"365664275039137793",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","WholeLarderLove",0,FALSE,NA,NA
"92","Coffee",FALSE,NA,2013-08-09 02:42:11,FALSE,NA,"365664274674229248",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","katzseremane",0,FALSE,NA,NA
"93","Double apple shisha &amp; coffee.. What else you need for this night? <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,NA,2013-08-09 02:42:11,FALSE,NA,"365664274212847617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ali_Assi28",0,FALSE,NA,NA
"94","I made coffee.",FALSE,NA,2013-08-09 02:42:08,FALSE,NA,"365664261730603008",NA,"web","CameronAtrium",0,FALSE,NA,NA
"95","it's Pepsi for me... ""@bombaytweeting: I love you less than coffee, which is more than enough.""",FALSE,NA,2013-08-09 02:42:08,FALSE,NA,"365664261457981441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","musicaddict75",0,FALSE,NA,NA
"96","@chandradawn1 COFFEE!!! COFFEE COFFEE!!! COFFEE!",FALSE,"chandradawn1",2013-08-09 02:42:07,FALSE,"365662779413241856","365664259469881344","373161911","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JonsCrazyTweets",0,FALSE,NA,NA
