"RegistrationNum","FileNum","Owner","heightFT","lat","lon","city","state","zip5"
1007376,"A1051719","UNITED STATES CELLULAR CORPORATION",48.8,41.969444444444,-124.18805555556,"CRESCENT CITY","CA","95567"
1007719,"A1075499","American Tower, LLC",141.4,34.227222222222,-118.0675,"ALTADENA","CA","91023"
1007787,"A0834673","SBA Structures, LLC",30.4,35.360277777778,-120.65666666667,"SANTA MARGARITA","CA","93453"
1007898,"A0759100","United States Cellular Corporation",29,38.977527777778,-123.35741666667,"Ukiah","CA","95449"
1008559,"A0010191","FAIRFIELD, CITY OF",30.4,38.286111111111,-122.02861111111,"FAIRFIELD","CA","94533"
1008778,"A1053529","CCATT LLC",16.2,33.852944444444,-117.25488888889,"PERRIS","CA","92570"
1008945,"A1057644","Los Angeles SMSA Limited Partnership",23.2,33.631666666667,-117.83805555556,"IRVINE","CA","92602"
1009049,"A1010492","CCTM1 LLC",24.4,38.643694444444,-121.38725,"NORTH HIGHLANDS","CA","95821.0"
1009095,"A1025314","STC Five LLC",24.4,38.523805555556,-121.46991666667,"SACRAMENTO","CA","95820.0"
1009125,"A1049691","Lotus Bakersfield Corp.",76.2,35.486583333333,-118.88977777778,"BAKERSFIELD","CA","93308"
1009196,"A1055842","California RSA No. 4 Limited Partnership",35.5,37.301805555556,-120.48341666667,"MERCED","CA","95340"
1009393,"A0834676","SBA Structures, LLC",39,35.360277777778,-120.65658333333,"SANTA MARGARITA","CA","93453"
1010050,"A1025334","STC Five LLC",16.1,37.63,-122.43666666667,"SAN BRUNO","CA","94066"
1010318,"A0982468","SpectraSite Communications, LLC. through American Towers, LLC.",31.4,38.642777777778,-121.09147222222,"FOLSOM","CA","95762"
1010320,"A0012362","PACIFIC BELL MOBILE SERVICES",13.7,33.202777777778,-117.33333333333,"OCEANSIDE","CA","92049"
1010346,"A0154390","ABC HOLDING COMPANY DBA = KABC-TV",143.3,34.226944444444,-118.06694444444,"MT WILSON","CA","91023"
1010353,"A0012398","WAGENVOORD, DAVID DBA = WAGENVOORD ADVERTISING",64,36.615555555556,-121.89916666667,"MONTEREY","CA","93940"
1010547,"A0012622","CALLANDER, LARY DBA = C&L SERVICE",167,33.996111111111,-118.35111111111,"LOS ANGELES","CA","90043"
1010560,"A0829138","American Towers, LLC.",65.8,37.850111111111,-122.19266666667,"Orinda","CA","94563"
1010561,"A0816191","American Towers, LLC.",62.5,37.849972222222,-122.19255555556,"Orinda","CA","94563"
1010568,"A0816198","American Towers, LLC.",63.1,37.882361111111,-122.22086111111,"Orinda","CA","94563"
1010626,"A1031712","CCATT LLC",12.8,33.774833333333,-118.06227777778,"SEAL BEACH","CA","90740"
1010998,"A0013161","COLLANTES, ROLANDO DBA = KGEN RADIO POPULAR",132.1,36.204444444444,-119.56555555556,"HANFORD","CA","93230"
1011029,"A1057645","Los Angeles SMSA Limited Partnership",50.6,33.943944444444,-116.89369444444,"BANNING","CA","92220"
1011100,"A1057646","Los Angeles SMSA Limited Partnership",23.2,33.904444444444,-118.25444444444,"COMPTON","CA","90059"
1011101,"A1057647","Los Angeles SMSA Limited Partnership",35.7,34.222777777778,-119.02583333333,"CAMARILLO","CA","93012"
1011102,"A1057648","Los Angeles SMSA Limited Partnership",18.3,33.930277777778,-118.27727777778,"LOS ANGELES","CA","90061"
1011103,"A1057649","Los Angeles SMSA Limited Partnership",32,33.929166666667,-118.30227777778,"LOS ANGELES","CA","90304"
1011104,"A1057650","Los Angeles SMSA Limited Partnership",23.1,34.034166666667,-118.447,"LOS ANGELES","CA","90049"
1011116,"A1057651","Los Angeles SMSA Limited Partnership",32.6,33.8825,-117.55472222222,"CORONA","CA","92877"
1011198,"A1057653","Los Angeles SMSA Limited Partnership",23.2,34.113333333333,-117.97388888889,"IRWINDALE","CA","91706"
1011199,"A1057654","Los Angeles SMSA Limited Partnership",13.7,33.625277777778,-117.69277777778,"LAKE FOREST","CA","92630"
1011200,"A1057655","Los Angeles SMSA Limited Partnership",32.3,34.116388888889,-117.24416666667,"HIGHLAND","CA","92346"
1011235,"A1057656","Los Angeles SMSA Limited Partnership",24.1,33.915222222222,-118.28680555556,"LOS ANGELES","CA","90247"
1011236,"A1057657","Los Angeles SMSA Limited Partnership",21.3,34.12,-118.06416666667,"TEMPLE CITY","CA","91007"
1011238,"A1057658","Los Angeles SMSA Limited Partnership",23.2,33.666388888889,-117.88027777778,"COSTA MESA","CA","92625"
1011240,"A1057659","Los Angeles SMSA Limited Partnership",32.6,34.084722222222,-117.54388888889,"RANCHO CUCAMONGA","CA","91701"
1011241,"A1057660","Los Angeles SMSA Limited Partnership",18.9,34.213,-118.36338888889,"SUN VALLEY","CA","91352"
1011242,"A1057661","Los Angeles SMSA Limited Partnership",29.5,33.881111111111,-117.605,"CORONA","CA","92882"
1011376,"A1057662","Los Angeles SMSA Limited Partnership",23.5,34.103888888889,-117.78583333333,"LA VERNE","CA","91750"
1011377,"A1057663","Los Angeles SMSA Limited Partnership",18.9,34.106666666667,-118.03166666667,"ARCADIA","CA","91007"
1011378,"A1062566","American Towers, LLC",25,33.815,-118.17388888889,"LONG BEACH","CA","90755"
1011379,"A1057665","Los Angeles SMSA Limited Partnership",51.5,33.917777777778,-117.5625,"NORCO","CA","92860"
1011380,"A1057666","Los Angeles SMSA Limited Partnership",22.6,34.130833333333,-118.00172222222,"MONROVIA","CA","91016"
1011381,"A1057667","Los Angeles SMSA Limited Partnership",29.3,34.265,-118.46980555556,"MISSION HILLS","CA","91345"
1011382,"A1057668","Los Angeles SMSA Limited Partnership",23.2,33.868611111111,-117.96083333333,"FULLERTON","CA","92833"
1011383,"A1025358","STC Five LLC",25.6,37.368333333333,-122.08333333333,"MOUNTAIN VIEW","CA","94040"
1011384,"A1025359","STC Five LLC",11.6,37.085166666667,-121.60133333333,"SAN MARTIN","CA","95046"
1011404,"A0972681","SACRAMENTO TOWER JOINT VENTURE",624.5,38.24,-121.50194444444,"WALNUT GROVE","CA","95680"
1011405,"A1010908","Crown Castle Towers 06-2 LLC",138.4,38.630611111111,-120.85691666667,"EL DORADO","CA","95682"
1011488,"A1051021","CHANNEL 51 OF SAN DIEGO ,INC.",60.1,32.6975,-116.93491666667,"SPRING VALLEY","CA","91978"
1011527,"A0829845","KSWB, LLC",68.2,32.696388888889,-116.93611111111,"SAN DIEGO","CA","91978"
1011538,"A1095265","Vertical Bridge CC AM, LLC",208.5,33.879666666667,-118.01380555556,"LA MIRADA","CA","90638"
1011583,"A0392693","Monterey County Broadcasters, Inc.",64.6,36.562888888889,-121.43522222222,"GONZALES","CA","93926"
1011584,"A0392692","Monterey County Broadcasters, Inc.",64.6,36.562611111111,-121.43575,"GONZALES","CA","93926"
1011585,"A0078323","DIOCESE OF SAN BERNARDINO DBA = CARITAS TELECOMMUNICATIONS",41.2,34.064166666667,-117.58361111111,"ONTARIO","CA","91761"
1011586,"A0816204","American Towers, LLC.",43.6,36.206222222222,-121.11472222222,"KING CITY","CA","93930"
1011704,"A0393052","Tulare, County of",61.9,36.281888888889,-119.30677777778,"VISALIA","CA","93277"
1011706,"A1001744","IWG Towers Assets I, LLC",61,36.816888888889,-119.88347222222,"FRESNO","CA","93650"
1011707,"A1054070","CTI Towers Assets III, LLC",95.1,36.955555555556,-120.03380555556,"MADERA","CA","93638"
1011708,"A1012597","Crown Castle MU LLC",73.4,37.240277777778,-120.31633333333,"PLAINSBURG","CA","95365"
1011711,"A1075662","Time Warner Cable Pacific West LLC",43.9,33.680833333333,-117.87416666667,"Costa Mesa","CA","92626"
1011776,"A1023902","STC One LLC",16.2,34.220055555556,-118.38994444444,"NORTH HOLLYWOOD","CA","91605"
1011777,"A1023903","STC One LLC",17.4,34.272944444444,-118.42280555556,"PACOIMA","CA","91340"
1011779,"A1057670","Los Angeles SMSA Limited Partnership",19.5,33.790277777778,-118.14833333333,"LONG BEACH","CA","90804"
1011781,"A1057671","Los Angeles SMSA Limited Partnership",27.7,33.9275,-117.25277777778,"MORENO VALLEY","CA","92553"
1011782,"A1057672","Los Angeles SMSA Limited Partnership",19.8,34.200555555556,-118.47416666667,"VAN NUYS","CA","90001"
1011783,"A1057673","Los Angeles SMSA Limited Partnership",32.3,34.012222222222,-117.43833333333,"RUBIDOUX","CA","92509"
1011785,"A1057674","Los Angeles SMSA Limited Partnership",19.8,33.930583333333,-118.40258333333,"EL SEGUNDO","CA","90245"
1011786,"A1057675","Los Angeles SMSA Limited Partnership",27.4,34.221388888889,-118.39063888889,"NORTH HOLLYWOOD","CA","91605"
1011787,"A1057676","Los Angeles SMSA Limited Partnership",29.3,34.325277777778,-119.03983333333,"SANTA PAULA","CA","93066"
1011788,"A1057677","Los Angeles SMSA Limited Partnership",18.3,33.683055555556,-117.85722222222,"IRVINE","CA","92602"
1011790,"A1057679","Los Angeles SMSA Limited Partnership",60.7,33.715583333333,-117.9095,"SANTA ANA","CA","92701"
1011791,"A1057743","Modoc RSA Limited Partnership",33.8,41.532055555556,-120.17338888889,"CEDARVILLE","CA","96104"
1011792,"A1057744","Modoc RSA Limited Partnership",34.7,40.795277777778,-120.37055555556,"RAVENDALE","CA","96123"
1011793,"A1075833","Modoc RSA Limited Partnership",28,41.483055555556,-120.54913888889,"ALTURAS","CA","96101"
1011940,"A0816208","American Towers, LLC.",92.7,38.495694444444,-121.80786111111,"DIXON","CA","95620"
1011943,"A0014302","FAITH COMMUNICATIONS CORP",18.3,34.611111111111,-117.28972222222,"VICTORVILLE","CA","92307"
1011966,"A0014331","SIERRA BROADCASTING CORPORATION",60,40.453611111111,-120.57166666667,"SUSANVILLE","CA","96127"
1011973,"A1025375","STC Five LLC",8.5,38.108,-122.56455555556,"NOVATO","CA","94915"
1011979,"A0908265","PWM Inc.",67,40.726416666667,-123.97519444444,"KNEELAND","CA","95549"
1012016,"A1059110","Sacramento Valley Limited Partnership",46.3,39.7345,-121.86158333333,"CHICO","CA","95926"
1012018,"A1059111","Sacramento Valley Limited Partnership",45.7,39.516666666667,-122.18611111111,"WILLOWS","CA","95988"
1012020,"A1059112","Sacramento Valley Limited Partnership",34.7,40.194166666667,-122.24888888889,"RED BLUFF","CA","96080"
1012022,"A0733896","Fisher Wireless Services, Inc.",65.5,32.799166666667,-115.57777777778,"El Centro","CA","92243"
1012025,"A1061543","Verizon Wireless (VAW) LLC",64.9,32.699444444444,-115.28111111111,"Bonds Corner","CA","92250"
1012042,"A1023904","STC One LLC",16.8,34.2915,-118.41505555556,"SAN FERNANDO","CA","91340"
1012084,"A1059113","Sacramento Valley Limited Partnership",72.2,38.874611111111,-121.70772222222,"ROBBINS","CA","95676"
1012210,"A0014631","WESTSTAR COMMUNICATIONS III",12.4,36.798611111111,-118.20222222222,"INDEPENDENCE","CA","93526"
1012211,"A0014632","WESTSTAR COMMUNICATIONS III",21.9,37.340555555556,-118.30361111111,"BISHOP","CA","93514"
1012212,"A1084121","Cequel III Communications I dba Suddenlink Communications",19.2,37.365277777778,-118.36888888889,"BISHOP","CA","93514"
1012217,"A0496920","RIVERSIDE, COUNTY OF",25,33.877777777778,-117.57697222222,"CORONA","CA","92882"
1012218,"A0715463","Riverside, County of",18.3,33.789722222222,-117.23111111111,"PERRIS","CA","92570"
1012220,"A0431130","Riverside, County of",36.6,33.962222222222,-117.28083333333,"RIVERSIDE","CA","92507"
1012221,"A0977419","Fox Television Stations, LLC",76,34.224166666667,-118.06333333333,"EL MONTE","CA","91023"
1012222,"A0977420","Fox Television Stations, LLC",60.7,34.224166666667,-118.06333333333,"EL MONTE","CA","91023"
1012244,"A0916007","KCETLink",110.6,34.223888888889,-118.06305555556,"MOUNT WILSON","CA","91023"
1012245,"A0014668","COMMUNITY TELEVISION OF SOUTHERN CALIFORNIA DBA = KCET TV",51.5,35.373611111111,-119.01833333333,"BAKERSFIELD","CA","93301"
1012278,"A0830005","KTXL, LLC",608.7,38.271666666667,-121.50611111111,"WALNUT GROVE","CA","95690.0"
1012280,"A0941015","PWM Inc.",103.6,40.726722222222,-123.97361111111,"KNEELAND","CA","95549"
1012284,"A0864873","Hughes Communications",123.4,37.533055555556,-120.02777777778,"MARIPOSA","CA","95338"
1012286,"A1025396","STC Five LLC",9.8,38.156972222222,-122.56677777778,"NOVATO","CA","94952"
1012294,"A1057680","Los Angeles SMSA Limited Partnership",23.2,33.804722222222,-118.06,"LOS ALAMITOS","CA","90720"
1012295,"A1057681","Los Angeles SMSA Limited Partnership",21.9,34.088805555556,-118.06727777778,"TEMPLE CITY","CA","91780"
1012297,"A1057682","Los Angeles SMSA Limited Partnership",20.7,33.877527777778,-118.23536111111,"COMPTON","CA","90220"
1012298,"A1057683","Los Angeles SMSA Limited Partnership",50.3,34.057333333333,-117.21052777778,"REDLANDS","CA","92359"
1012299,"A1057684","Los Angeles SMSA Limited Partnership",34.8,34.195277777778,-119.17038888889,"OXNARD","CA","93030"
1012300,"A1057685","Los Angeles SMSA Limited Partnership",39.6,34.092777777778,-117.73783333333,"POMONA","CA","91767"
1012301,"A1057686","Los Angeles SMSA Limited Partnership",32.3,34.286111111111,-118.40694444444,"SYLMAR","CA","91331"
1012302,"A1057687","Los Angeles SMSA Limited Partnership",51.8,33.754444444444,-117.18666666667,"SUN CITY","CA","92585"
1012303,"A1057688","Los Angeles SMSA Limited Partnership",25.6,34.079694444444,-117.62769444444,"ONTARIO","CA","91764"
1012304,"A1057689","Los Angeles SMSA Limited Partnership",19.8,33.774833333333,-118.06225,"SEAL BEACH","CA","90740"
1012346,"A0886745","SBA GC Towers, LLC",122.8,39.9625,-121.71222222222,"PARADISE","CA","95973"
1012372,"A1063910","Sinclair Television of Fresno, LLC",147.8,36.667222222222,-118.87916666667,"TULARE COUNTY","CA","93262"
1012373,"A1063909","Sinclair Television of Fresno, LLC",76.8,36.287694444444,-118.83980555556,"SPRINGVILLE","CA","93265"
1012409,"A1059114","Sacramento Valley Limited Partnership",36.6,41.595555555556,-122.87694444444,"FORT JONES","CA","96032"
1012416,"A0906268","SBA GC Towers, LLC",80.8,40.960694444444,-124.06972222222,"McKinleyville","CA","95519"
1012430,"A1087353","Sacramento Valley Limited Partnership",46.6,38.678611111111,-121.82055555556,"WOODLAND","CA","95695"
1012433,"A1059116","Sacramento Valley Limited Partnership",59.4,38.350555555556,-121.39694444444,"SACRAMENTO","CA","95757.0"
1012434,"A1059117","Sacramento Valley Limited Partnership",35.7,38.647222222222,-121.36277777778,"SACRAMENTO","CA","95841.0"
1012436,"A1059118","Sacramento Valley Limited Partnership",31.4,39.276,-120.70880555556,"BLUE CANYON","CA","95715"
1012437,"A1059119","Sacramento Valley Limited Partnership",37.5,38.656,-121.56272222222,"SACRAMENTO","CA","95834.0"
1012438,"A1059120","Sacramento Valley Limited Partnership",31.7,38.498527777778,-121.46438888889,"SACRAMENTO","CA","95823.0"
1012439,"A1059121","Sacramento Valley Limited Partnership",26.5,38.511,-121.50438888889,"SACRAMENTO","CA","95822.0"
1012440,"A1059122","Sacramento Valley Limited Partnership",42.7,38.439166666667,-121.50777777778,"CLARKSBURG","CA","95612"
1012441,"A1059123","Sacramento Valley Limited Partnership",20.1,38.645833333333,-121.41777777778,"SACRAMENTO","CA","95838.0"
1012442,"A1059124","Sacramento Valley Limited Partnership",35.1,38.904333333333,-121.29411111111,"LINCOLN","CA","95648"
1012445,"A1059125","Sacramento Valley Limited Partnership",28,38.68625,-121.39411111111,"SACRAMENTO","CA","95660"
1012525,"A0015022","INTERNATIONAL CHURCH OF THE FOURSQUARE GOSPEL DBA = RADIO STATION KFSG FM",67.8,34.085,-118.20333333333,"LOS ANGELES","CA","90001"
1012545,"A1061539","Verizon Wireless (VAW) LLC",44.8,32.713388888889,-117.12891666667,"San Diego","CA","92014"
1012626,"A1061538","Verizon Wireless (VAW) LLC",30.5,33.008916666667,-116.97058333333,"RAMONA","CA","92064"
1012627,"A1061537","Verizon Wireless (VAW) LLC",16.8,32.896638888889,-117.09366666667,"SAN DIEGO","CA","92014"
1012628,"A1061536","Verizon Wireless (VAW) LLC",50.9,32.819777777778,-117.17280555556,"SAN DIEGO","CA","92111"
1012630,"A1061534","Verizon Wireless (VAW) LLC",13.7,32.809444444444,-117.15166666667,"SAN DIEGO","CA","92123"
1012631,"A1061533","Verizon Wireless (VAW) LLC",32,32.784166666667,-116.97916666667,"EL CAJON","CA","92020"
1012632,"A1061532","Verizon Wireless (VAW) LLC",15.2,33.105277777778,-117.235,"CARLSBAD","CA","92009"
1012633,"A1061531","Verizon Wireless (VAW) LLC",41.1,32.828111111111,-117.14836111111,"SAN DIEGO","CA","92111"
1012634,"A1061530","Verizon Wireless (VAW) LLC",9.1,32.725555555556,-117.24444444444,"SAN DIEGO","CA","92107"
1012635,"A0306093","Borrego Springs Fire Protection District",34.1,33.261388888889,-116.37222222222,"BORREGO SPRINGS","CA","92004"
1012636,"A1061529","Verizon Wireless (VAW) LLC",49.7,33.153638888889,-117.25613888889,"CARLSBAD","CA","92081"
1012637,"A1061528","Verizon Wireless (VAW) LLC",27.4,33.225555555556,-117.36638888889,"OCEANSIDE","CA","92049"
1012638,"A1061527","Verizon Wireless (VAW) LLC",17.4,32.828611111111,-116.94222222222,"SANTEE","CA","92040"
1012648,"A1059129","Sacramento Valley Limited Partnership",31.7,37.857972222222,-121.22547222222,"MANTECA","CA","95231"
1012649,"A1059130","Sacramento Valley Limited Partnership",59.7,38.145472222222,-121.31605555556,"LODI","CA","95258"
1012651,"A1059131","Sacramento Valley Limited Partnership",35.1,37.603027777778,-120.97444444444,"CERES","CA","95307"
1012667,"A0015213","PACIFIC BELL MOBILE SERVICES",18.3,34.223888888889,-118.39277777778,"SUN VALLEY","CA","91352"
1012670,"A0778648","T-Mobile West LLC",14,33.816666666667,-118.18416666667,"SIGNAL HILL","CA","90807"
1012704,"A1021658","T-Mobile West Tower LLC",28.3,35.055277777778,-118.17055555556,"MOJAVE","CA","93501"
1012727,"A1010493","CCTM1 LLC",14.3,33.959166666667,-118.42305555556,"LOS ANGELES","CA","90045"
1012767,"A1021659","T-Mobile West Tower LLC",18.9,34.255277777778,-118.52944444444,"NORTHRIDGE","CA","90001"
1012772,"A1055648","PTI US TOWERS II, LLC",18.3,34.276194444444,-118.37488888889,"Sylmar","CA","91040"
1012819,"A0816214","American Towers, LLC.",42.7,33.008694444444,-116.97094444444,"Ramona","CA","92064"
1012836,"A1075163","American Towers, LLC.",296.4,34.231944444444,-118.0725,"MOUNT WILSON","CA","91001"
1012839,"A1042019","CBS Radio East Inc.",156.5,38.138888888889,-122.53111111111,"NOVATO","CA","94915"
1012840,"A1042020","CBS Radio East Inc.",156.5,38.139722222222,-122.53222222222,"NOVATO","CA","94915"
1012849,"A0829376","United States Cellular Corporation",22.9,39.179111111111,-123.21961111111,"Ujiah","CA","95482"
1012850,"A0254010","UNITED STATES CELLULAR CORPORATION",48.8,39.274166666667,-123.68833333333,"MENDOCINO","CA","95427"
1012852,"A0254012","UNITED STATES CELLULAR CORPORATION",50.3,38.930555555556,-123.14,"HOPLAND","CA","95449"
1012855,"A1042595","Transtower, Inc.",472.1,38.247222222222,-121.50194444444,"WALNUT GROVE","CA","95690.0"
1012887,"A0551273","ABC Radio Los Angeles Assets, LLC",100.5,34.113333333333,-117.99944444444,"IRWINDALE","CA","91706"
1012888,"A0551274","ABC Radio Los Angeles Assets, LLC",100.5,34.114444444444,-117.99916666667,"IRWINDALE","CA","91706"
1012898,"A1072036","Vertical Bridge Towers, LLC",95,36.818611111111,-119.51,"FRESNO","CA","93657"
1012944,"A0893684","UNITED STATES CELLULAR CORPORATION",65.5,41.197111111111,-120.93497222222,"ADIN","CA","96006"
1012945,"A1032442","UNITED STATES CELLULAR CORPORATION",50.3,38.9,-123.04666666667,"HOPLAND","CA","95449"
1012971,"A0728074","SUSQUEHANNA RADIO CORP",62.5,37.650833333333,-122.15,"HAYWARD","CA","94540"
1012972,"A0728076","SUSQUEHANNA RADIO CORP",62.5,37.650555555556,-122.15083333333,"HAYWARD","CA","94540"
1012973,"A0728077","SUSQUEHANNA RADIO CORP",62.5,37.650555555556,-122.15166666667,"HAYWARD","CA","94540"
1012974,"A0728078","SUSQUEHANNA RADIO CORP",62.5,37.650277777778,-122.1525,"HAYWARD","CA","94540"
1012975,"A0728105","SUSQUEHANNA RADIO CORP",62.5,37.651111111111,-122.15222222222,"HAYWARD","CA","94540"
1012989,"A0015587","YOLO LUMBER CO INC",62,38.691111111111,-121.76277777778,"WOODLAND","CA","95776"
1012991,"A0337079","Verizon Wireless Messaging Services, LLC",36.2,33.009444444444,-116.97055555556,"SAN DIEGO","CA","92064"
1013003,"A1031622","CCATT LLC",50,36.369111111111,-119.626,"HANFORD","CA","93230"
1013050,"A0015657","WATSONVILLE MUNICIPAL AIRPORT",17.4,36.933888888889,-121.78916666667,"WATSONVILLE","CA","95076"
1013059,"A0660402","COUNTY OF MONTEREY",30.2,36.692777777778,-121.62666666667,"SALINAS","CA","93905"
1013060,"A1010494","CCTM1 LLC",25.6,36.640833333333,-121.61055555556,"SALINAS","CA","93901"
1013085,"A1011833","PTI US Towers II, LLC",18.3,33.907222222222,-118.39388888889,"EL SEGUNDO","CA","90245"
1013086,"A1010495","CCTM1 LLC",15.5,33.874972222222,-118.24930555556,"CARSON","CA","90746"
1013093,"A0015703","KINGS, COUNTY OF",27.1,36.335555555556,-119.64555555556,"HANFORD","CA","93230"
1013095,"A0015705","KINGS, COUNTY OF",7.6,36.285277777778,-119.78472222222,"LEMOORE","CA","93245"
1013096,"A0015706","KINGS, COUNTY OF",5.5,36.302222222222,-119.65333333333,"HANFORD","CA","93230"
1013097,"A0015707","KINGS, COUNTY OF",5.5,36.302222222222,-119.65222222222,"HANFORD","CA","93230"
1013098,"A0015708","KINGS, COUNTY OF",24.4,35.928611111111,-120.13055555556,"AVENAL","CA","93204"
1013099,"A0015709","KINGS, COUNTY OF",29.2,36.330277777778,-119.66666666667,"HANFORD","CA","93230"
1013100,"A0015710","KINGS, COUNTY OF",12.2,36.098888888889,-119.55083333333,"CORCORAN","CA","93212"
