"RegistrationNum","FileNum","Owner","heightFT","lat","lon","city","state","zip5"
1042961,"A0050608","BALCH BRIDGE STREET CORPORATION DBA = BALCH COMMUNICATIONS",58.5,41.877222222222,-72.610833333333,"EAST WINDSOR","CT","06088"
1043495,"A0903220","AT&T Corp",81.7,41.487472222222,-72.929305555556,"CHESHIRE","CT","06410"
1043496,"A0300748","Subcarrier Communications, Inc.",96.9,41.468611111111,-72.203611111111,"MONTVILLE","CT","06353"
1043497,"A0896306","American Towers, LLC",105.5,41.052833333333,-73.563055555556,"STAMFORD","CT","06902"
1043730,"A1070451","GHT, LLC Connecticut",92.3,41.683416666667,-72.215388888889,"LEBANON","CT","06249"
1043731,"A1088298","Nutmeg Broadcasting Company",124,41.715277777778,-72.189166666667,"WILLIMANTIC","CT","06280"
1043732,"A0833149","SBA Properties, LLC",90.8,41.702805555556,-72.221861111111,"WILLIMANTIC","CT","06249"
1043733,"A0833150","SBA Properties, LLC",59.4,41.703,-72.221388888889,"WILLIMANTIC","CT","06249"
1043980,"A1069332","Nexstar Broadcasting, Inc.",276.4,41.422833333333,-72.951361111111,"HAMDEN","CT","06518"
1044412,"A0052417","GROTON, TOWN OF",39.6,41.346666666667,-72.008333333333,"GROTON","CT","06340"
1044706,"A1001809","IWG Towers Assets I, LLC",107.6,41.460833333333,-71.928888888889,"NORTH STONINGTON","CT","06338"
1044707,"A1001810","IWG Towers Assets I, LLC",73.2,41.589861111111,-72.53175,"EAST HAMPTON","CT","06424"
1044708,"A0588529","Comcast of Clinton CT, Inc.",95.7,41.396666666667,-72.5575,"Killingsworth","CT","06419"
1044874,"A0975412","Outlet Broadcasting LLC",344.1,41.700555555556,-72.831944444444,"FARMINGTON","CT","06032"
1044917,"A1030807","CCATT LLC",76.5,41.341666666667,-73.274444444444,"MONROE","CT","06468"
1045019,"A0923832","Connoisseur Media of Connecticut, LLC",94.8,41.813166666667,-72.695583333333,"BLOOMFIELD","CT","06002"
1045020,"A0923833","Connoisseur Media of Connecticut, LLC",94.8,41.813166666667,-72.696638888889,"BLOOMFIELD","CT","06002"
1045021,"A0923834","Connoisseur Media of Connecticut, LLC",41.2,41.562222222222,-72.843888888889,"MERIDEN","CT","06450"
1045022,"A0923835","Connoisseur Media of Connecticut, LLC",146.3,41.566388888889,-73.055833333333,"WATERBURY","CT","06702"
1045023,"A0923836","Connoisseur Media of Connecticut, LLC",99,41.758611111111,-73.051944444444,"HARWINTON","CT","06791"
1045024,"A0923837","Connoisseur Media of Connecticut, LLC",99,41.757777777778,-73.051111111111,"HARWINTON","CT","06791"
1045025,"A0923838","Connoisseur Media of Connecticut, LLC",99,41.756944444444,-73.050277777778,"HARWINTON","CT","06791"
1045056,"A1020159","Pinnacle Towers LLC",67.4,41.708944444444,-72.473444444444,"MANCHESTER","CT","06033"
1045076,"A0053199","CONNECTICUT, STATE OF",85,41.473333333333,-72.115833333333,"MONTVILLE","CT","06353"
1045077,"A0702871","CONNECTICUT, STATE OF",56,41.513611111111,-73.124444444444,"MIDDLEBURY","CT","06762"
1045078,"A0053201","CONNECTICUT, STATE OF",50,41.365833333333,-72.266111111111,"NIANTIC","CT","06333"
1045079,"A0553324","CONNECTICUT, STATE OF",103.6,41.5925,-72.321111111111,"COLCHESTER","CT","06415"
1045080,"A0053203","CONNECTICUT, STATE OF",55,41.172222222222,-73.192222222222,"BRIDGEPORT","CT","06604"
1045102,"A0053230","UNIONVILLE WATER COMPANY",36.3,41.698611111111,-72.890555555556,"FARMINGTON","CT","06032"
1045133,"A1095346","MCM Acquisition 2017, LLC",79.9,41.349805555556,-72.972694444444,"Hamden","CT","06501"
1045609,"A0485064","OCHENKOWSKI TOWERS LLC",91.4,41.368055555556,-72.81,"NORTH BRANFORD","CT","06472"
1045642,"A1034250","Cumulus Radio Corporation",77.1,41.385138888889,-72.069861111111,"GROTON","CT","06340"
1045783,"A1048797","157 Church, LLC",119.8,41.306944444444,-72.924166666667,"NEW HAVEN","CT","06511"
1045789,"A0305728","PSEG Power Connecticut, LLC",151.1,41.170555555556,-73.184166666667,"BRIDGEPORT","CT","06604"
1045791,"A1041989","CBS Radio Stations Inc.",138.3,41.774166666667,-72.805,"HARTFORD","CT","06001"
1045792,"A0786322","Sacred Heart University, Incorporated",137.2,41.046944444444,-73.526111111111,"STAMFORD","CT","06902"
1045832,"A0054007","STANEK, WILLIAM",59,41.813055555556,-72.454722222222,"VERNON","CT","06066"
1045859,"A0815263","American Towers, LLC",90.8,42.02525,-72.037,"WOODSTOCK","CT","01550"
1045860,"A0815264","American Towers, LLC",81.3,41.459833333333,-71.927333333333,"NORTH STONINGTON","CT","06338"
1045863,"A0815266","American Towers, LLC",85.3,41.871694444444,-71.820333333333,"Dayville","CT","06241"
1045868,"A0054043","RED WOLF BROADCASTING CORP",107,41.462222222222,-72.023611111111,"LEDYARD","CT","06339"
1045928,"A1041990","CBS Radio Stations Inc.",134.3,41.7775,-72.803888888889,"AVON","CT","06001"
1045929,"A1041991","CBS Radio Stations Inc.",134.1,41.777222222222,-72.805277777778,"AVON","CT","06001"
1045931,"A0619279","Cumulus Broadcasting LLC",92.9,41.160833333333,-73.164722222222,"BRIDGEPORT","CT","06614"
1045932,"A0619281","Cumulus Broadcasting LLC",92.6,41.159166666667,-73.164166666667,"BRIDGEPORT","CT","06614"
1045933,"A1072548","Vertical Bridge Towers, LLC",152.1,41.493527777778,-73.428861111111,"BROOKFIELD","CT","06776"
1045998,"A0332838","CROSSROADS COMMUNICATIONS OF OLD SAYBROOK, INC. DBA = WLIS-AM(2/2),NW TOWER, CBA#9, MOD",61.5,41.328055555556,-72.388611111111,"ESSEX VILLAGE","CT","06426"
1046000,"A0332837","CROSSROADS COMMUNICATIONS OF OLD SAYBROOK, INC. DBA = WLIS-AM(1/2),SE TOWER, CBA#9, MOD",61.7,41.3275,-72.388333333333,"ESSEX VILLAGE","CT","06426"
1046003,"A0332839","CROSSROADS COMMUNICATIONS OF OLD SAYBROOK, INC. DBA = WMRD-AM(1),CBA 17, FAA MOD",68.1,41.5575,-72.619444444444,"PORTLAND","CT","06457"
1046052,"A0054249","CANDIDO D. CARRELO DBA = WFNW-AM(3/3), CBA#23, FAA MOD",77.4,41.51,-73.055,"NAUGATUCK","CT","06770"
1046053,"A0054251","CANDIDO D. CARRELO DBA = WFNW-AM(2/3), CBA#23, FAA MOD",70.4,41.510277777778,-73.055277777778,"NAUGATUCK","CT","06770"
1046054,"A0054253","CANDIDO D. CARRELO DBA = WFNW-AM(1/3), CBA#23, FAA MOD",79,41.510555555556,-73.055277777778,"NAUGATUCK","CT","06770"
1046145,"A0332836","CROSSROADS COMMUNICATIONS OF OLD SAYBROOK, INC. DBA = WLIS- AUX TOWER, CBA#28, MOD",57.2,41.313888888889,-72.364166666667,"OLD SAYBROOK","CT","06475"
1046246,"A0927375","Educational Media Foundation",106,41.796666666667,-72.796666666667,"WEST HARTFORD","CT","06117"
1046308,"A0516349","RK BRADLEY ASSOCIATES LIMITED PARTNERSHIP",40.2,41.930972222222,-72.686138888889,"WINDSOR LOCKS","CT","06096"
1046310,"A0054567","HENDAL, MYRON",36.6,41.334722222222,-72.136388888889,"WATERFORD","CT","06385"
1046315,"A1076450","New Cingular Wireless PCS, LLC",23.2,41.359527777778,-73.465472222222,"Danbury","CT","06810"
1046316,"A1076449","New Cingular Wireless PCS, LLC",56.7,41.304194444444,-73.118333333333,"SHELTON","CT","06484"
1046317,"A0926192","The Southern New England Telephone Company",94.8,41.309166666667,-72.921777777778,"NEW HAVEN","CT","06510"
1046318,"A0926191","The Southern New England Telephone Company",68,41.353861111111,-72.097861111111,"NEW LONDON","CT","06320"
1046319,"A0926190","The Southern New England Telephone Company",76.5,41.053444444444,-73.535638888889,"STAMFORD","CT","06901"
1046320,"A1086985","FDSPIN WILLARD LLC",118.9,41.128277777778,-73.390166666667,"NORWALK","CT","06851"
1046926,"A1001818","IWG Towers Assets I, LLC",103.3,41.362027777778,-73.112888888889,"Seymour","CT","06483"
1046927,"A0833158","SBA Properties, LLC",90.8,41.569722222222,-73.0175,"Waterbury","CT","06704"
1048478,"A0828941","MOUNTAINTOP ENTERPRISES INC",90.2,41.802555555556,-72.441194444444,"BOLTON","CT","06043"
1049009,"A0815273","American Towers, LLC",97.9,41.428777777778,-72.603805555556,"LITTLE CITY","CT","06419"
1049519,"A0913740","American Towers, LLC",120.7,41.496111111111,-72.618138888889,"DURHAM","CT","06441"
1051784,"A1087750","iHeartMedia Entertainment, Inc.",60.5,41.287222222222,-72.947222222222,"WEST HAVEN","CT","06516"
1051785,"A1087751","iHeartMedia Entertainment, Inc.",60.3,41.287777777778,-72.946111111111,"WEST HAVEN","CT","06516"
1051786,"A1072616","Vertical Bridge Towers, LLC",76.1,41.366944444444,-72.937222222222,"HAMDEN","CT","06514"
1051787,"A1072617","Vertical Bridge Towers, LLC",75.1,41.3675,-72.937777777778,"HAMDEN","CT","06514"
1051788,"A1072618","Vertical Bridge Towers, LLC",75.1,41.368222222222,-72.938444444444,"HAMDEN","CT","06514"
1051789,"A1072619","Vertical Bridge Towers, LLC",81.3,41.368611111111,-72.938888888889,"HAMDEN","CT","06514"
1051825,"A0836482","SBA Towers, LLC",51.8,41.360555555556,-73.424444444444,"BETHEL","CT","06801"
1051826,"A0836483","SBA Towers, LLC",51.8,41.623333333333,-71.942222222222,"HOPEVILLE","CT","06351"
1051827,"A0833178","SBA Properties, LLC",60.6,41.591027777778,-72.016944444444,"Lisbon","CT","06351"
1051829,"A0836485","SBA Towers, LLC",56.3,41.472277777778,-72.971444444444,"PROSPECT","CT","06712"
1051830,"A0833179","SBA Properties, LLC",60.6,41.38225,-71.903444444444,"Stonington","CT","06378"
1054658,"A0815303","American Towers, LLC",75.9,41.898277777778,-73.116,"WINSTED","CT","06098"
1054728,"A1074112","SBA Towers IX, LLC",77.7,41.978944444444,-71.852472222222,"THOMPSON","CT","06255"
1055335,"A1012306","Crown Atlantic Company LLC",46.3,41.73625,-72.720611111111,"W. HARTFORD","CT","06111"
1055336,"A1012307","Crown Atlantic Company LLC",39.9,41.731472222222,-72.607777777778,"EAST HARTFORD","CT","06118"
1055363,"A0065096","RADIO AMOR, INC.",87.2,41.345555555556,-73.113333333333,"ANSONIA","CT","06418"
1055364,"A0065097","RADIO AMOR, INC.",87.2,41.346666666667,-73.113611111111,"ANSONIA","CT","06418"
1055491,"A0815314","American Towers, LLC",70.7,41.280138888889,-73.185444444444,"Shelton","CT","06484"
1055492,"A1068694","American Towers, LLC",106.1,41.40475,-72.999972222222,"BETHANY","CT","06524"
1055558,"A0786199","Gois Broadcasting of Connecticut, LLC",84.5,41.715638888889,-72.809055555556,"Farmington","CT","06032"
1055559,"A0786201","Gois Broadcasting of Connecticut, LLC",84.5,41.716138888889,-72.809777777778,"Farmington","CT","06032"
1055560,"A0786204","Gois Broadcasting of Connecticut, LLC",84.5,41.716638888889,-72.8105,"Farmington","CT","06032"
1055561,"A0786196","Gois Broadcasting of Connecticut, LLC",83.5,41.716944444444,-72.811111111111,"Farmington","CT","06032"
1055650,"A0065433","THOMAS BROTHERS, INC DBA = WZMX-FM, CBA#14, THOMAS BROTHERS",59,41.562222222222,-72.844444444444,"MERIDAN","CT","06450"
1055651,"A0065435","THOMAS BROTHERS, INC. DBA = WWYZ-FM, CBA#15, THOMAS BROTHERS",60.7,41.563055555556,-72.844444444444,"MERIDAN","CT","06444"
1055848,"A0833209","SBA Properties, LLC",52.4,41.795805555556,-71.870333333333,"DANIELSON","CT","06387"
1055868,"A1012314","Crown Atlantic Company LLC",72.5,41.493583333333,-73.165277777778,"SOUTHBURY","CT","06488"
1055869,"A1012315","Crown Atlantic Company LLC",67.4,41.288944444444,-72.538472222222,"CLINTON","CT","06413"
1056403,"A1012328","Crown Atlantic Company LLC",57.3,41.443055555556,-72.506222222222,"HADDAM","CT","06438"
1056419,"A0815324","American Towers, LLC",98.1,41.8715,-71.821527777778,"KILLINGLY","CT","06241"
1057288,"A1065194","Sacred Heart University, Incorporated",63,41.115111111111,-73.434916666667,"NORWALK","CT","06854"
1057289,"A1065195","Sacred Heart University, Incorporated",63,41.115166666667,-73.434277777778,"NORWALK","CT","06850"
1057290,"A1047810","CTI Towers Assets II, LLC",114,41.115555555556,-73.434444444444,"NORWALK","CT","06850"
1057323,"A0067368","OCHENKOWSKI TOWERS LLC",91.6,41.368611111111,-72.81,"NORTHFORD","CT","06472"
1057561,"A0120211","THE BOARD OF TRUSTEES, THE UNIV. OF CT. DBA = WHUS",100.5,41.813888888889,-72.259444444444,"STORRS","CT","06268"
1058285,"A0564867","Freedom Communications of Connecticut, Inc.",62.4,41.776111111111,-72.556944444444,"MANCHESTER","CT","06040"
1058405,"A0920405","Global Tower, LLC. through American Towers, LLC",37.2,41.448972222222,-72.151111111111,"MONTVILLE","CT","06353"
1058406,"A0920406","Global Tower, LLC. through American Towers, LLC",44.8,41.602944444444,-72.528305555556,"EAST HAMPTON","CT","06424"
1059032,"A1002783","InSite Towers, LLC",107,41.576111111111,-72.956111111111,"WATERBURY","CT","06716"
1059566,"A0833271","SBA Properties, LLC",60.6,41.746,-71.880138888889,"MOOSUP","CT","06387"
1059583,"A1042546","Cablevision Systems of Southern Connecticut, LP",60.3,41.295277777778,-73.113611111111,"SHELTON","CT","06484"
1059887,"A0815337","American Towers, LLC",96.6,41.597666666667,-72.144972222222,"FRANKLIN","CT","06330"
1059919,"A1001834","IWG Towers Assets I, LLC",64.3,41.363333333333,-73.442777777778,"DANBURY","CT","06810"
1060081,"A0835011","SBA Structures, LLC",112.8,41.621583333333,-72.973638888889,"Wolcott","CT","06716"
1060082,"A0835012","SBA Structures, LLC",64,41.662222222222,-71.846944444444,"STERLING","CT","06384"
1060766,"A0836691","SBA Towers, LLC",55.1,41.929444444444,-71.88625,"PUTNAM","CT","06277"
1061015,"A1054085","CTI Towers Assets III, LLC",93,41.460916666667,-72.395194444444,"East Haddam","CT","06423"
1061016,"A1001838","IWG Towers Assets I, LLC",93.3,41.590805555556,-72.099916666667,"Norwich","CT","06360"
1061755,"A0072252","HINES NORTHEAST PROPERTIES DBA = ONE STATE STREET LIMITED PARTNERSHIP",98,41.766944444444,-72.669166666667,"HARTFORD","CT","06103"
1061803,"A0679573","CHANNEL 20, INC.",87.4,41.518055555556,-73.018333333333,"WATERBURY","CT","06706"
1062205,"A0072727","MANSFIELD, TOWN OF",12.5,41.777222222222,-72.2225,"MANSFIELD","CT","06268"
1062363,"A0072892","ST THOMAS SEMINARY DBA = WJMJ FM CBA7",39.5,41.7525,-72.994166666667,"HARWINTON","CT","06013"
1062364,"A0370621","QUINNIPIAC COLLEGE DBA = WQUN AM",63.1,41.377222222222,-72.9275,"Hamden","CT","06514"
1062365,"A0370840","QUINNIPIAC COLLEGE DBA = WQUN AM",63.1,41.377222222222,-72.929166666667,"Hamden","CT","06514"
1062366,"A0072895","BROTHERS, THOMAS DBA = WATR AM",62.7,41.536944444444,-73.029444444444,"WATERBURY","CT","06706"
1062367,"A0072896","BROTHERS, THOMAS DBA = WATR AM",63.4,41.536388888889,-73.029444444444,"WATERBURY","CT","06706"
1062368,"A0072897","BROTHERS, THOMAS DBA = WATR AM",63.2,41.535833333333,-73.029444444444,"WATERBURY","CT","06706"
1062369,"A1087641","Capstar Radio Operating Company",60.7,41.561666666667,-72.844166666667,"MERIDEN","CT","06450"
1062370,"A1087642","Capstar Radio Operating Company",62.4,41.5625,-72.844444444444,"MERIDEN","CT","06450"
1063268,"A0614694","Counterpoint Communications, Inc.",62,41.518611111111,-73.016666666667,"WATERBURY","CT","06712"
1064828,"A1079729","SBC Tower Holdings LLC",34.1,41.726583333333,-72.708166666667,"HARTFORD","CT","06111"
1065415,"A0833347","SBA Properties, LLC",51.8,41.436944444444,-71.881388888889,"N. STONINGTON","CT","06359"
1065416,"A0836791","SBA Towers, LLC",60.7,41.3165,-73.313583333333,"Redding Ridge","CT","06612"
1065430,"A0833349","SBA Properties, LLC",49.3,41.686305555556,-72.415083333333,"HEBRON","CT","06248"
1065431,"A0836794","SBA Towers, LLC",60.7,41.5525,-72.150833333333,"BOZRAH","CT","06334"
1200438,"A0971798","The Southern New England Telephone Company",34.1,41.705833333333,-72.663416666667,"WETHERSFIELD","CT","06109"
1200672,"A0138557","PAGING ASSOICATES, INC.",84.4,41.166194444444,-73.217055555556,"BRIDGEPORT","CT","06605"
1200863,"A0138558","PAGING ASSOICATES, INC.",60.7,41.291194444444,-72.967861111111,"WEST HAVEN","CT","06516"
1201278,"A0836859","SBA Towers, LLC",54.9,41.87025,-71.98825,"Promfret","CT","06259"
1201279,"A0833367","SBA Properties, LLC",57.9,41.389333333333,-72.171388888889,"Waterford","CT","06385"
1201593,"A1079732","SBC Tower Holdings LLC",36,41.206611111111,-73.093388888889,"MILFORD","CT","06461"
1201877,"A0138436","North Central Connecticut EMS Council, Inc.",79.2,41.729805555556,-72.791194444444,"Farmington","CT","06032"
1202508,"A0282413","Town of Greenwich",33.5,41.07425,-73.697222222222,"Greenwich","CT","06831"
1202558,"A0117673","Connecticut Public Broadcasting, Inc",37.2,41.743416666667,-72.691388888889,"Hartford","CT","06114"
1202920,"A0833403","SBA Properties, LLC",60.7,41.897138888889,-71.89225,"Putnam","CT","06260"
1203184,"A0920589","American Towers, LLC.",76.2,41.219527777778,-73.201277777778,"BRIDGEPORT","CT","06606"
1203277,"A1093700","MCM Acquisition 2017, LLC",67.4,41.928111111111,-72.646777777778,"Windsor Locks","CT","06096"
1203473,"A0145031","Hartford, County of",12,41.770638888889,-72.59175,"East Hartford","CT","06118"
1203582,"A0833417","SBA Properties, LLC",60.6,41.667194444444,-73.1705,"Morris","CT","06795"
1204399,"A0731355","CHANNEL 20, INC.",290.8,41.517861111111,-73.018694444444,"WATERBURY","CT","06706"
1204508,"A1011492","KAUFMAN,ROBERT",39.6,41.395916666667,-73.423944444444,"Danbury","CT","06810"
1204877,"A1079750","SBC Tower Holdings LLC",50,41.638583333333,-72.841138888889,"SOUTHINGTON","CT","06489"
1205146,"A0836939","SBA Towers, LLC",76.2,41.695888888889,-72.097055555556,"SCOTLAND","CT","06264"
1205267,"A1020627","Pinnacle Towers LLC",149.7,41.278972222222,-73.185111111111,"Trumbull","CT","06484"
1205958,"A1074744","Quinebaug Valley Emergency Communications, Inc.",60.8,41.532583333333,-72.355083333333,"Colchester","CT","06415"
1206722,"A0153659","Univ. of Ct. Marine Sciences & Tech. Cntr.",24.4,41.31675,-72.061444444444,"Groton","CT","06340"
1206978,"A1065081","M&R Gassner Family III, LLC",71,41.708333333333,-72.475555555556,"GLASTONBURY","CT","06033"
1207562,"A0833482","SBA Properties, LLC",60.7,41.578194444444,-72.103666666667,"NORWICH","CT","06360"
1208303,"A0836987","SBA Towers, LLC",51.5,41.894055555556,-72.893861111111,"Canton","CT","06059"
1209131,"A1035839",",",32.6,41.176888888889,-73.146166666667,"Stratford","CT","06615"
1209789,"A1025805","STC Five LLC",47.5,41.426361111111,-73.14425,"Oxford","CT","06478"
1209807,"A0837003","SBA Towers, LLC",41.1,41.820111111111,-72.696527777778,"Bloomfield","CT","06002"
1209960,"A0837004","SBA Towers, LLC",46.6,41.353416666667,-71.887,"Stonington","CT","06378"
1210659,"A1082681","AT&T Mobility Spectrum LLC",33.5,41.296,-72.897944444444,"New Haven","CT","06513"
1210682,"A0970720","Eversource Energy Service Company",25.9,41.811222222222,-71.883972222222,"DANIELSON","CT","06239"
1210929,"A1040806","Western Connecticut State University",30.5,41.394972222222,-73.486722222222,"BECKETTVILLE","CT","06811"
1213371,"A0833689","SBA Properties, LLC",60.5,41.369055555556,-71.862361111111,"STONINGTON","CT","06379"
1213453,"A0757559","KINGSPRING TOWER LLC",31.6,41.946666666667,-72.665083333333,"Windsor Locks","CT","06096"
1213901,"A0557703","SBA Towers II LLC",60,41.435222222222,-72.123305555556,"MONTVILLE","CT","06353"
1214401,"A1064603","Pinnacle Towers LLC",58.5,41.295944444444,-72.973222222222,"West Haven","CT","06516"
1214689,"A1048047","University of Connecticut Health Center",69.2,41.729888888889,-72.790361111111,"Farmington","CT","06032"
1215088,"A1075843","GLASTONBURY POLICE DEPT",58.5,41.706222222222,-72.606916666667,"GLASTONBURY","CT","06033"
1215101,"A1000862","Red Wolf Broadcasting Corporation",79.2,41.582916666667,-72.883888888889,"Southington","CT","06479"
1215102,"A1000863","Red Wolf Broadcasting Corporation",79.2,41.582361111111,-72.883,"Southington","CT","06479"
1215199,"A1030087","CCATT LLC",30.2,41.91025,-72.661777777778,"Windsor Locks","CT","06096"
1215341,"A1025992","STC Five LLC",40.8,41.277833333333,-72.836861111111,"Branford","CT","06405"
1215377,"A1030085","CCATT LLC",32.3,41.733055555556,-72.661972222222,"Hartford","CT","06101"
1215733,"A0271521","State of Connecticut Department of Transportation",24.4,41.963055555556,-72.741111111111,"East Granby","CT","06026"
1215891,"A0837097","SBA Towers, LLC",60.6,41.693305555556,-73.053694444444,"Plymouth","CT","06782"
1216288,"A1072800","Vertical Bridge Towers, LLC",190.6,41.433805555556,-72.945333333333,"Meriden","CT","06518"
1216456,"A0833828","SBA Properties, LLC",60.6,41.502833333333,-72.297055555556,"Colchester","CT","06420"
1216676,"A0815635","American Towers, LLC.",50.3,41.769944444444,-72.070638888889,"Hampton","CT","06247"
1217539,"A0216291","BARBA,ROBERT",30.5,41.285083333333,-72.757888888889,"BRANFORD","CT","06405"
1217707,"A1030034","CCATT LLC",46.6,41.342666666667,-73.469277777778,"Danbury","CT","06810"
1218025,"A0837143","SBA Towers, LLC",60.6,41.822972222222,-73.077194444444,"Torrington","CT","06790"
1218219,"A1026048","STC Five LLC",30.5,41.941555555556,-72.738694444444,"EAST GRANBY","CT","06026"
1218900,"A0833944","SBA Properties, LLC",51.5,41.511222222222,-72.670722222222,"Middletown","CT","06457"
1219825,"A1011283","Global Signal Acquisitions IV LLC",45.8,41.360222222222,-72.048638888889,"Groton","CT","06340"
1219915,"A0837210","SBA Towers, LLC",55.1,41.793472222222,-72.160166666667,"Chaplin","CT","06256"
1220783,"A1071749","Navaroli,James",48.8,41.683194444444,-72.647083333333,"Rocky Hill","CT","06067"
1220789,"A0837236","SBA Towers, LLC",49.4,41.594083333333,-73.050555555556,"Waterbury","CT","06704"
1220790,"A0837237","SBA Towers, LLC",55.1,41.666388888889,-72.812777777778,"New Britain","CT","06052"
1220791,"A0837238","SBA Towers, LLC",60.6,41.834222222222,-72.932666666667,"Canton","CT","06020"
1221373,"A0834037","SBA Properties, LLC",56.9,41.690055555556,-72.162527777778,"Windham","CT","06280"
1221833,"A1012483","Crown Atlantic Company LLC",49.7,41.357333333333,-72.519944444444,"Killingworth","CT","06419"
1222500,"A0834090","SBA Properties, LLC",56.6,41.655888888889,-72.52325,"Glastonbury","CT","06073"
1223219,"A0834125","SBA Properties, LLC",60.6,41.328194444444,-72.819055555556,"North Branford","CT","06471"
1223974,"A0834162","SBA Properties, LLC",56.8,41.501777777778,-72.618694444444,"Higganum","CT","06441"
1225175,"A0819584","SpectraSite Communications, LLC. through American Towers, LLC.",46,41.743194444444,-72.667527777778,"HArtford","CT","06114"
1226764,"A0937230","SBA GC Towers, LLC",105.7,41.796777777778,-72.796805555556,"WEST HARTFORD","CT","06001"
1226793,"A0288471","FARMINGTON POLICE DEPARTMENT (TOWN OF FARMINGTON)",60.9,41.749833333333,-72.872694444444,"Farmington","CT","06085"
1227126,"A0837398","SBA Towers, LLC",56.4,41.940027777778,-72.237444444444,"Stafford Spring","CT","06279"
1227127,"A0837399","SBA Towers, LLC",57.9,41.590138888889,-72.401444444444,"N. Westchester","CT","06415"
1227133,"A1011284","Global Signal Acquisitions IV LLC",49.3,41.534166666667,-72.968888888889,"Waterbury","CT","06705"
1227403,"A0837403","SBA Towers, LLC",59.7,41.962277777778,-72.018666666667,"WOODSTOCK","CT","06281"
1227900,"A0815792","American Towers, LLC.",81.1,41.495833333333,-72.617833333333,"Durham","CT","06441"
1228075,"A0837413","SBA Towers, LLC",58.2,41.571305555556,-72.302305555556,"Colchester","CT","06415"
1228076,"A0834285","SBA Properties, LLC",60.6,41.7755,-73.098194444444,"Torrington","CT","06791"
1228227,"A0834286","SBA Properties, LLC",50.6,41.469555555556,-72.74225,"Durham","CT","06492"
1228248,"A0837414","SBA Towers, LLC",54.9,41.380555555556,-72.602055555556,"Killington","CT","06419"
1228267,"A0834287","SBA Properties, LLC",56.4,41.564527777778,-72.251694444444,"Colchester","CT","06415"
1229164,"A0837424","SBA Towers, LLC",60.6,41.416861111111,-72.044277777778,"Uncasville","CT","06335"
1230062,"A0819677","SpectraSite Communications, LLC. through American Towers, LLC.",60.7,41.356055555556,-73.092,"Ansonia","CT","06401"
1231144,"A0834403","SBA Properties, LLC",50.9,41.630027777778,-73.056527777778,"Plymouth","CT","06782"
1231397,"A0811897","SBA 2012 TC Assets, LLC",41.1,41.714388888889,-72.613027777778,"Glastonbury","CT","06033"
1231583,"A0749143","T-Mobile Northeast LLC",19.8,41.168166666667,-73.136388888889,"Stratford","CT","06615"
1231795,"A0837472","SBA Towers, LLC",55.1,41.767138888889,-71.971944444444,"Brooklyn","CT","06234"
1232484,"A0834449","SBA Properties, LLC",51.8,41.889805555556,-71.955,"Pomfret","CT","06259"
1232485,"A0834450","SBA Properties, LLC",47.5,41.664611111111,-72.361305555556,"Hebron","CT","06248"
