"id","date_account_created","timestamp_first_active","date_first_booking","gender","age","signup_method","signup_flow","language","affiliate_channel","affiliate_provider","first_affiliate_tracked","signup_app","first_device_type","first_browser","income","job_sector","education_level","age_isBad","country_destination"
"dd884dg06k","2013-10-13",2013-10-13 19:13:07,"2013-10-14","FEMALE",25,"basic",0,"en","direct","direct","untracked","Web","Apple","Chrome",93961.5683816167,"Engineering","PhD",0,"EU"
"a1244mfzuo","2013-07-05",2013-07-05 23:00:15,"2013-07-05","FEMALE",41,"facebook",0,"en","direct","direct","untracked","Web","Apple","Firefox",43432.4076505415,"Engineering","Highschool",0,"US"
"difx9gigqi","2014-04-02",2014-04-02 05:51:40,"2014-04-08","-unknown-",52,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",113725.514459168,"Healthcare","Bachelor",1,"EU"
"gkt93ekeq5","2013-08-10",2013-08-10 22:47:56,"2013-08-10","FEMALE",52,"basic",0,"en","direct","direct","untracked","Web","Other","IE",28017.4253252338,"Education","Master",1,"US"
"gt3ts4sgiw","2013-09-13",2013-09-13 04:04:51,"2013-09-13","MALE",56,"basic",0,"en","sem-brand","google","omg","Web","Apple","Safari",152797.204150837,"Engineering","PhD",0,"US"
"98dgb3wng2","2014-03-10",2014-03-10 00:29:46,"2014-03-12","FEMALE",24,"basic",25,"en","direct","direct","untracked","iOS","Apple","Mobile Safari",28808.9508084142," Hospitality","Bachelor",0,"EU"
"vp8u6hy0x3","2014-02-18",2014-02-18 19:28:32,"2014-02-21","MALE",31,"basic",0,"en","direct","direct","untracked","Web","Other","IE",24318.8632077954,"IT","None",0,"EU"
"tw3x7gpcw1","2013-10-27",2013-10-27 05:34:16,"2013-10-30","-unknown-",29,"basic",0,"en","direct","direct","linked","Web","Apple","Safari",101871.190604115,"Healthcare","PhD",0,"US"
"0oh3otaecf","2011-06-28",2011-06-28 06:59:27,"2011-09-08","FEMALE",33,"facebook",2,"en","sem-non-brand","google","untracked","Web","Apple","Mobile Safari",92337.4347648438,"Engineering","Associate",0,"EU"
"m2koir876n","2012-08-21",2012-08-21 23:41:06,"2012-08-24","-unknown-",37,"basic",0,"en","direct","direct","linked","Web","Apple","Safari",-13194.8035008841,"IT","Associate",0,"EU"
"9umf979vz5","2012-06-03",2012-06-03 05:44:16,"2012-06-06","FEMALE",64,"basic",3,"en","direct","direct","untracked","Web","Apple","Safari",95139.8993971396," Hospitality","Associate",0,"EU"
"7eqgbadgjn","2012-06-24",2012-06-24 07:10:14,"2012-06-24","MALE",28,"facebook",3,"en","sem-brand","google","linked","Web","Other","Chrome",-38303.1372424762,"IT","None",0,"EU"
"hhyxxabbk3","2013-06-14",2013-06-14 22:24:58,"2013-07-21","-unknown-",52,"basic",0,"en","direct","direct","linked","Web","Apple","Firefox",161509.779813401,"Engineering","PhD",1,"EU"
"tfbna445xq","2013-04-21",2013-04-21 00:36:38,"2013-05-01","FEMALE",38,"facebook",0,"en","direct","direct","linked","Web","Apple","Safari",40295.5453908452,"Retail","Associate",0,"EU"
"u57v3g3t35","2014-03-28",2014-03-28 16:47:48,"2015-02-04","-unknown-",52,"basic",0,"en","sem-non-brand","google","omg","Web","Apple","Firefox",51444.9360732772,"IT","Bachelor",1,"EU"
"spas895ohv","2013-07-01",2013-07-01 00:23:08,"2013-07-01","MALE",68,"basic",0,"en","sem-brand","google","untracked","Web","Apple","Safari",17476.2216060622,"Healthcare","Highschool",0,"US"
"4me139agad","2014-05-10",2014-05-10 21:43:02,"2015-03-28","MALE",18,"basic",0,"en","sem-brand","google","omg","Web","Apple","-unknown-",-1027.17311620594,"IT","Associate",0,"EU"
"7t04ynsi5x","2012-02-20",2012-02-20 06:27:00,"2012-02-20","OTHER",30,"basic",3,"en","direct","direct","untracked","Web","Other","Chrome",76835.6989778392,"IT","PhD",0,"EU"
"p0njpadlt8","2012-08-16",2012-08-16 14:32:16,"2012-08-17","FEMALE",40,"basic",0,"en","direct","direct","linked","Web","Other","IE",67137.4276202997,"Engineering","Associate",0,"US"
"9iu1bpxv91","2012-06-02",2012-06-02 20:21:13,"2012-06-03","FEMALE",33,"basic",3,"en","direct","direct","untracked","Web","Other","IE",33166.1771462473,"Healthcare","None",0,"EU"
"xcqdgucclo","2014-05-04",2014-05-04 17:57:45,"2014-05-04","FEMALE",27,"facebook",0,"en","direct","direct","untracked","Web","Android","IE",169402.227323172,"Retail","PhD",0,"US"
"95fysp8nv3","2014-05-11",2014-05-11 14:06:53,"2014-05-13","-unknown-",52,"basic",0,"en","direct","direct","omg","Web","Apple","Mobile Safari",65116.0949012305,"Retail","None",1,"US"
"lg5xi23ryr","2014-05-05",2014-05-05 19:09:38,"2014-05-06","MALE",76,"basic",0,"en","sem-brand","google","omg","Web","Apple","Safari",-55714.3087739558,"Healthcare","Associate",0,"EU"
"9wu2ct3cs5","2012-06-02",2012-06-02 07:59:21,"2012-07-11","-unknown-",52,"basic",0,"en","direct","direct","linked","Web","Apple","Chrome",112397.26493661,"Engineering","Master",1,"US"
"q1ckma8img","2013-05-06",2013-05-06 04:56:58,"2013-05-06","MALE",28,"facebook",0,"en","direct","direct","untracked","Web","Apple","Safari",9251.70905205743," Hospitality","Associate",0,"EU"
"eno6iusavo","2013-11-19",2013-11-19 17:36:30,"2013-12-09","-unknown-",52,"basic",0,"en","direct","direct","untracked","Web","Apple","Mobile Safari",-26960.6935252131," Hospitality","PhD",1,"EU"
"0znk9321r0","2013-11-06",2013-11-06 06:34:16,"2013-11-06","-unknown-",52,"basic",0,"en","sem-non-brand","google","omg","Web","Apple","Safari",47878.0015357948,"IT","Bachelor",1,"US"
"1dggrkpv2y","2013-02-27",2013-02-27 08:49:00,"2013-03-01","-unknown-",58,"basic",0,"en","sem-brand","google","omg","Web","Apple","Mobile Safari",191428.109083855,"IT","PhD",0,"US"
"fzhattgo80","2013-08-13",2013-08-13 07:00:12,"2014-06-24","FEMALE",23,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",-16572.6399618272,"Retail","Highschool",0,"EU"
"32tbq5wtdb","2013-03-15",2013-03-15 01:27:39,"2013-04-25","MALE",60,"basic",0,"en","direct","direct","linked","Web","Apple","Safari",24330.8123970705,"Retail","PhD",0,"US"
"3syvm1fgo4","2014-05-26",2014-05-26 00:19:26,"2014-07-12","FEMALE",26,"facebook",0,"en","direct","direct","linked","Web","Apple","Chrome",37383.2629978929," Hospitality","Master",0,"EU"
"r2d1bvt3iy","2012-05-31",2012-05-31 05:14:44,"2012-06-04","-unknown-",52,"basic",3,"en","sem-brand","google","omg","Web","Apple","Firefox",74484.7365521678,"IT","Highschool",1,"US"
"ouwtk46rrm","2012-05-12",2012-05-12 23:44:39,"2012-05-13","FEMALE",28,"basic",0,"en","direct","direct","untracked","Web","Other","IE",44295.0070673885,"IT","Master",0,"EU"
"4rz6hjwk1b","2014-02-17",2014-02-17 07:22:12,"2014-02-17","-unknown-",33,"basic",25,"en","direct","direct","omg","iOS","Apple","Firefox",46503.0812548604,"Education","Associate",0,"US"
"mvyijmz7dr","2014-04-27",2014-04-27 05:01:59,"2014-04-27","FEMALE",28,"facebook",0,"en","direct","direct","untracked","Web","Other","Firefox",-5118.48260998711,"Education","None",0,"US"
"5gavakeux2","2012-03-06",2012-03-06 17:50:25,"2012-03-06","MALE",29,"basic",0,"en","direct","direct","untracked","Web","Apple","Mobile Safari",-50003.3806834964,"Retail","Associate",0,"EU"
"i9bb6cttmg","2013-08-28",2013-08-28 01:41:17,"2013-08-29","MALE",52,"basic",0,"en","direct","direct","untracked","Web","Apple","Chrome",4786.29902159223," Hospitality","Master",1,"US"
"cojtyjxcdy","2014-06-10",2014-06-10 19:41:49,"2014-07-31","MALE",46,"basic",0,"en","direct","direct","untracked","Web","Other","Chrome",99278.7761236285,"IT","Associate",0,"US"
"vnp17fh8v2","2012-11-28",2012-11-28 00:46:11,"2012-12-05","-unknown-",52,"basic",0,"en","direct","direct","untracked","Web","Apple","Firefox",13671.6911098639," Hospitality","PhD",1,"EU"
"ci1xcmkxz3","2014-03-06",2014-03-06 06:30:30,"2014-03-06","-unknown-",52,"basic",0,"en","direct","direct","omg","Web","Other","Chrome",157633.428888277,"Healthcare","Bachelor",1,"US"
"zuuozbb8e3","2014-03-31",2014-03-31 02:55:57,"2015-01-06","FEMALE",30,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",235826.840442367,"Healthcare","PhD",0,"US"
"zcsrxfdv1q","2014-01-28",2014-01-28 05:16:01,"2014-01-28","MALE",32,"facebook",0,"en","direct","direct","untracked","Web","Apple","Chrome",158137.785102538," Hospitality","Bachelor",0,"US"
"jgl46y4n36","2014-04-22",2014-04-22 01:41:47,"2014-04-25","FEMALE",36,"facebook",0,"en","sem-brand","google","omg","Web","Apple","Safari",22583.4387033695," Hospitality","Master",0,"US"
"gjkb5tdqdz","2014-02-24",2014-02-24 06:18:50,"2014-02-24","FEMALE",62,"basic",0,"en","seo","google","untracked","Web","Apple","Mobile Safari",16448.1708587887,"Retail","PhD",0,"EU"
"tfj8hqn0qg","2014-05-25",2014-05-25 12:08:28,"2014-05-25","-unknown-",52,"basic",0,"en","direct","direct","untracked","Web","Apple","Mobile Safari",-39912.97600745,"Education","Associate",1,"EU"
"lk5pbxsiv3","2012-08-21",2012-08-21 00:09:03,"2012-08-21","FEMALE",36,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",66169.7196410046,"Education","Master",0,"EU"
"12r5ac1w6u","2013-11-13",2013-11-13 07:13:56,"2013-11-24","MALE",30,"basic",0,"en","direct","direct","linked","Web","Apple","Mobile Safari",53643.0392156877,"Healthcare","None",0,"EU"
"ndgrosvliu","2013-09-24",2013-09-24 15:55:59,"2013-09-25","MALE",26,"basic",0,"en","direct","direct","untracked","Web","Apple","Chrome",93514.487421598," Hospitality","Bachelor",0,"US"
"ts9zp9o6ef","2012-09-27",2012-09-27 07:22:37,"2012-09-27","FEMALE",52,"basic",3,"en","sem-brand","google","omg","Web","Other","Chrome",40819.6816295978," Hospitality","Bachelor",1,"EU"
"1ink06ombf","2012-05-09",2012-05-09 03:30:34,"2012-05-09","FEMALE",33,"facebook",0,"en","sem-non-brand","google","omg","Web","Other","Firefox",44500.0957262435,"Retail","None",0,"EU"
"105vic318u","2013-06-28",2013-06-28 17:45:00,"2013-09-26","MALE",27,"facebook",0,"en","direct","direct","untracked","Web","Other","IE",14401.4686356192,"IT","None",0,"EU"
"0sfz6q8rz2","2011-10-16",2011-10-16 01:10:28,"2011-10-17","FEMALE",42,"basic",0,"en","direct","direct","linked","Web","Apple","Safari",25342.0199929951,"Engineering","Master",0,"EU"
"hej8wu8b0x","2013-11-05",2013-11-05 05:24:26,"2013-11-05","FEMALE",25,"facebook",0,"en","direct","direct","linked","Web","Apple","Chrome",31640.7128214366," Hospitality","Associate",0,"US"
"scool6i7v6","2011-09-27",2011-09-27 06:07:29,"2011-09-27","FEMALE",44,"basic",2,"en","direct","direct","untracked","Web","Apple","Safari",415.162361260649,"Healthcare","Bachelor",0,"EU"
"umjrkbk4wi","2014-01-17",2014-01-17 22:34:46,"2014-01-18","FEMALE",27,"basic",0,"en","direct","direct","linked","Web","Other","Chrome",91255.9346243913,"Retail","Associate",0,"EU"
"g5zeu7vroc","2013-06-14",2013-06-14 20:28:19,"2013-06-30","FEMALE",25,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",102425.047435393,"IT","PhD",0,"EU"
"h3bkrhrkhe","2012-06-26",2012-06-26 03:33:16,"2012-06-28","-unknown-",65,"basic",0,"en","direct","direct","product","Web","Apple","Firefox",-14666.4187376641,"Retail","Bachelor",0,"EU"
"v07g2rwzkn","2014-03-10",2014-03-10 01:39:40,"2014-05-21","FEMALE",49,"basic",0,"en","sem-brand","google","omg","Web","Apple","Safari",165768.006763642,"Education","Bachelor",0,"EU"
"t1nq2y8ch3","2014-01-20",2014-01-20 06:21:31,"2014-01-20","FEMALE",33,"facebook",0,"en","direct","direct","untracked","Web","Apple","Chrome",-2712.41818360988,"Healthcare","PhD",0,"US"
"sxx8m55bq3","2010-03-11",2010-03-11 05:27:58,"2010-03-13","MALE",25,"basic",3,"en","direct","direct","untracked","Web","Apple","Chrome",77589.0128849039,"Education","Associate",0,"EU"
"vdnvomuz04","2013-04-29",2013-04-29 20:28:04,"2013-04-29","FEMALE",25,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",113267.428642208," Hospitality","Bachelor",0,"EU"
"6ui4y7wqeg","2010-09-29",2010-09-29 20:15:23,"2011-02-18","FEMALE",30,"basic",2,"en","direct","direct","untracked","Web","Apple","Firefox",58791.2287994521,"Education","PhD",0,"US"
"1asy0r6chg","2013-12-01",2013-12-01 02:26:21,"2013-12-17","-unknown-",45,"basic",23,"en","direct","direct","untracked","Android","Other","-unknown-",78516.0973534721,"IT","Master",0,"US"
"334rdsqxzo","2014-05-03",2014-05-03 17:00:18,"2014-05-03","FEMALE",47,"basic",0,"en","direct","direct","product","Web","Other","Chrome",64325.3896746503," Hospitality","Highschool",0,"EU"
"1kchg9f9pu","2013-05-12",2013-05-12 01:50:10,"2013-05-12","MALE",47,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",62028.0295839056," Hospitality","Master",0,"US"
"lvqal65ta7","2013-08-22",2013-08-22 18:53:46,"2013-08-27","-unknown-",52,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",7731.1170236062,"IT","PhD",1,"EU"
"jtsdxz58ll","2012-11-20",2012-11-20 04:58:15,"2013-08-08","-unknown-",31,"basic",0,"en","direct","direct","linked","Web","Apple","Safari",147637.396112227,"Retail","Bachelor",0,"EU"
"ncza1s620r","2012-03-17",2012-03-17 05:45:51,"2012-03-18","MALE",24,"facebook",0,"en","direct","direct","linked","Web","Other","Chrome",-3904.59372858018,"Engineering","PhD",0,"EU"
"4hs85myb5h","2013-06-02",2013-06-02 20:38:34,"2013-06-18","MALE",27,"facebook",0,"en","direct","direct","untracked","Web","Apple","Chrome",8328.84742996817,"Engineering","Associate",0,"EU"
"hfvlud2bns","2012-07-03",2012-07-03 22:59:22,"2012-07-04","FEMALE",27,"basic",3,"en","direct","direct","untracked","Web","Other","Chrome",23372.720015517,"Education","Master",0,"US"
"x1za6ubji5","2012-05-14",2012-05-14 04:40:22,"2012-05-14","FEMALE",27,"facebook",3,"en","direct","direct","untracked","Web","Apple","Safari",36143.8310641629,"IT","PhD",0,"EU"
"v9a2122ffs","2013-04-30",2013-04-30 23:16:00,"2013-05-03","-unknown-",36,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",104409.839243035,"IT","Master",0,"US"
"gjzvb5xmhh","2012-05-18",2012-05-18 06:01:03,"2012-05-20","-unknown-",52,"basic",0,"en","remarketing","google","omg","Web","Apple","Firefox",58961.3778583659," Hospitality","Bachelor",1,"EU"
"nhann6rmj4","2013-12-07",2013-12-07 07:34:21,"2013-12-08","MALE",47,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",140404.106568544," Hospitality","PhD",0,"US"
"qi5o0rvvm3","2011-07-13",2011-07-13 19:34:57,"2011-07-13","FEMALE",48,"basic",3,"en","other","craigslist","omg","Web","Other","Firefox",116452.898880777,"Engineering","Bachelor",0,"US"
"308kk1o8h6","2011-06-22",2011-06-22 20:12:22,"2011-06-22","-unknown-",52,"basic",3,"en","direct","direct","untracked","Web","Apple","Chrome",-10621.4795056281,"IT","Bachelor",1,"EU"
"9nzz2e7i8u","2012-03-22",2012-03-22 08:13:31,"2012-03-22","MALE",41,"basic",3,"en","direct","direct","untracked","Web","Apple","Chrome",29898.3238118253,"Engineering","PhD",0,"US"
"aoh9x8hjcp","2013-11-05",2013-11-05 20:44:38,"2013-11-30","FEMALE",37,"basic",0,"en","sem-brand","google","untracked","Web","Apple","Safari",-36177.0707015009,"IT","None",0,"US"
"fgqqfzpiy9","2012-05-04",2012-05-04 13:59:38,"2012-05-09","FEMALE",52,"basic",3,"en","sem-non-brand","google","omg","Web","Apple","Firefox",-20719.7542167211,"IT","Master",1,"EU"
"9oca9sm46z","2012-07-31",2012-07-31 16:38:42,"2013-03-11","FEMALE",36,"basic",0,"en","direct","direct","product","Web","Apple","Firefox",-20218.9529810904," Hospitality","Bachelor",0,"EU"
"motapqholb","2013-01-18",2013-01-18 22:13:20,"2013-03-15","FEMALE",19,"basic",0,"en","direct","direct","linked","Web","Other","IE",90788.6175517195,"Retail","Master",0,"EU"
"2gbfsyj9ly","2014-02-06",2014-02-06 01:41:38,"2014-07-07","FEMALE",36,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",129029.935227567,"Engineering","Master",0,"EU"
"nkchkogfwl","2014-05-15",2014-05-15 00:18:21,"2014-08-04","-unknown-",52,"basic",0,"en","sem-brand","google","linked","Web","Other","Chrome",97055.8556544879," Hospitality","Associate",1,"EU"
"ml4bqbxfjw","2013-08-17",2013-08-17 19:42:00,"2013-08-31","FEMALE",61,"basic",0,"en","sem-non-brand","google","omg","Web","Apple","Chrome",63444.9498003864,"Healthcare","PhD",0,"EU"
"ql1uzr5whs","2013-05-28",2013-05-28 00:42:08,"2013-05-28","MALE",34,"basic",0,"en","direct","direct","untracked","Web","Other","Chrome",36151.0116392238,"Retail","Master",0,"EU"
"k1icngq9ko","2012-06-25",2012-06-25 00:13:36,"2013-04-16","-unknown-",52,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",142403.035998108,"Engineering","Master",1,"US"
"dqbzd9x4tv","2012-10-03",2012-10-03 01:16:35,"2012-10-03","FEMALE",32,"basic",0,"en","direct","direct","untracked","Web","Apple","Firefox",19263.4148199513," Hospitality","Bachelor",0,"EU"
"gaiwa1homs","2013-09-22",2013-09-22 19:48:03,"2013-09-24","FEMALE",64,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",123367.336496889,"Healthcare","Bachelor",0,"US"
"ogiht1qsbm","2012-04-23",2012-04-23 08:44:20,"2012-06-25","MALE",44,"facebook",0,"en","direct","direct","untracked","Web","Other","-unknown-",124389.982468969,"Education","Bachelor",0,"EU"
"gj94z9o6uv","2013-04-26",2013-04-26 06:54:28,"2013-04-27","-unknown-",52,"basic",0,"en","seo","google","linked","Web","Other","Chrome",117297.898956177,"Education","Bachelor",1,"EU"
"9qisbr35xd","2012-06-30",2012-06-30 16:06:40,"2012-06-30","FEMALE",52,"basic",3,"en","direct","direct","untracked","Web","Apple","Safari",49247.2624727583," Hospitality","Bachelor",1,"US"
"skd4yb3nbr","2012-05-07",2012-05-07 22:37:18,"2012-05-08","MALE",54,"basic",3,"en","direct","direct","linked","Web","Other","IE",-3020.63363529185,"Healthcare","None",0,"EU"
"l5tr2sqqkd","2013-06-20",2013-06-20 17:15:48,"2013-07-02","-unknown-",52,"basic",0,"en","direct","direct","linked","Web","Apple","Mobile Safari",83247.1593871209," Hospitality","None",1,"EU"
"4ey3jtb6n2","2013-04-03",2013-04-03 00:17:17,"2013-05-07","FEMALE",42,"basic",0,"en","sem-brand","google","omg","Web","Apple","Safari",16733.6713278631,"Retail","Master",0,"EU"
"7khpz33gbq","2014-01-26",2014-01-26 00:52:39,"2014-01-26","MALE",34,"facebook",0,"en","direct","direct","untracked","Web","Apple","Chrome",103421.753512544," Hospitality","Bachelor",0,"US"
"z8i9c6l8l3","2013-09-19",2013-09-19 21:15:47,"2014-06-25","FEMALE",46,"basic",0,"en","sem-brand","google","omg","Web","Apple","Safari",26899.9317745213,"Healthcare","Highschool",0,"EU"
"fkr03uyj4p","2012-08-11",2012-08-11 18:57:18,"2012-09-15","-unknown-",18,"basic",0,"en","direct","direct","omg","Web","Apple","Safari",7801.0275509514,"IT","PhD",0,"EU"
"lajzkaw6dl","2013-06-07",2013-06-07 23:28:44,"2013-06-20","FEMALE",29,"facebook",0,"en","direct","direct","untracked","Web","Apple","Firefox",1701.41055328934,"IT","Highschool",0,"US"
"t9wmq8vni7","2014-03-05",2014-03-05 18:38:40,"2014-03-10","FEMALE",32,"facebook",0,"en","sem-brand","google","linked","Web","Apple","Chrome",63244.4549950834,"Education","None",0,"US"
"lese2yd444","2013-10-22",2013-10-22 00:49:27,"2013-10-22","-unknown-",52,"basic",0,"en","sem-non-brand","google","omg","Web","Apple","Safari",57034.9621929565," Hospitality","PhD",1,"US"
"d7idu7bucz","2014-03-23",2014-03-23 14:36:31,"2014-03-31","MALE",22,"basic",0,"en","sem-brand","google","omg","Web","Apple","Firefox",-43347.002607679,"IT","Associate",0,"EU"
"wlvxwl1w5p","2013-07-10",2013-07-10 20:14:34,"2013-07-12","MALE",24,"basic",0,"en","direct","direct","linked","Web","Apple","Chrome",26981.2026172356,"Education","Bachelor",0,"EU"
"f5mltgrslp","2014-06-13",2014-06-13 10:21:33,"2014-06-13","MALE",21,"basic",0,"en","direct","direct","linked","Web","Apple","Chrome",19784.4390884599,"Healthcare","Master",0,"EU"
"b2wnnujcw1","2014-06-11",2014-06-11 18:42:47,"2014-06-12","FEMALE",55,"basic",0,"en","sem-brand","google","omg","Web","Other","Chrome",-76420.3227645365,"IT","None",0,"EU"
"5mxs8l4xvb","2013-07-22",2013-07-22 00:42:00,"2013-07-22","FEMALE",33,"basic",0,"en","direct","direct","untracked","Web","Apple","Mobile Safari",-16844.2841070862,"Engineering","PhD",0,"EU"
"84t4ngy65k","2010-05-10",2010-05-10 20:05:57,"2010-05-12","-unknown-",52,"basic",2,"en","direct","direct","untracked","Web","Apple","Chrome",98723.8261320059,"Healthcare","Bachelor",1,"EU"
"2inz8glwf9","2013-05-19",2013-05-19 06:29:35,"2013-05-19","MALE",52,"basic",0,"en","direct","direct","untracked","Web","Other","Chrome",82787.9386693201,"Healthcare","None",1,"EU"
"1vqsefwgdq","2012-10-03",2012-10-03 01:34:33,"2012-10-04","MALE",36,"basic",0,"en","direct","direct","linked","Web","Other","Chrome",112157.690630408,"Healthcare","Master",0,"EU"
"pewuwt5on7","2013-03-23",2013-03-23 21:00:56,"2013-10-28","MALE",41,"basic",0,"en","direct","direct","linked","Web","Other","IE",53733.4475507437,"Healthcare","Highschool",0,"EU"
"a8ergt8464","2014-01-08",2014-01-08 06:27:53,"2014-01-08","FEMALE",31,"basic",0,"en","direct","direct","linked","Web","Apple","Firefox",-39042.5183351117,"Education","Associate",0,"US"
"5n8gby1md1","2013-08-15",2013-08-15 05:45:45,"2013-08-17","-unknown-",52,"basic",0,"en","direct","direct","linked","Web","Apple","Mobile Safari",54452.105143503,"IT","Highschool",1,"US"
"18jg9h52uw","2011-12-27",2011-12-27 04:26:28,"2011-12-28","FEMALE",28,"basic",0,"en","direct","direct","linked","Web","Apple","Chrome",-8478.87248414606,"IT","PhD",0,"EU"
"4zjja0fs8w","2014-02-09",2014-02-09 16:24:11,"2014-02-16","-unknown-",52,"basic",0,"en","sem-brand","google","omg","Web","Apple","Safari",-21967.5700355158,"Education","None",1,"EU"
