"id","date_account_created","timestamp_first_active","date_first_booking","gender","age","signup_method","signup_flow","language","affiliate_channel","affiliate_provider","first_affiliate_tracked","signup_app","first_device_type","first_browser","income","job_sector","education_level","age_isBad","country_destination"
"yqj5nt6iy4","2010-09-08",2010-09-08 19:01:45,"2010-09-21","-unknown-",41,"basic",2,"en","direct","direct","linked","Web","Apple","Safari",115815.632046975,"IT","PhD",0,"CA"
"6bwf2vx2q7","2014-02-23",2014-02-23 15:17:40,"2014-02-23","-unknown-",46,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",71605.907597243,"Retail","None",0,"CA"
"zn0nk64cn1","2013-01-18",2013-01-18 00:48:26,"2013-01-22","MALE",80,"facebook",0,"en","direct","direct","omg","Web","Other","IE",68708.5984734053,"IT","Bachelor",0,"FR"
"xjdmw4e0uw","2011-08-18",2011-08-18 02:17:13,"2011-12-14","-unknown-",27,"facebook",3,"en","direct","direct","linked","Web","Apple","Safari",162521.754891995,"Education","Bachelor",0,"IT"
"zvdqut2yhr","2013-03-29",2013-03-29 01:55:23,"2013-04-10","-unknown-",51,"basic",0,"en","direct","direct","untracked","Web","Apple","Chrome",45940.5773003353,"Education","Highschool",1,"IT"
"7gta71f7x3","2014-03-13",2014-03-13 02:03:01,"2014-03-13","-unknown-",31,"basic",0,"en","direct","direct","untracked","Web","Apple","Chrome",50268.4894838675," Hospitality","PhD",0,"US"
"axtn8z7ruc","2013-08-25",2013-08-25 05:02:43,"2013-08-30","MALE",43,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",27161.5852237436,"IT","None",0,"FR"
"6o0qoaajqc","2013-04-17",2013-04-17 21:17:34,"2013-05-01","FEMALE",44,"basic",0,"en","seo","google","linked","Web","Other","IE",82232.7995238946,"Education","Highschool",0,"FR"
"mwdujwd21y","2014-06-03",2014-06-03 04:01:18,"2014-06-09","-unknown-",35,"basic",0,"en","direct","direct","linked","Web","Other","Chrome",102428.455082821,"Education","PhD",0,"US"
"f94lvbyvzf","2014-06-22",2014-06-22 20:09:37,"2014-07-07","MALE",41,"basic",25,"en","direct","direct","untracked","iOS","Apple","-unknown-",93186.7411299076,"Healthcare","Highschool",0,"US"
"kffzhlnpo9","2013-06-04",2013-06-04 16:26:16,"2013-08-31","FEMALE",29,"facebook",0,"en","direct","direct","linked","Web","Other","Chrome",72612.4096308197,"Healthcare","Master",0,"ES"
"owpxsyur5z","2014-05-15",2014-05-15 23:26:39,"2014-05-17","MALE",34,"basic",25,"en","direct","direct","untracked","iOS","Apple","-unknown-",141893.97692612,"Engineering","PhD",0,"CA"
"slyqwgavh5","2011-01-28",2011-01-28 03:52:24,"2011-01-29","MALE",43,"facebook",3,"en","direct","direct","linked","Web","Other","Chrome",-2961.14383530119,"IT","Bachelor",0,"US"
"t5padzzdka","2013-07-26",2013-07-26 17:41:58,"2013-08-07","FEMALE",24,"facebook",0,"en","direct","direct","untracked","Web","Apple","Mobile Safari",37326.1218318415,"Engineering","Associate",0,"ES"
"k3iacoejwo","2013-07-18",2013-07-18 18:42:52,"2013-07-18","-unknown-",51,"basic",0,"en","direct","direct","untracked","Web","Other","Firefox",-32071.6318634279,"Education","Bachelor",1,"US"
"pnqd1k2dh8","2014-06-24",2014-06-24 23:47:51,"2014-06-25","FEMALE",28,"facebook",0,"en","sem-brand","google","omg","Web","Apple","Safari",112848.717141119," Hospitality","Bachelor",0,"ES"
"4q02njgp0i","2013-03-23",2013-03-23 21:41:10,"2013-06-29","MALE",51,"basic",0,"en","sem-brand","google","omg","Web","Other","Chrome",10185.6277096977,"Education","Highschool",1,"NL"
"ntenls8rq0","2013-02-01",2013-02-01 01:03:03,"2013-09-25","MALE",35,"facebook",0,"en","direct","direct","untracked","Web","Apple","Safari",38770.7739187617,"Engineering","Associate",0,"CA"
"ra2bovuhwx","2013-09-20",2013-09-20 21:14:11,"2014-07-21","MALE",29,"facebook",0,"en","direct","direct","tracked-other","Web","Apple","Chrome",106049.445178395,"Healthcare","PhD",0,"IT"
"f3st0el4pn","2013-04-08",2013-04-08 02:42:57,"2013-04-08","FEMALE",51,"basic",0,"en","direct","direct","linked","Web","Other","Chrome",148518.730631773,"Engineering","Bachelor",1,"US"
"xrl931y3t5","2012-10-26",2012-10-26 08:05:56,"2013-06-05","-unknown-",44,"basic",0,"en","direct","direct","untracked","Web","Other","Firefox",49415.1257297399," Hospitality","Master",0,"CA"
"9cr2ygrhlc","2013-10-14",2013-10-14 20:30:34,"2013-10-15","FEMALE",2013,"basic",0,"en","sem-non-brand","google","untracked","Web","Apple","Firefox",72592.8777102475,"Retail","None",0,"FR"
"sdlp7opfva","2013-11-23",2013-11-23 16:32:00,"2013-12-13","FEMALE",31,"basic",0,"en","direct","direct","linked","Web","Apple","Firefox",59830.8452673567,"Education","PhD",0,"US"
"nc4ywp4dhe","2013-06-02",2013-06-02 20:19:34,"2013-06-04","-unknown-",51,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",9642.2804164452,"Engineering","PhD",1,"FR"
"jbdbv9daop","2013-05-07",2013-05-07 03:13:42,"2014-04-24","FEMALE",33,"facebook",0,"en","direct","direct","untracked","Web","Apple","Firefox",17414.0845309407,"Retail","None",0,"FR"
"uiqvh19z4d","2012-08-08",2012-08-08 03:44:04,"2012-08-23","-unknown-",33,"basic",0,"en","direct","direct","untracked","Web","Apple","Firefox",-4876.87073062993," Hospitality","Master",0,"FR"
"ha6f1jz9tt","2014-06-10",2014-06-10 03:11:50,"2014-06-10","FEMALE",26,"basic",0,"en","seo","google","linked","Web","Apple","Chrome",57105.8477637307,"Engineering","PhD",0,"CA"
"26uq4vkrxb","2013-03-07",2013-03-07 23:49:47,"2013-03-08","-unknown-",51,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",19388.6678950768,"Education","Highschool",1,"NL"
"0odyqyo087","2013-10-10",2013-10-10 21:26:19,"2013-10-10","MALE",28,"basic",0,"en","direct","direct","untracked","Web","Apple","Chrome",122791.328422825,"Education","Bachelor",0,"US"
"malpfekny7","2013-04-01",2013-04-01 22:11:38,"2013-04-02","FEMALE",23,"facebook",0,"en","seo","google","linked","Web","Apple","Safari",79746.711188728,"Education","Highschool",0,"IT"
"i0bn9mw3bt","2013-09-18",2013-09-18 05:29:08,"2013-09-27","-unknown-",51,"basic",25,"en","direct","direct","untracked","iOS","Apple","-unknown-",9788.26779218322,"Retail","PhD",1,"IT"
"7i2vk3anqd","2014-02-28",2014-02-28 21:43:45,"2014-03-01","-unknown-",47,"basic",0,"en","sem-brand","google","omg","Web","Apple","Firefox",71528.6916159029,"Engineering","Master",0,"FR"
"vfop4kck0a","2014-05-23",2014-05-23 18:28:47,"2014-05-23","-unknown-",52,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",-86101.1295904522,"Healthcare","Associate",0,"NL"
"l7qqtx2jlr","2013-05-28",2013-05-28 03:15:23,"2013-08-09","MALE",28,"basic",0,"en","direct","direct","linked","Web","Apple","Chrome",25281.5498642328," Hospitality","Highschool",0,"ES"
"fc5sej36kn","2013-01-07",2013-01-07 00:17:20,"2013-01-13","FEMALE",28,"facebook",0,"en","sem-brand","google","omg","Web","Apple","Chrome",16240.5005492916,"IT","PhD",0,"FR"
"xxfrhylc8c","2013-09-20",2013-09-20 11:44:16,"2014-04-15","MALE",46,"facebook",0,"en","direct","direct","linked","Web","Apple","Safari",86315.0525764573,"Engineering","Associate",0,"US"
"5m97yjzhl1","2013-11-21",2013-11-21 04:13:07,"2013-12-07","MALE",24,"facebook",0,"en","direct","direct","linked","Web","Other","Firefox",-48766.5001511979," Hospitality","Master",0,"AU"
"ntttile4ng","2012-03-03",2012-03-03 19:35:15,"2012-03-06","FEMALE",33,"facebook",0,"en","sem-brand","google","untracked","Web","Apple","Safari",-8440.55451858093,"IT","Associate",0,"DE"
"4cllit4v43","2012-04-11",2012-04-11 04:33:11,"2012-04-11","FEMALE",33,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",105633.356688844,"Engineering","Master",0,"IT"
"rtv5r95eft","2014-04-15",2014-04-15 15:41:59,"2014-04-18","-unknown-",105,"basic",0,"en","sem-brand","google","omg","Web","Other","Chrome",-13547.1830182542,"Education","Associate",0,"CA"
"gab6cp4joq","2013-12-21",2013-12-21 08:15:32,"2013-12-22","FEMALE",26,"basic",0,"en","sem-brand","google","omg","Web","Other","Chrome",7766.6735780907,"Healthcare","PhD",0,"US"
"8t6dqw5rv1","2013-04-18",2013-04-18 06:47:52,"2013-05-13","-unknown-",51,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",-9457.42264346236,"Retail","Bachelor",1,"FR"
"y9pjwe8mos","2013-05-22",2013-05-22 06:54:46,"2013-05-22","MALE",30,"facebook",0,"en","direct","direct","linked","Web","Other","IE",-120322.738653319," Hospitality","Bachelor",0,"FR"
"0htrezgg8j","2012-07-27",2012-07-27 13:55:26,"2012-07-27","FEMALE",28,"facebook",3,"en","direct","direct","untracked","Web","Apple","Firefox",-23760.1791121801,"IT","None",0,"FR"
"hksf62r6k8","2014-05-18",2014-05-18 01:00:37,"2014-05-21","MALE",44,"basic",0,"en","sem-brand","google","omg","Web","Other","IE",36002.2419557339,"Education","None",0,"FR"
"4fu9e7e5ij","2013-11-08",2013-11-08 17:20:29,"2013-11-17","MALE",47,"basic",25,"en","direct","direct","untracked","iOS","Apple","-unknown-",39058.4625458199,"Healthcare","Master",0,"IT"
"ez401kjf9m","2012-08-10",2012-08-10 22:23:05,"2012-08-16","MALE",24,"basic",3,"en","sem-non-brand","google","omg","Web","Other","Firefox",96435.5494134703,"Education","PhD",0,"ES"
"w2p0xsbyrr","2013-10-18",2013-10-18 03:48:33,"2013-10-18","FEMALE",25,"basic",0,"en","direct","direct","linked","Web","Apple","Firefox",144079.20541209,"IT","Master",0,"ES"
"9l5c9rkdq1","2014-03-06",2014-03-06 19:16:39,"2014-03-18","FEMALE",38,"basic",0,"en","direct","direct","untracked","Web","Other","-unknown-",24638.4914776096,"IT","Master",0,"FR"
"lragwf50si","2012-01-15",2012-01-15 15:08:54,"2012-01-15","FEMALE",27,"basic",2,"en","direct","direct","untracked","Web","Other","Chrome",34762.4164384162,"Retail","PhD",0,"ES"
"3blajo9o61","2013-09-11",2013-09-11 22:37:54,"2013-09-14","FEMALE",51,"basic",0,"en","sem-brand","google","tracked-other","Web","Other","Chrome",44249.9629995187,"Education","Highschool",1,"CA"
"g448i7jofd","2012-01-10",2012-01-10 01:41:12,"2012-01-21","MALE",35,"basic",0,"en","seo","google","untracked","Web","Other","Chrome",89190.3302520501,"Engineering","None",0,"US"
"c348ogpphb","2012-08-09",2012-08-09 03:14:08,"2012-08-10","-unknown-",51,"basic",0,"en","sem-brand","google","omg","Web","Other","IE",125408.639684423," Hospitality","Master",1,"US"
"ld7si0iucf","2012-08-30",2012-08-30 23:40:23,"2012-09-20","-unknown-",51,"basic",0,"en","direct","direct","untracked","Web","Other","IE",-39030.1069984134,"Education","Bachelor",1,"FR"
"tixunsrhaw","2011-12-11",2011-12-11 20:59:28,"2011-12-12","MALE",48,"facebook",0,"en","sem-brand","google","omg","Web","Apple","Safari",-79570.165048691," Hospitality","None",0,"FR"
"nbqn8il067","2014-04-05",2014-04-05 02:03:38,"2014-04-05","FEMALE",110,"facebook",0,"en","sem-brand","google","omg","Web","Apple","Safari",70765.2144323399," Hospitality","Highschool",0,"US"
"hl9jjymg1v","2013-11-08",2013-11-08 20:01:03,"2013-11-14","FEMALE",33,"basic",0,"en","direct","direct","untracked","Web","Apple","Chrome",-21110.5095781196,"IT","Master",0,"FR"
"vygt3bl76o","2014-04-09",2014-04-09 03:21:32,"2014-04-16","FEMALE",22,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",186179.127919488,"Engineering","Master",0,"US"
"a038ofmms7","2014-05-16",2014-05-16 07:49:26,"2015-01-15","MALE",48,"facebook",0,"en","sem-non-brand","google","untracked","Web","Apple","Mobile Safari",42547.1125243522," Hospitality","Associate",0,"FR"
"lhr9rfdlki","2013-07-06",2013-07-06 03:50:53,"2013-07-09","MALE",38,"facebook",0,"en","sem-brand","google","omg","Web","Other","Chrome",14596.08750646,"Engineering","Associate",0,"NL"
"gilcygx2ko","2012-07-10",2012-07-10 05:05:04,"2012-07-10","-unknown-",51,"basic",3,"en","other","craigslist","tracked-other","Web","Other","IE",43443.6214230812," Hospitality","Associate",1,"US"
"y43cvmc3tx","2013-05-12",2013-05-12 22:23:22,"2013-05-14","-unknown-",51,"basic",0,"en","sem-non-brand","google","omg","Web","Apple","Safari",-50532.3718418022,"IT","PhD",1,"FR"
"mdhde4y8ak","2010-02-16",2010-02-16 07:01:41,"2010-02-16","-unknown-",51,"basic",3,"en","direct","direct","tracked-other","Web","Apple","Mobile Safari",66839.6384839056,"Engineering","Highschool",1,"US"
"za6mhoilfm","2014-04-07",2014-04-07 14:17:49,"2014-04-16","MALE",29,"basic",0,"en","direct","direct","untracked","Web","Other","Chrome",9514.38829816283,"Retail","Bachelor",0,"DE"
"bbm4ooc7ax","2012-01-11",2012-01-11 04:06:12,"2012-07-14","MALE",34,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",-7788.37866769039,"Education","Master",0,"IT"
"ojm8acw914","2014-04-23",2014-04-23 03:38:53,"2014-04-23","-unknown-",51,"basic",0,"en","direct","direct","linked","Web","Other","Chrome",78129.8936021648,"Healthcare","Master",1,"US"
"87utix2zhs","2013-12-02",2013-12-02 05:26:58,"2013-12-02","-unknown-",28,"basic",0,"en","direct","direct","linked","Web","Other","Chrome",97741.4195341664,"IT","PhD",0,"US"
"lcf1mdimgg","2012-05-12",2012-05-12 19:51:58,"2012-05-12","FEMALE",35,"facebook",3,"en","direct","direct","linked","Web","Apple","Safari",7681.40330066719,"Retail","PhD",0,"US"
"o9dykv0v7c","2014-05-06",2014-05-06 04:02:25,"2014-05-08","FEMALE",37,"facebook",0,"en","direct","direct","linked","Web","Other","Chrome",65038.1190163572,"IT","Master",0,"US"
"x4i1egc3ue","2012-10-25",2012-10-25 20:14:17,"2012-10-26","FEMALE",51,"basic",0,"en","sem-non-brand","google","omg","Web","Other","Chrome",79135.7254062339," Hospitality","Highschool",1,"US"
"a9nrnsgj03","2014-02-03",2014-02-03 19:05:04,"2014-02-03","FEMALE",35,"basic",0,"en","direct","direct","linked","Web","Apple","Chrome",54802.0408193709,"IT","Associate",0,"US"
"sakp40v4bx","2014-03-31",2014-03-31 21:26:27,"2014-04-03","-unknown-",51,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",-39209.2965711333,"IT","Highschool",1,"IT"
"yvaul08eyr","2011-12-22",2011-12-22 05:47:20,"2011-12-23","FEMALE",27,"basic",0,"en","seo","google","untracked","Web","Apple","Safari",30820.9912373111," Hospitality","Master",0,"FR"
"824o3hffbh","2014-01-19",2014-01-19 19:45:40,"2014-01-20","MALE",20,"facebook",0,"en","direct","direct","untracked","Web","Other","Chrome",169516.501335744,"Healthcare","Master",0,"US"
"w8l9wiz9iw","2014-02-18",2014-02-18 09:13:37,"2014-02-18","-unknown-",51,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",59897.0948266109,"Retail","Master",1,"ES"
"svwo8gsij4","2010-05-04",2010-05-04 04:48:53,"2010-05-27","FEMALE",37,"basic",3,"en","direct","direct","linked","Web","Apple","Chrome",131742.223727714,"Retail","Bachelor",0,"US"
"mvk3d03sh9","2012-04-15",2012-04-15 19:44:25,"2012-05-20","FEMALE",35,"basic",0,"en","other","craigslist","untracked","Web","Other","Firefox",101904.320559124,"Education","Master",0,"US"
"8fw8ff9xte","2014-02-04",2014-02-04 20:21:07,"2014-02-23","-unknown-",51,"basic",0,"en","sem-brand","google","omg","Web","Apple","Chrome",-9245.507705189,"IT","PhD",1,"ES"
"f7poc56jcd","2013-05-10",2013-05-10 21:36:19,"2013-05-22","FEMALE",30,"facebook",0,"en","direct","direct","untracked","Web","Other","Chrome",-6394.63487986026,"IT","Master",0,"FR"
"x6hxhdqv9h","2014-03-03",2014-03-03 21:25:10,"2014-03-04","-unknown-",51,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",70123.8558483193,"IT","Associate",1,"IT"
"mtz6xlvxa2","2013-06-19",2013-06-19 13:56:16,"2013-06-23","FEMALE",35,"basic",0,"en","direct","direct","untracked","Web","Other","IE",-56171.8354308463,"Education","Highschool",0,"FR"
"71q0irbcmp","2012-06-22",2012-06-22 02:53:08,"2012-06-22","FEMALE",51,"basic",3,"en","other","craigslist","tracked-other","Web","Apple","Safari",33840.1875824287,"Healthcare","Associate",1,"GB"
"j23utmkpz3","2013-08-04",2013-08-04 06:06:56,"2013-08-04","-unknown-",51,"basic",0,"en","sem-non-brand","google","omg","Web","Apple","Chrome",-33369.53897581,"Retail","Master",1,"NL"
"u7vbrae49k","2013-10-21",2013-10-21 14:13:41,"2013-10-22","-unknown-",51,"basic",0,"en","direct","direct","untracked","Web","Other","Chrome",82148.4780402935," Hospitality","None",1,"US"
"e76zii9e5p","2013-09-10",2013-09-10 22:55:22,"2013-09-11","-unknown-",51,"basic",0,"en","sem-non-brand","google","omg","Web","Other","Chrome",117300.608942102,"Retail","PhD",1,"ES"
"15laj3dc68","2013-07-31",2013-07-31 15:47:39,"2013-07-31","MALE",51,"basic",0,"en","sem-non-brand","google","omg","Web","Apple","Safari",14814.9518073342,"Healthcare","Highschool",1,"IT"
"a5qdpu9nev","2014-03-06",2014-03-06 03:31:51,"2014-03-06","MALE",28,"facebook",0,"en","sem-brand","google","omg","Web","Apple","Chrome",1069.69796720489,"IT","Bachelor",0,"US"
"0pqhrbjsrt","2014-02-12",2014-02-12 07:11:01,"2014-02-28","-unknown-",51,"basic",0,"en","seo","google","linked","Web","Other","Chrome",92619.1112852033,"Engineering","Associate",1,"US"
"t4ppubeotw","2013-10-29",2013-10-29 00:20:12,"2013-10-29","-unknown-",51,"basic",0,"en","sem-brand","google","omg","Web","Apple","Safari",87349.241563104,"Healthcare","Master",1,"US"
"vmyav2mzts","2013-05-15",2013-05-15 05:08:08,"2013-06-21","MALE",63,"basic",0,"en","sem-brand","google","omg","Web","Apple","Safari",-85396.6603611125,"Education","Bachelor",0,"DE"
"mydr2po6s7","2014-04-16",2014-04-16 13:32:35,"2014-04-16","-unknown-",51,"basic",0,"en","sem-brand","google","omg","Web","Apple","Safari",109402.330466157,"Healthcare","Master",1,"FR"
"yfhe920lgk","2013-11-09",2013-11-09 01:46:28,"2013-11-12","FEMALE",31,"basic",0,"en","direct","direct","untracked","Web","Other","Firefox",53204.298634478,"Engineering","Master",0,"FR"
"2ipg19j3hq","2013-07-11",2013-07-11 21:14:46,"2013-09-11","FEMALE",28,"basic",0,"en","direct","direct","untracked","Web","Other","Chrome",125024.126826063,"Retail","Bachelor",0,"FR"
"k0bj1w9rz1","2013-09-04",2013-09-04 20:51:45,"2013-09-21","FEMALE",58,"basic",0,"en","direct","direct","untracked","Web","Apple","Chrome",25212.4360317351,"Education","PhD",0,"FR"
"e58873jvie","2011-10-10",2011-10-10 05:35:25,"2011-10-14","-unknown-",51,"basic",2,"en","direct","direct","omg","Web","Apple","Safari",124308.122303538,"IT","Bachelor",1,"FR"
"q34b9c87mu","2012-09-15",2012-09-15 23:23:50,"2012-09-15","FEMALE",45,"facebook",3,"en","sem-brand","google","omg","Web","Other","Firefox",97229.2028603608,"IT","Bachelor",0,"ES"
"wz145qjjpf","2014-05-13",2014-05-13 17:56:53,"2014-06-11","MALE",32,"facebook",0,"en","sem-brand","google","omg","Web","Other","Chrome",-13315.6183685312,"Healthcare","PhD",0,"DE"
"whhr5v3r14","2013-05-01",2013-05-01 21:08:46,"2013-05-01","MALE",40,"facebook",0,"en","sem-non-brand","google","omg","Web","Apple","Chrome",111109.800025778,"Education","Bachelor",0,"US"
"eye243u2bf","2014-06-28",2014-06-28 01:32:05,"2014-07-17","FEMALE",36,"facebook",25,"en","direct","direct","linked","iOS","Apple","Mobile Safari",98513.2753077125,"Education","Highschool",0,"IT"
"wzu737ti09","2012-07-26",2012-07-26 23:16:50,"2012-07-31","MALE",37,"facebook",3,"en","other","craigslist","tracked-other","Web","Apple","Safari",97018.6859244408,"Education","Master",0,"GB"
"a65dblet66","2012-11-28",2012-11-28 12:01:37,"2012-11-29","-unknown-",51,"basic",0,"en","direct","direct","untracked","Web","Apple","Safari",-3027.29019715244,"Healthcare","PhD",1,"DE"
"0oh6obxw2o","2013-08-10",2013-08-10 19:12:46,"2013-08-10","MALE",30,"basic",0,"en","direct","direct","untracked","Web","Other","Chrome",-58161.9524829636," Hospitality","Master",0,"ES"
"7hkxogh3xe","2014-04-04",2014-04-04 04:17:54,"2014-04-14","FEMALE",51,"basic",0,"en","direct","direct","linked","Web","Apple","Chrome",31444.3996317543,"Education","PhD",1,"US"
"8foppln3cp","2011-10-06",2011-10-06 08:57:13,"2011-10-06","MALE",49,"basic",3,"en","direct","direct","linked","Web","Other","Chrome",-11043.5815874729,"Retail","PhD",0,"GB"
"m385ces3g0","2011-07-11",2011-07-11 20:47:29,"2011-07-12","-unknown-",35,"basic",0,"en","direct","direct","omg","Web","Other","Firefox",31212.5116986539,"Healthcare","Bachelor",0,"IT"
"lhisjgs9w4","2014-01-22",2014-01-22 16:42:27,"2014-08-02","FEMALE",47,"facebook",0,"en","sem-non-brand","google","linked","Web","Other","Firefox",111916.454393842," Hospitality","Bachelor",0,"GB"
"76e6ct651a","2012-08-21",2012-08-21 01:36:20,"2012-08-21","MALE",29,"facebook",0,"en","direct","direct","linked","Web","Other","Chrome",71299.0839996571,"Engineering","Bachelor",0,"DE"
"y2mvtmu6ij","2011-02-24",2011-02-24 15:17:13,"2012-01-26","FEMALE",72,"basic",2,"en","content","google","linked","Web","Other","IE",66523.8051807651,"Retail","Master",0,"GB"
"o1aug7u22a","2013-06-11",2013-06-11 03:23:28,"2013-06-11","MALE",27,"basic",0,"en","direct","direct","linked","Web","Other","Firefox",-21022.9883859107,"Healthcare","PhD",0,"ES"
"67aivyzr2a","2013-09-18",2013-09-18 23:27:06,"2013-10-25","-unknown-",51,"basic",0,"en","seo","google","untracked","Web","Other","Chrome",19318.7912632686,"Retail","Associate",1,"FR"
"woprk0zsn2","2014-04-16",2014-04-16 01:25:07,"2014-04-16","FEMALE",35,"basic",0,"en","direct","direct","untracked","Web","Apple","Firefox",142793.375421032,"Retail","Bachelor",0,"ES"
"tv10ufcasn","2014-04-19",2014-04-19 23:38:13,"2014-04-29","-unknown-",51,"basic",0,"en","sem-brand","google","omg","Web","Apple","Chrome",30695.3564362543,"IT","Highschool",1,"IT"
"set8ev169e","2014-04-09",2014-04-09 22:24:20,"2014-04-12","FEMALE",22,"basic",0,"en","direct","direct","untracked","Web","Apple","Chrome",125826.287287254,"Education","PhD",0,"GB"
"tla18o661f","2013-11-09",2013-11-09 08:23:29,"2014-10-15","MALE",24,"facebook",0,"en","sem-brand","google","tracked-other","Web","Apple","Mobile Safari",-18647.4936419675,"Engineering","Associate",0,"FR"
"cxlcx6bv29","2012-08-18",2012-08-18 01:13:03,"2012-08-18","-unknown-",51,"basic",0,"en","direct","direct","untracked","Web","Other","IE",110561.201737956,"Retail","Bachelor",1,"CA"
"0me69rg4gb","2011-05-28",2011-05-28 20:02:08,"2011-05-29","-unknown-",51,"basic",2,"en","sem-brand","google","untracked","Web","Apple","Firefox",-32341.1265312539,"Retail","Highschool",1,"DE"
"bjf9lxg087","2013-08-23",2013-08-23 02:29:01,"2013-09-08","FEMALE",44,"basic",0,"en","direct","direct","untracked","Web","Apple","Mobile Safari",53830.318281595,"Healthcare","Associate",0,"FR"
"ijqy0ue53x","2013-04-04",2013-04-04 22:13:45,"2013-04-05","-unknown-",47,"basic",0,"en","direct","direct","untracked","Web","Other","IE",77618.5758167233,"Retail","Master",0,"FR"
"fyskoso1kl","2012-07-31",2012-07-31 05:21:26,"2012-07-31","MALE",51,"basic",3,"en","direct","direct","linked","Web","Other","Chrome",124664.529434475,"Retail","PhD",1,"US"
"n69fkt3ep4","2014-01-23",2014-01-23 23:46:15,"2014-02-20","-unknown-",51,"basic",0,"en","sem-brand","google","linked","Web","Apple","Safari",105673.06820308,"Retail","Bachelor",1,"US"
"s8ex6yxgwk","2013-08-13",2013-08-13 05:36:01,"2013-08-13","MALE",28,"basic",0,"en","direct","direct","tracked-other","Web","Apple","Chrome",-3358.21301580165," Hospitality","PhD",0,"NL"
