"uniqueID","likesDogs","creditScore"
"donor8225","Yes",651.698073797358
"donor17876","No",650.640821581826
"donor1136","No",651.044041584415
"donor1651","Yes",650.712065243985
"donor3105","No",650.903380499269
"donor14574-46","No",651.842615898305
"donor1445","Yes",649.396533627313
"donor11097","No",652.250361848444
"donor16125","Yes",650.413993488275
"donor20442","Yes",649.16026764813
"donor4162","No",650.861269154126
"donor15497","No",650.542314481062
"donor5741","Yes",648.047471821287
"donor2071","Yes",649.829428109022
"donor2639","No",650.086428581792
"donor4634","Yes",649.665613905399
"donor2381","No",651.02310005829
"donor4382","No",649.949746650442
"donor17298","Yes",648.511850696004
"donor2979","No",650.770760211244
"donor1241","Yes",651.426707995163
"donor12993","Yes",649.645134312328
"donor2616","Yes",650.517439885801
"donor14430","Yes",651.741874435947
"donor16707","Yes",650.748526228492
"donor1299","No",649.53996834528
"donor21131","No",651.129537051178
"donor17927","Yes",650.964053913759
"donor6636","No",651.436366219818
"donor5752","Yes",650.087190564023
"donor19851","No",648.99792542885
"donor8014","No",649.029325376451
"donor20105","Yes",649.426380817044
"donor15918","Yes",650.090454146391
"donor5501","No",649.613011630666
"donor9616","Yes",647.974551816906
"donor19814","Yes",649.438730966834
"donor15829","No",650.660430657321
"donor1069","Yes",651.498743648227
"donor2387","Yes",650.821985934006
"donor22501","No",651.028649803591
"donor17213","Yes",651.118672034815
"donor5987","Yes",649.247425754623
"donor5409","Yes",649.634632673566
"donor12016","No",649.985204424293
"donor6286","No",648.778157477562
"donor18672","No",650.277988784122
"donor21853","Yes",649.755132133616
"donor5900","No",650.5681368045
"donor14741","No",649.454255068704
"donor16663","No",652.173087537562
"donor15823","No",650.232853479677
"donor21852","No",651.130562709062
"donor22587","No",650.555194489945
"donor2444","No",648.466538447531
"donor5592","No",648.528506906162
"donor2077","No",649.508891580014
"donor14942","Yes",651.036556433074
"donor14199","Yes",650.296656655788
"donor16642","Yes",649.647772698247
"donor9875","Yes",651.67996836297
"donor14910","Yes",650.576536423104
"donor11710","Yes",651.965148948713
"donor8625","Yes",650.470123856108
"donor14457","No",649.009638423777
"donor8182","Yes",650.701727622799
"donor14233","Yes",649.543033838011
"donor51865-37","Yes",649.315051695105
"donor7635","Yes",648.425970683151
"donor14273","Yes",649.686890689664
"donor17976","Yes",648.175943528674
"donor7166","No",648.94246999854
"donor6070","No",650.513875952797
"donor8158","No",650.5569506571
"donor14203","No",651.444285793666
"donor7269","No",651.016276040931
"donor41883-59","Yes",650.373622429709
"donor5937","Yes",650.99353404358
"donor9062","No",650.868070881628
"donor21164","No",649.525980543613
"donor12999","No",649.148565101
"donor16292","Yes",649.888280315038
"donor7777","No",650.189996937896
"donor15366","Yes",648.789757837234
"donor22034","No",650.229619113548
"donor2022","Yes",649.033832724358
"donor17355","Yes",650.109842915894
"donor9278","No",650.343268112306
"donor20323","No",650.624799383525
"donor1711","No",649.785533632745
"donor7528","Yes",651.652170254803
"donor18822","Yes",648.213987533715
"donor17093","No",650.039846085705
"donor12717","Yes",650.583817914756
"donor839","Yes",649.19712161855
"donor37350-53","No",649.985783956345
"donor19711","No",650.257196849483
"donor64453-54","No",650.347105563547
"donor17829","No",648.610630528161
"donor1802","No",651.536743297118
"donor20383","No",650.015896547192
"donor20171","Yes",649.834495396941
"donor12839","Yes",649.873205206191
"donor2570","No",650.225536231766
"donor10381","Yes",650.576559129811
"donor20426","No",650.469358494582
"donor9797","Yes",648.864944640148
"donor14269","No",650.805502567802
"donor1890","Yes",648.721710394107
"donor1104","Yes",651.228539102182
"donor23072","No",649.015223671193
"donor9176","No",649.535091720562
"donor10623","Yes",648.648518246131
"donor15583","No",649.580851620514
"donor19787","No",650.971973806569
"donor20924","Yes",651.022739842653
"donor18366","No",649.853026827626
"donor6457","No",648.342723072972
"donor9210","Yes",651.426249153901
"donor17625","No",650.192740063816
"donor4821","Yes",647.925123623776
"donor12852","No",650.441526678846
"donor5738","No",648.752944149496
"donor3506","No",650.922230369222
"donor15565","Yes",650.068130195521
"donor7391","No",648.862375026286
"donor21069","No",649.856818226211
"donor8637","Yes",649.637100476894
"donor10880","Yes",649.418383312793
"donor10349","No",649.095494831128
"donor1787","No",649.03535174108
"donor19962","Yes",650.372053417574
"donor11547","Yes",650.525581246128
"donor21070","Yes",650.363871856852
"donor4740","No",650.307033054094
"donor7132","No",651.514165650528
"donor14360","No",649.862853321272
"donor4607","Yes",648.958348024347
"donor20288","No",649.455698126923
"donor9397","Yes",650.685898561921
"donor1113","Yes",651.130380970957
"donor19652","Yes",650.725940758518
"donor22944","No",651.059043573769
"donor14510","No",649.755944473823
"donor19697","No",650.724161658338
"donor15597","Yes",648.255403237928
"donor20945","Yes",650.289883354011
"donor3766","No",650.184433771248
"donor2807","No",649.851239876612
"donor2195","Yes",651.010322328276
"donor5288","No",649.782357725934
"donor11962","Yes",649.58362246249
"donor18222","No",649.567418566666
"donor19867","Yes",650.315700994748
"donor8982","No",649.707962469287
"donor4762","No",650.282523078849
"donor8736","No",648.78823831921
"donor15962","Yes",649.428261418655
"donor18579","No",650.476848490963
"donor22064","No",650.813925499024
"donor6897","Yes",648.837810982568
"donor387","No",650.076437926894
"donor1641","No",649.760671440584
"donor18617","No",649.863027949699
"donor14762","Yes",649.654473604032
"donor12419","Yes",649.832045881542
"donor16468","Yes",649.227982754296
"donor21330","No",650.306212888207
"donor12343","No",649.247763346467
"donor8370","Yes",651.187093127687
"donor7699","No",650.582190023271
"donor17510","No",648.796133655319
"donor20198","Yes",648.499058371494
"donor8176","No",650.043122952979
"donor15099","Yes",649.317512948891
"donor17327","No",650.091808766984
"donor18576","Yes",649.005070987125
"donor10524","Yes",648.934778808981
"donor2599","No",648.353522858123
"donor4460","No",650.228248824177
"donor17649","Yes",648.426590392421
"donor1770","No",649.828630964143
"donor6189","No",650.62652482732
"donor438","No",649.780583479359
"donor15267","No",649.842120922803
"donor11228","No",648.702901396213
"donor7206","Yes",649.792167723329
"donor2825","No",648.63780890609
"donor9832","No",651.581651123715
"donor15079","No",649.753351726885
"donor1985","Yes",649.224753558801
"donor11795","Yes",648.841430394177
"donor17335","No",650.465694984795
"donor8405","No",650.106544806243
"donor5831","No",649.998607099396
"donor5051","No",649.742161379339
"donor15904","Yes",649.878736939741
"donor18823","No",648.614834085131
"donor17334","Yes",648.220971247589
"donor22049","Yes",649.214347106625
"donor5951","Yes",648.598033446963
"donor20030","No",649.545147865628
"donor5258","No",648.670940986183
"donor15758","Yes",650.20751767066
"donor18999","No",649.730834597045
"donor6065","Yes",649.532462613119
"donor18897","No",650.003094870176
"donor10789","Yes",650.604467240019
"donor2834","Yes",650.683996847732
"donor9915","No",647.71931400965
"donor15955","No",650.913735175277
"donor2052","Yes",652.021030361868
"donor6634","Yes",650.518375628539
"donor20489","No",649.219323105078
"donor5384","Yes",649.592261041584
"donor7816","No",649.473268552036
"donor18568","No",650.075731697347
"donor17495","No",650.847331899174
"donor12071","Yes",649.544309374342
"donor796","Yes",650.500800295528
"donor14208","Yes",649.743801548984
"donor19328","Yes",650.328276822708
"donor17598","No",649.046428421514
"donor20176","No",650.260085603368
"donor11370","Yes",648.512806339518
"donor6397","Yes",649.623621974975
"donor3454","Yes",647.810787514215
"donor19669","Yes",650.024190453335
"donor10011","Yes",648.948220215197
"donor3447","Yes",648.96392039781
"donor22809","Yes",650.512214704907
"donor6066","No",649.138017832883
"donor10244","No",650.011109827782
"donor20036","Yes",650.373375986388
"donor9363","No",649.811256275714
"donor8649","Yes",650.593109758668
"donor22721","Yes",649.483145332852
"donor20959","Yes",651.441545169544
"donor7314","No",649.990853346623
"donor21495","No",651.350274217106
"donor23293","No",648.572933123143
"donor18549","No",649.739311293786
"donor9747","No",650.90870921632
"donor6405","Yes",649.526943124242
"donor7189","Yes",650.415437990898
"donor19416","No",651.06322392681
"donor19321","Yes",650.898518807804
"donor2831","No",650.730042413213
"donor15682","No",650.461535557398
"donor104014-45","No",651.378696982291
"donor20428","Yes",650.625830741706
"donor7970","Yes",651.190754764503
"donor21409","No",650.817491647576
"donor2120","Yes",650.760893217875
"donor7738","Yes",649.899564968974
"donor12290","No",649.292528371364
"donor14015","Yes",650.079001599773
"donor16408","No",651.255766532621
"donor14618","Yes",650.107608761359
"donor4875","Yes",648.319359755413
"donor18207","No",648.790213051705
"donor14473","Yes",649.979180312336
"donor12774","Yes",649.318471149088
"donor11559","No",651.157963677962
"donor6986","Yes",651.425877708773
"donor7931","No",649.345822333465
"donor19965","No",651.362745523496
"donor467","No",648.922251113306
"donor17399","No",651.057033315506
"donor1975","No",650.863892390027
"donor1035","Yes",650.331088090433
"donor14929","No",650.777174672102
"donor12547","No",649.75085147774
"donor13916","No",650.258889134935
"donor2852","Yes",652.115575661288
"donor18685","No",648.889769682893
"donor8941","No",647.776261820326
"donor3812","Yes",649.587440188798
"donor9682","No",649.622566424618
"donor21265","Yes",649.645904489958
"donor4890","Yes",649.857622886027
"donor22689","No",649.890203335363
"donor288","Yes",649.34676933487
"Nora","Yes",783
"donor13278","No",651.392441650899
"donor15655","No",649.841519447822
"donor14236","Yes",651.716278991145
"donor23195","Yes",649.854337178226
"donor2339","No",650.660983443183
"donor1946","No",649.598693369017
"donor1930","Yes",649.835107641897
"donor3335","Yes",649.854022363031
"donor22029","Yes",650.190933143549
"donor6258","Yes",650.089179376753
"donor9773","Yes",650.430246859046
"donor3992","Yes",650.308610825125
"donor4281","No",649.169640590141
"donor13136","No",649.896742397785
"donor90836-84","No",650.19796623642
"donor3691","Yes",650.480625136997
"donor20211","Yes",649.711347342981
"donor16300","No",649.694866532088
"donor22698","No",648.094077900121
"donor2422","Yes",651.437185997075
"donor12268","Yes",651.971893062347
"donor10019","No",650.334005560973
"donor9173","Yes",648.092735840137
"donor15764","Yes",650.175130288214
"donor22512","No",648.255249213258
"donor608","No",650.015169135264
"donor4585","No",649.671728355203
"donor12062","Yes",650.545857201454
"donor16752","Yes",651.661165257601
"donor12628","No",649.917767378391
"donor5444","Yes",650.981368731402
"donor9847","Yes",649.469044067942
"donor7461","No",651.22673271139
"donor5369","No",649.402129369323
"donor7104","Yes",649.613238818725
"donor638","No",649.639152155169
"donor53","No",649.407294615437
"donor308","Yes",648.91861488803
"donor13291","Yes",650.640417859626
"donor5082","No",649.912549132514
"donor19112","No",650.19046924901
"donor19476","Yes",650.258841727915
"donor21511","No",650.520119266693
"donor20787","Yes",650.92400431924
"donor22362","Yes",650.246031010505
"donor22979","No",649.393708920883
"donor18569","Yes",650.552554255255
"donor1165","Yes",650.127549716186
"donor1520","Yes",650.796767198394
"donor20314","Yes",650.250785046931
"donor13745","Yes",650.303106734493
"donor5322","Yes",650.211158464725
"donor22040","Yes",649.300107568126
"donor13770","Yes",650.750927207397
"donor1703","No",650.322329562219
"donor5927","No",649.989614853927
"donor13532","Yes",651.981150889507
"donor17474","No",650.037580293222
"donor15952","Yes",651.065131459553
"donor1414","No",648.816907642771
"donor22937","Yes",650.859304131772
"donor15683","Yes",649.469765310393
"donor7219","Yes",651.09962497281
"donor12623","Yes",649.73095402492
"donor930","No",651.185812111906
"donor15791","Yes",649.483483694683
"donor22912","No",649.320712056105
"donor7581","Yes",651.563427120936
"donor20555","No",650.992127687206
"donor9877","No",649.817111834641
"donor9458","Yes",650.000176495353
"donor5253","Yes",649.98788717367
"donor14412","Yes",650.083568312705
"donor13984","No",650.745549152456
"donor8801","Yes",649.12790405977
"donor6851","Yes",649.445777811529
"donor10007","Yes",650.264376374829
"donor21258","No",650.099369211069
"donor7393","Yes",650.520609576598
"donor15349","No",650.867951740595
"donor7935","Yes",649.589142449143
"donor6053","No",650.007841878099
"donor3930","No",650.2818375551
"donor11762","Yes",649.385387766015
"donor21899","Yes",650.736404639709
"donor12076","Yes",649.340169320488
"donor4697","Yes",650.602602028126
"donor19833","No",649.977445386906
"donor22152","No",652.627117389782
"donor20034","No",649.602600275376
"donor630","No",650.301823952823
"donor2109","Yes",649.8966814226
"donor3808","No",648.011900234859
"donor7972","No",649.904700513053
"donor7941","No",649.733385443178
"donor316","Yes",650.387249043982
"donor15626","Yes",649.16161300529
"donor8690","No",647.843826518888
"donor11851","No",651.48423771209
"donor13766","Yes",648.848914026678
"donor15587","Yes",650.244267862052
"donor21444","Yes",649.635232489494
"donor5711","Yes",650.480817152985
"donor13324","Yes",648.814125821431
"donor17826","Yes",650.792656279939
"donor18687","No",649.518701011464
"donor21326","Yes",650.74341872617
"donor15859","No",651.383771849311
"donor13275","Yes",649.940270640224
"donor585","No",648.74091309857
"donor11344","Yes",650.652552227243
"donor27910-1","Yes",651.292471104201
"donor4052","No",649.391776618717
"donor19269","Yes",649.190599150651
"donor8828","Yes",648.815635365854
"donor3962","Yes",649.893343886587
"donor20394","No",648.331836571007
"donor7363","No",646.942883603912
"donor17980","Yes",649.589180883324
"donor6949","Yes",650.72264627832
"donor10035","No",651.256167315985
"donor18288","Yes",651.323503161582
"donor21396","Yes",649.918668794827
"donor1508","No",649.042273739863
"donor21525","No",651.342384226233
"donor8104","No",651.404208017811
"donor14748","Yes",649.059433030046
"donor19186","No",649.230694082594
"donor16213","Yes",649.32095418193
"donor6509","Yes",650.864918681225
"donor16755","No",648.354089837038
"donor63499-82","Yes",649.615461350218
"donor13841","Yes",651.129821998273
"donor21560","Yes",649.157548482756
"donor16140-85","No",650.82127444212
"donor3300","No",649.795104270514
"donor22846","No",650.802251381358
"donor17113","Yes",649.990512703677
"donor21552","Yes",650.116999386234
"donor16590","No",648.879796732014
"donor514","Yes",648.74827230463
"donor3762","No",649.828132915727
"donor14544","No",650.787173709005
"donor5616","No",649.43521538353
"donor18838","No",649.567747266144
"donor13343","No",649.829678720622
"donor17974","Yes",650.066238008641
"donor51848-6","Yes",647.527059966237
"donor14382","Yes",649.924800813003
"donor4661","Yes",650.171268034475
"donor9632","Yes",650.045017345718
"donor16520","No",651.474664715295
"donor1913","Yes",648.83932354038
"donor12638","No",649.644497564589
"donor14058","No",650.012308130394
"donor17405","Yes",650.640049703799
"donor6628","No",648.730055359791
"donor21690","Yes",647.900650688327
"donor17938","Yes",647.957252802575
"donor13586","Yes",649.791799545473
"donor20478","Yes",649.247014319949
"donor17254","Yes",650.255568419394
"donor18108","No",650.80190027144
"donor11796","No",651.210463372789
"donor15945","No",649.506895130743
"donor14043","No",649.755401298728
"donor13788","Yes",648.412417938706
"donor15272","Yes",650.658747774927
"donor17589","Yes",649.978150708566
"donor11028","Yes",648.971371713131
"donor57829-18","Yes",648.775637214617
"donor5971","Yes",649.042683842927
"donor23007","No",649.846632104969
"donor18989","Yes",650.8112862328
"donor12691","Yes",649.739069833088
"donor11414-66","Yes",651.255299753139
"donor5075","Yes",649.488414462504
"donor21248","Yes",648.034465136733
"donor19618","Yes",651.135564352234
"donor1209","No",648.229227230849
"donor8387","Yes",650.024059278286
"donor19088","No",650.559203255911
"donor12152","No",648.248367533289
"donor13601","No",650.06746075872
"donor3279","Yes",650.3584815631
"donor10445","No",651.400071279355
"donor8832","No",650.592475520717
"donor14769","Yes",648.650575251843
"donor7521","Yes",650.061794122494
"donor12875","Yes",649.668039562875
"donor16662","Yes",649.811459540119
"donor11626","Yes",651.467539537991
"donor9701","No",651.784379614143
"donor16279","No",649.642659888329
"donor11491","No",651.686854369835
"donor3522","No",651.193999972459
"donor11951","Yes",647.999847631612
"donor12324","Yes",649.736081328328
"donor17837","No",647.935837750314
"donor8302","No",651.019405579958
"donor14676","Yes",649.615228377113
"donor9897","Yes",650.104347832961
"donor18570","No",650.10646883935
"donor1466","Yes",649.932449728208
"donor11352","Yes",650.81592638774
"donor12828","Yes",649.412253052385
"donor11991","No",649.209119700673
"donor9851","Yes",650.676046466908
"donor12874","No",650.00458066849
"donor2637","Yes",650.658410416382
"donor23062","Yes",650.970131150319
"donor3056","No",649.685420120547
"donor17774","Yes",649.706851301155
"donor14469","No",651.707191862782
"donor21417","Yes",649.207759637407
"donor48351-19","No",651.41950029937
"donor18624","Yes",648.663368072772
"donor20512","No",650.468405391339
"donor17775","No",649.742650488338
"donor13726","Yes",649.967496400066
"Ted","Yes",742
"donor9762","No",649.801245331038
"donor9275","Yes",650.536883287937
"donor20254","No",650.035139821778
"donor22973","No",649.078112398168
"donor722","Yes",650.805296067705
"donor13516","No",649.959301134563
"donor12573","No",649.618894373392
"donor90377-6","No",649.643932845505
"donor9774","No",651.130182468444
"donor15139","No",650.851138838207
"donor9376","Yes",649.453671222126
"donor5223","Yes",649.016616512637
"donor2737","Yes",648.593265031126
"donor14556","Yes",649.288201360689
"donor116233-60","No",650.779817780291
"donor2577","Yes",649.538115616059
"donor4386","Yes",650.462482281633
"donor19469","No",652.401851771224
"donor13287","No",649.436369809889
"donor14261","Yes",649.893330903715
"donor17834","Yes",649.679776891103
"donor5215","No",649.240406878629
"donor16849","No",648.985617819196
"donor8079","No",650.241271073756
"donor5696","Yes",649.885503402233
"donor8902","Yes",651.527458371661
"donor12549","Yes",648.192381136625
"donor589","Yes",650.855150139265
"donor2920","Yes",649.500654848822
"donor12106","Yes",650.127725171789
"donor15759","No",650.780266564374
"donor16551","No",648.463558867833
"donor22746","No",650.269780687662
"donor3500","No",650.461612512126
"donor23013","No",650.362121146132
"donor14356","Yes",649.563786340559
"donor13055","Yes",649.78406913864
"donor11133","No",648.66339434141
"donor20794","No",651.097630017561
"donor14214","Yes",651.737648500363
"donor679","No",650.465706741846
"donor273","Yes",650.592257550646
"donor17891","Yes",650.993526996265
"donor22271","Yes",649.551909708605
"donor17904","Yes",650.241774677149
"donor10008","No",647.340471712899
"donor11694","No",648.858566334176
"donor4650","No",651.939582352394
"donor11010","No",650.575331637439
"donor21378","Yes",649.768074600566
"donor15501","Yes",649.955831349235
"donor8133","No",649.157104841915
"donor17473","Yes",649.396862321258
"donor23254-47","No",649.012347568099
"donor7233","No",648.691117138182
"donor6403","No",650.240212028614
"donor1191","No",650.997566179332
"donor14571","No",650.293862192152
"donor13222","Yes",650.369724316155
"donor6014","Yes",652.645215417648
"donor836","Yes",650.397803864194
"donor20649","No",651.574246964445
"donor15136","No",651.040628196397
"donor13299","No",650.52385103887
"donor21392","Yes",650.691006494607
"donor18162","No",651.454635821227
"donor16264","No",650.999274331718
"donor8334","Yes",648.897095721076
"donor14352","No",651.078626420112
"donor13205","Yes",649.174693235864
"donor4119","No",651.284971266537
"donor11825","Yes",649.710151901871
"donor7310","Yes",650.898724949977
"donor15457","Yes",651.262486855211
"donor571","Yes",651.331300460063
"donor8013","Yes",649.368043854563
"donor15156","No",649.236799911079
"donor8634","No",651.352460762301
"donor3663","Yes",650.253811157852
"donor7848","No",649.287448130755
"donor13230","No",648.240450573413
"donor21338","Yes",649.975110711115
"donor15792","No",649.423822023045
"donor10943","Yes",650.951295303926
"donor1115","No",649.190556509136
"donor13512","Yes",648.918849013179
"donor17289","No",649.15335379996
"donor4893","No",650.214023245389
"donor15633","Yes",650.551795867738
"donor17023","Yes",648.908779635585
"donor2277","No",651.330475580888
"donor20028","Yes",650.11276632546
"donor4358","No",651.057183000749
"donor16452","Yes",651.216366868766
"donor11193","Yes",650.802079539926
"donor8531","No",649.162474091831
"donor3710","Yes",650.527121892005
"donor7366","No",649.115517008752
"donor3807","Yes",651.956867586628
"donor1378","Yes",649.234918701066
"donor4711","Yes",651.517664915312
"donor6408","No",650.746709501459
"donor11323","No",648.083759424919
"donor13366","No",649.329706804119
"donor13024","No",649.216931140887
"donor14745","Yes",649.924495997701
"donor12247","No",649.645826895186
"donor20037","No",649.094707063224
"donor18459","No",647.786234191922
"donor1591","Yes",649.720074686821
"donor6930","Yes",649.664913829379
"donor2549","Yes",649.052745740191
"donor14308","Yes",649.471709738368
"donor2670","Yes",649.353012573976
"donor9846","No",648.085541981893
"donor20382","Yes",650.688944285081
"donor21758","Yes",650.357937261484
"donor6554","No",650.018087368479
"donor6835","Yes",647.303737741184
"donor8463","Yes",647.992746871279
"donor17273","Yes",650.010411785073
"donor16725","No",649.927083475029
"donor15589","No",650.537693589096
"donor13160","Yes",651.34520206252
"donor16092","Yes",649.773215515478
"donor7444","Yes",651.251915709017
"donor18016","Yes",648.206628362621
"donor14151","No",647.739735695177
"donor9262","No",649.133723702025
"donor1669","Yes",651.71727174878
"donor8224","No",651.333970432429
"donor12510","Yes",649.089660785041
"donor14914","No",650.463719619589
"donor15104","No",650.293476533527
"donor11154","No",649.333171524563
"donor13531","No",649.584815834674
"donor22962","No",650.103259854039
"donor74159-63","Yes",649.927371747152
"donor3316","Yes",649.491432430131
"donor15400","No",649.421870527966
"donor2564","No",651.826002980339
"donor17792","Yes",651.024769178144
"donor2037","No",650.477364393038
"donor12576","No",648.753458059966
"donor4318","No",649.467296201022
"donor21353","No",649.586226931699
"donor11572","Yes",651.874631335962
"donor11484","Yes",650.569637432781
"donor13121","Yes",649.814550796077
"donor21442","No",650.336910130581
"donor8361","No",649.316894410463
"donor15749","No",651.836882913878
"donor17163","No",650.067489884477
"donor4883","No",648.961159583122
"donor23182","Yes",650.797548414257
"donor17978","No",650.531334265264
"donor11303","Yes",649.946851834012
"donor6302","No",650.724902069851
"donor21556","No",649.244230963084
"donor539","Yes",650.409672932536
"donor10211","No",650.773234715693
"donor5864","Yes",649.38315585149
"donor6370","No",650.569630044737
"donor7272","No",650.088776467787
"donor11129","No",648.432439969682
"donor14396","Yes",650.634188895989
"donor10362","Yes",650.524196654598
"donor8810","No",649.927584231543
"donor14122","Yes",648.849157757423
"donor22576","Yes",650.748904481887
"donor17922","Yes",650.910456096981
"donor17565","Yes",649.304356324119
"donor22756","Yes",652.514534760912
"donor9496","No",648.128229776496
"donor1698","No",649.803365882682
"donor2990","Yes",650.134899286607
"donor11843","Yes",649.948319245048
"donor15535","Yes",650.770614640079
"donor15037","No",650.202656124309
"donor5364","No",650.079872207971
"donor17412","No",648.932116972177
"donor10842","Yes",647.37491871652
"donor7340","No",649.161964335871
"donor6209","No",649.015755482127
"donor97046-15","No",651.022851661159
"donor16827","Yes",649.715614917053
"donor20370","Yes",650.067948087953
"donor3587","Yes",648.443700990503
"donor16422","Yes",651.741859809635
"donor18356","Yes",649.361183953189
"donor15188","Yes",649.595410630968
"donor12261","No",649.699724170295
"donor17073","No",651.021898139875
"donor19677","No",650.374626692394
"donor11548","No",651.034379363982
"donor5708","Yes",650.175038845479
"donor57355-42","Yes",650.200962295948
"donor3824","No",650.930412628213
"donor2936","Yes",649.422028732689
"donor18115","Yes",649.465351543441
"donor1133","Yes",649.344037973356
"donor13012","Yes",650.722845346392
"donor21979","Yes",650.554295649777
"donor4326","Yes",650.304500357361
"donor17033","No",650.009971313734
"donor8188","Yes",650.12220628775
"donor16695","No",649.036001645913
"donor17848","Yes",649.519664270897
"donor258","No",650.906118253069
"donor416","Yes",649.771798407388
"donor112783-43","Yes",651.321984172378
"donor11902","Yes",650.470845462094
"donor13114","Yes",650.893885593496
"donor6056","Yes",648.433729726152
"donor1832","Yes",650.059726743022
"donor22328","No",649.360639049285
"donor10296","Yes",649.891949637953
"donor1859","Yes",648.529852799193
"donor23123","No",649.041533761813
"donor15948","Yes",650.855183038521
"donor4522","No",648.984979983749
"donor19767","No",650.825556943846
"donor2673","Yes",651.348097172747
"donor15168","No",650.443999848491
"donor5472","No",651.597810284017
"donor6440","Yes",649.283277321395
"donor2152","Yes",650.620923268473
"donor21272","No",648.484730213705
"donor7862","No",649.932940900462
"donor18511","No",649.098224747999
"donor1181","Yes",649.202068426207
"donor19824","No",650.125398446473
"donor9806","Yes",649.313936524987
"donor17907","No",648.246082183551
"donor22440","Yes",649.645210497455
"donor6380","No",651.606895263969
"donor4320","Yes",650.890816572233
"donor9536","Yes",651.055010538464
"donor7299","No",651.308920325626
"donor12405","No",650.37593847968
"donor17551","Yes",650.711505482225
"donor20307","Yes",649.661321345226
"donor19455","No",648.788936941148
"donor10594","No",648.942369063243
"donor4701","No",650.179781619298
"donor7717","Yes",649.195190074031
"donor4751","No",650.689930063859
"donor16075","Yes",650.264604518024
"donor22204","Yes",650.676260528789
"donor4042","No",650.124873034777
"donor17119","No",649.594734786927
"donor3194","Yes",650.172528990882
"donor14837","Yes",650.888510435966
"donor16529","No",650.052020303023
"donor2300","No",649.014284079239
"donor8755","Yes",649.136882260362
"donor19655","No",650.081022981894
"donor17592","Yes",648.843221357239
"donor5198","Yes",650.008959223721
"donor11447","No",650.698070990967
"donor11088","No",648.828465591742
"donor22188","Yes",650.807209100905
"donor19053","No",649.4060105307
"donor19156","No",650.492973320761
"donor22866","No",650.626836928001
"donor23137","Yes",650.181445959708
"donor20754","No",649.165910146406
"donor21622","No",651.020268118963
"donor12380","No",650.960102680854
"donor750","Yes",651.452506231109
"donor7252","No",649.220050190936
"donor18367","Yes",648.978278839387
"donor83660-50","No",648.563570435965
"donor2645","Yes",648.5454607757
"donor21882","Yes",648.740082695306
"donor172","Yes",650.677941890413
"donor1857","No",649.974733168824
"donor14537","Yes",648.688193493419
"donor3184","No",650.479941787737
"donor7503","Yes",650.328008174653
"donor17128","No",650.077338620229
"donor21018","Yes",648.781018745164
"donor2569","Yes",650.024812729858
"donor14416","No",649.964146767746
"donor14714","No",650.467360257556
"donor20596","No",649.973692423035
"donor10762","Yes",650.1470064816
"donor3833","Yes",649.592354941079
"donor2759","Yes",650.046668773343
"donor10980","No",649.437538033464
"donor11687","Yes",648.616438738277
"donor11847","No",648.775533256591
"donor58","Yes",648.711070388011
"donor40","Yes",650.828726096187
"donor10942","No",650.30449081324
"donor10417","Yes",650.474160882823
"donor20086","No",650.638290993797
