"","text","favorited","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","retweeted","longitude","latitude"
"64","RT @JRX_SID: NEVER! RT @afifamr Lepas dari beer JRX?",FALSE,NA,2013-08-08 11:35:44,FALSE,NA,"365436159624626178",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","bahtiarbahtiar",13,FALSE,NA,NA
"65","Laan nhee jegg ayubb caii""@kuadex_adhi: I want one bottle beer""@Ajus_Pem: I do not understand what you want""""",FALSE,NA,2013-08-08 11:35:43,FALSE,NA,"365436156948647937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ajus_Pem",0,FALSE,NA,NA
"66","RT @speckledhenry: Who is going to be the lucky winner of today’s #beer #giveaway #prize ? Follow &amp; retweet any #prize tweets &amp; it could be…",FALSE,NA,2013-08-08 11:35:43,FALSE,NA,"365436154767622145",NA,"<a href=""http://twitaculous.com/"" rel=""nofollow"">Twitaculous Retweeter</a>","Justdave12345",308,FALSE,NA,NA
"67","Incurable troublemaker. Freelance writer. Food fan. Beer maven. Pop culture advocate. Coffee buff.",FALSE,NA,2013-08-08 11:35:43,FALSE,NA,"365436154075549698",NA,"web","kil0m2a4er34547",0,FALSE,NA,NA
"68","RT @Smilebaby1309: “@GuyCodeBook: Girls who are good at beer pong. #Sexy” @mzjaex3 <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,NA,2013-08-08 11:35:39,FALSE,NA,"365436137755521024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mzjaex3",1,FALSE,NA,NA
"69","Subtly charming music guru. Analyst. Food buff. Unapologetic beer geek. Devoted web enthusiast.",FALSE,NA,2013-08-08 11:35:39,FALSE,NA,"365436136291696641",NA,"web","nj2d0e4x1303",0,FALSE,NA,NA
"70","RT @OurFinland: RT @googleearthpics: Just the annual beer floating event near Helsinki. http://t.co/3YZlvVUMgb. #Finland #summer #events #t…",FALSE,NA,2013-08-08 11:35:37,FALSE,NA,"365436127991169026",NA,"web","southpawrighty",22,FALSE,NA,NA
"71","Certified beer buff. Amateur problem solver. Evil twitter aficionado. Passionate tv maven. Internet evangelist. Coffee fanatic.",FALSE,NA,2013-08-08 11:35:36,FALSE,NA,"365436123994005504",NA,"web","k1le1me3or4871",0,FALSE,NA,NA
"72","RT @speckledhenry: Who's going to be the lucky winner of today’s #beer #giveaway #prize ? Follow &amp; retweet any #prize tweets &amp; it could be …",FALSE,NA,2013-08-08 11:35:36,FALSE,NA,"365436123889152000",NA,"web","Diogenes67",69,FALSE,NA,NA
"73","RT @Chaysemyboy: fuck i love beer",FALSE,NA,2013-08-08 11:35:35,FALSE,NA,"365436122471473153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DRamsey17",2,FALSE,NA,NA
"74","Kilkenny Irish Beer T Shirt - Short &amp; Long Sleeve $18.99 http://t.co/uDhSmBYAgG #men #clothes",FALSE,NA,2013-08-08 11:35:35,FALSE,NA,"365436120441425920",NA,"<a href=""http://uTweetDeals.com"" rel=""nofollow"">U Tweet Deals</a>","TodaysClothing",0,FALSE,NA,NA
"75","This nigga drinking vodka&amp; beer at 6 in the morning!",FALSE,NA,2013-08-08 11:35:35,FALSE,NA,"365436120143630336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_OverPriced_",0,FALSE,NA,NA
"76","RT @GregHenchman: Single guys get junk food, beer, weed, video games, and masturbation.

Married guys just get masturbation.",FALSE,NA,2013-08-08 11:35:35,FALSE,NA,"365436119174754304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hunter_ishaan",3,FALSE,NA,NA
"77","RT @totalfratmove: Pabst winning a blue ribbon for their beer in 1893 and still bragging about it to this day. #TFM",FALSE,NA,2013-08-08 11:35:33,FALSE,NA,"365436113327890433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahbworthi",720,FALSE,NA,NA
"78","Avid creator. Passionate coffee fanatic. Incurable entrepreneur. Amateur troublemaker. Travel geek. Communicator. Beer enthusiast.",FALSE,NA,2013-08-08 11:35:32,FALSE,NA,"365436110802927616",NA,"web","be44hoa51370",0,FALSE,NA,NA
"79","RT @Krystall_x: ""@TacosAndBeer: where's the beer"" 
Ha, thats what im saying",FALSE,NA,2013-08-08 11:35:32,FALSE,NA,"365436110412845056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TacosAndBeer",1,FALSE,NA,NA
"80","Drunk as fuck choking on beer... Love Harriet lots tho",FALSE,NA,2013-08-08 11:35:30,FALSE,NA,"365436099201470465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tobes23",0,FALSE,NA,NA
"81","Alcohol geek. Avid tv buff. Friendly beer aficionado. Coffee guru. Zombie junkie.",FALSE,NA,2013-08-08 11:35:29,FALSE,NA,"365436096601001984",NA,"web","mr5r5nguyer5607",0,FALSE,NA,NA
"82","RT @JRX_SID: NEVER! RT @afifamr Lepas dari beer JRX?",FALSE,NA,2013-08-08 11:35:27,FALSE,NA,"365436088497602562",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","windariesta",13,FALSE,NA,NA
"83","Typical coffee scholar. Beer fanatic. Lifelong alcohol fan. Food geek. Tv maven.",FALSE,NA,2013-08-08 11:35:27,FALSE,NA,"365436086039744512",NA,"web","hang9tang60567",0,FALSE,NA,NA
"84","Certified beer buff. Amateur problem solver. Evil twitter aficionado. Passionate tv maven. Internet evangelist. Coffee fanatic.",FALSE,NA,2013-08-08 11:35:26,FALSE,NA,"365436085347684354",NA,"web","pa4ol5w4ir1571",0,FALSE,NA,NA
"85","Wannabe creator. Avid bacon scholar. Beer nerd. Analyst. Pop culture evangelist. Friendly troublemaker.",FALSE,NA,2013-08-08 11:35:25,FALSE,NA,"365436079840575488",NA,"web","sube23fere412",0,FALSE,NA,NA
"86","#Live Music at @CafeBlancdeNoir on #Friday and #Saturday! #BestPizza &amp; #Stellenbrau beer! YUM!",FALSE,NA,2013-08-08 11:35:24,FALSE,NA,"365436076455763968",NA,"web","BrenaissanceSA",0,FALSE,NA,NA
"87","Tv geek. Hipster-friendly explorer. Professional coffee specialist. Avid beer trailblazer. Evil alcohol fanatic. Zombie aficionado.",FALSE,NA,2013-08-08 11:35:23,FALSE,NA,"365436073091936256",NA,"web","hane4ang60514",0,FALSE,NA,NA
"88","Typical coffee scholar. Beer fanatic. Lifelong alcohol fan. Food geek. Tv maven.",FALSE,NA,2013-08-08 11:35:21,FALSE,NA,"365436062614556673",NA,"web","x5h1xa5er57603",0,FALSE,NA,NA
"89","Incurable troublemaker. Freelance writer. Food fan. Beer maven. Pop culture advocate. Coffee buff.",FALSE,NA,2013-08-08 11:35:20,FALSE,NA,"365436057879183360",NA,"web","ki6e1ma6or4425",0,FALSE,NA,NA
"90","Certified beer buff. Amateur problem solver. Evil twitter aficionado. Passionate tv maven. Internet evangelist. Coffee fanatic.",FALSE,NA,2013-08-08 11:35:19,FALSE,NA,"365436053559062528",NA,"web","kil0m2a4er34681",0,FALSE,NA,NA
"91","RT @brainsbrewery: We've got our beers ready to go @gbbf. http://t.co/gqI6yZiGbF Which ones are on your beer list? #gbbf",FALSE,NA,2013-08-08 11:35:18,FALSE,NA,"365436051755511808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rossgurney",1,FALSE,NA,NA
"92","Madison Beer Talks Ralph Lauren, Rihanna, and Red Carpet Style: The up-and-comer is one to watch, on stage and off. http://t.co/NCp7tGuWYV",FALSE,NA,2013-08-08 11:35:17,FALSE,NA,"365436046953025537",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","RiantizaTiza",0,FALSE,NA,NA
"93","Coffee specialist. Certified beer practitioner. Twitter geek. Bacon expert. Avid zombie enthusiast. Devoted creator.",FALSE,NA,2013-08-08 11:35:17,FALSE,NA,"365436045401141248",NA,"web","sub123fere1740",0,FALSE,NA,NA
"94","RT @tommychancer: Jesus I cud do with a beer",FALSE,NA,2013-08-08 11:35:16,FALSE,NA,"365436043031347201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","petewelch1991",2,FALSE,NA,NA
"95","RT @ajebuta_like_me: Bar ""@MISTURR_DEE: Bear""@Ordun4real: Beer""@WordzGame: Words that start with ""B"" and end with ""R""?""""""",FALSE,NA,2013-08-08 11:35:15,FALSE,NA,"365436039239696384",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","MISTURR_DEE",1,FALSE,NA,NA
"96","Avid creator. Passionate coffee fanatic. Incurable entrepreneur. Amateur troublemaker. Travel geek. Communicator. Beer enthusiast.",FALSE,NA,2013-08-08 11:35:12,FALSE,NA,"365436026669379584",NA,"web","pa4ol5w4ir1869",0,FALSE,NA,NA
"97","RT @TIME: Scientists can match up sensory experiences to specific DNA stretches | http://t.co/nuxI5gZr5m (via @TIMEHealthland)",FALSE,NA,2013-08-08 11:35:12,FALSE,NA,"365436025536917504",NA,"web","dukevadis",45,FALSE,NA,NA
"98","Lifelong tv specialist. Unable to type with boxing gloves on. Twitter fan. Beer junkie. Food nerd.",FALSE,NA,2013-08-08 11:35:11,FALSE,NA,"365436019010576385",NA,"web","hos2as5nper1139",0,FALSE,NA,NA
"99","Typical coffee scholar. Beer fanatic. Lifelong alcohol fan. Food geek. Tv maven.",FALSE,NA,2013-08-08 11:35:10,FALSE,NA,"365436015256666112",NA,"web","laxu33mi78164",0,FALSE,NA,NA
"100","Alcohol geek. Avid tv buff. Friendly beer aficionado. Coffee guru. Zombie junkie.",FALSE,NA,2013-08-08 11:35:09,FALSE,NA,"365436012840759296",NA,"web","zc7xg7hsk8814",0,FALSE,NA,NA
"101","Unapologetic travelaholic. Beer expert. Professional social media scholar. Total introvert.",FALSE,NA,2013-08-08 11:35:09,FALSE,NA,"365436011171414017",NA,"web","s2b12r34e1889",0,FALSE,NA,NA
"102","RT @craftbeerzone: Beer Advocate's Latest: What does ""craft"" mean in craft beer poll? http://t.co/6YUi7IdDMQ",FALSE,NA,2013-08-08 11:35:08,FALSE,NA,"365436009883774976",NA,"<a href=""http://www.denverbeerguy.com"" rel=""nofollow"">Microbrew</a>","DenverBeerGuy",1,FALSE,NA,NA
